k_long[1/Mpc]   bias Eulerian 
8.866209e-03   8.668615e-01 
1.116190e-02   8.668520e-01 
1.116190e-02   8.668520e-01 
1.116190e-02   8.668520e-01 
1.116190e-02   8.668520e-01 
1.405199e-02   8.668584e-01 
1.405199e-02   8.668584e-01 
1.405199e-02   8.668584e-01 
1.405199e-02   8.668584e-01 
1.405199e-02   8.668584e-01 
1.769033e-02   8.668449e-01 
1.769033e-02   8.668449e-01 
1.769033e-02   8.668449e-01 
1.769033e-02   8.668449e-01 
1.769033e-02   8.668449e-01 
2.225937e-02   8.668637e-01 
2.225937e-02   8.668637e-01 
2.225937e-02   8.668637e-01 
2.225937e-02   8.668637e-01 
2.225937e-02   8.668637e-01 
2.765040e-02   8.668425e-01 
2.765040e-02   8.668425e-01 
2.765040e-02   8.668425e-01 
2.765040e-02   8.668425e-01 
3.220914e-02   8.668559e-01 
3.220914e-02   8.668559e-01 
3.220914e-02   8.668559e-01 
3.551287e-02   8.668480e-01 
3.823508e-02   8.668545e-01 
3.823508e-02   8.668545e-01 
4.066459e-02   8.668623e-01 
4.292995e-02   8.668408e-01 
4.509913e-02   8.668390e-01 
4.721285e-02   8.668586e-01 
4.929782e-02   8.668441e-01 
5.137288e-02   8.668239e-01 
5.345206e-02   8.668248e-01 
5.554635e-02   8.668462e-01 
5.981466e-02   8.668313e-01 
6.200282e-02   8.668272e-01 
6.423503e-02   8.668292e-01 
6.885279e-02   8.668342e-01 
7.124807e-02   8.668408e-01 
7.370706e-02   8.668294e-01 
7.883367e-02   8.668544e-01 
8.150980e-02   8.668538e-01 
8.426675e-02   8.668468e-01 
9.003960e-02   8.668487e-01 
9.306376e-02   8.668312e-01 
9.940811e-02   8.668493e-01 
1.027366e-01   8.668418e-01 
1.097267e-01   8.668335e-01 
1.133969e-01   8.668419e-01 
1.171893e-01   8.668405e-01 
1.251584e-01   8.668475e-01 
1.293438e-01   8.668369e-01 
1.381392e-01   8.668373e-01 
1.427588e-01   8.668364e-01 
1.524668e-01   8.668511e-01 
1.575662e-01   8.668585e-01 
1.628370e-01   8.668527e-01 
1.739192e-01   8.668571e-01 
1.797449e-01   8.668512e-01 
1.920073e-01   8.668419e-01 
1.984630e-01   8.668378e-01 
2.051499e-01   8.668470e-01 
2.192691e-01   8.668413e-01 
2.267321e-01   8.668318e-01 
2.425583e-01   8.668436e-01 
2.509677e-01   8.668507e-01 
2.597452e-01   8.668558e-01 
2.785467e-01   8.668483e-01 
2.886594e-01   8.668479e-01 
2.993216e-01   8.668504e-01 
3.225997e-01   8.668497e-01 
3.354189e-01   8.668466e-01 
3.492091e-01   8.668485e-01 
3.641642e-01   8.668473e-01 
3.805469e-01   8.668473e-01 
3.987252e-01   8.668466e-01 
