k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
7.3707e-02	 1.6270e+04	 1.4804e+04	 1.3470e+04 
7.8834e-02	 1.5187e+04	 1.3818e+04	 1.2573e+04 
8.1510e-02	 1.4744e+04	 1.3416e+04	 1.2207e+04 
8.4267e-02	 1.4299e+04	 1.3011e+04	 1.1838e+04 
9.0040e-02	 1.3225e+04	 1.2033e+04	 1.0949e+04 
9.3064e-02	 1.2550e+04	 1.1420e+04	 1.0391e+04 
9.9408e-02	 1.0993e+04	 1.0002e+04	 9.1008e+03 
1.0274e-01	 1.0198e+04	 9.2793e+03	 8.4431e+03 
1.0973e-01	 8.8363e+03	 8.0402e+03	 7.3158e+03 
1.1340e-01	 8.3304e+03	 7.5797e+03	 6.8967e+03 
1.1719e-01	 7.9407e+03	 7.2251e+03	 6.5741e+03 
1.2516e-01	 7.3617e+03	 6.6983e+03	 6.0948e+03 
1.2934e-01	 7.0714e+03	 6.4343e+03	 5.8546e+03 
1.3814e-01	 6.3087e+03	 5.7402e+03	 5.2229e+03 
1.4276e-01	 5.8600e+03	 5.3321e+03	 4.8517e+03 
1.5247e-01	 5.0410e+03	 4.5868e+03	 4.1735e+03 
1.5757e-01	 4.7337e+03	 4.3072e+03	 3.9191e+03 
1.6284e-01	 4.4948e+03	 4.0898e+03	 3.7213e+03 
1.7392e-01	 4.0823e+03	 3.7145e+03	 3.3798e+03 
1.7974e-01	 3.8436e+03	 3.4973e+03	 3.1822e+03 
1.9201e-01	 3.3187e+03	 3.0197e+03	 2.7476e+03 
1.9846e-01	 3.0916e+03	 2.8131e+03	 2.5596e+03 
2.0515e-01	 2.9069e+03	 2.6450e+03	 2.4066e+03 
2.1927e-01	 2.5914e+03	 2.3579e+03	 2.1454e+03 
2.2673e-01	 2.4218e+03	 2.2036e+03	 2.0051e+03 
2.4256e-01	 2.0918e+03	 1.9033e+03	 1.7318e+03 
2.5097e-01	 1.9566e+03	 1.7803e+03	 1.6199e+03 
2.5975e-01	 1.8335e+03	 1.6683e+03	 1.5180e+03 
2.7855e-01	 1.5858e+03	 1.4429e+03	 1.3129e+03 
2.8866e-01	 1.4699e+03	 1.3374e+03	 1.2169e+03 
2.9932e-01	 1.3651e+03	 1.2421e+03	 1.1302e+03 
3.2260e-01	 1.1676e+03	 1.0624e+03	 9.6666e+02 
3.3542e-01	 1.0739e+03	 9.7709e+02	 8.8905e+02 
3.4921e-01	 9.8680e+02	 8.9788e+02	 8.1698e+02 
3.6416e-01	 9.0212e+02	 8.2083e+02	 7.4687e+02 
3.8055e-01	 8.2011e+02	 7.4621e+02	 6.7897e+02 
3.9873e-01	 7.4163e+02	 6.7481e+02	 6.1400e+02 
