k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 7.3005e+04	 6.6428e+04 
1.1162e-02	 8.2313e+04	 7.4896e+04	 6.8148e+04 
1.1162e-02	 8.2313e+04	 7.4896e+04	 6.8148e+04 
1.1162e-02	 8.2313e+04	 7.4896e+04	 6.8148e+04 
1.1162e-02	 8.2313e+04	 7.4896e+04	 6.8148e+04 
1.4052e-02	 7.9938e+04	 7.2736e+04	 6.6183e+04 
1.4052e-02	 7.9938e+04	 7.2736e+04	 6.6183e+04 
1.4052e-02	 7.9938e+04	 7.2736e+04	 6.6183e+04 
1.4052e-02	 7.9938e+04	 7.2736e+04	 6.6183e+04 
1.4052e-02	 7.9938e+04	 7.2736e+04	 6.6183e+04 
1.7690e-02	 7.2519e+04	 6.5985e+04	 6.0039e+04 
1.7690e-02	 7.2519e+04	 6.5985e+04	 6.0039e+04 
1.7690e-02	 7.2519e+04	 6.5985e+04	 6.0039e+04 
1.7690e-02	 7.2519e+04	 6.5985e+04	 6.0039e+04 
1.7690e-02	 7.2519e+04	 6.5985e+04	 6.0039e+04 
2.2259e-02	 6.1173e+04	 5.5662e+04	 5.0647e+04 
2.2259e-02	 6.1173e+04	 5.5662e+04	 5.0647e+04 
2.2259e-02	 6.1173e+04	 5.5662e+04	 5.0647e+04 
2.2259e-02	 6.1173e+04	 5.5662e+04	 5.0647e+04 
2.2259e-02	 6.1173e+04	 5.5662e+04	 5.0647e+04 
2.7650e-02	 4.9778e+04	 4.5292e+04	 4.1211e+04 
2.7650e-02	 4.9778e+04	 4.5292e+04	 4.1211e+04 
2.7650e-02	 4.9778e+04	 4.5292e+04	 4.1211e+04 
2.7650e-02	 4.9778e+04	 4.5292e+04	 4.1211e+04 
3.2209e-02	 4.3212e+04	 3.9319e+04	 3.5776e+04 
3.2209e-02	 4.3212e+04	 3.9319e+04	 3.5776e+04 
3.2209e-02	 4.3212e+04	 3.9319e+04	 3.5776e+04 
3.5513e-02	 3.9975e+04	 3.6373e+04	 3.3095e+04 
3.8235e-02	 3.7949e+04	 3.4530e+04	 3.1419e+04 
3.8235e-02	 3.7949e+04	 3.4530e+04	 3.1419e+04 
4.0665e-02	 3.6416e+04	 3.3135e+04	 3.0150e+04 
4.2930e-02	 3.5076e+04	 3.1916e+04	 2.9040e+04 
4.5099e-02	 3.3776e+04	 3.0733e+04	 2.7964e+04 
4.7213e-02	 3.2437e+04	 2.9514e+04	 2.6855e+04 
4.9298e-02	 3.1020e+04	 2.8225e+04	 2.5682e+04 
5.1373e-02	 2.9518e+04	 2.6857e+04	 2.4437e+04 
5.3452e-02	 2.7941e+04	 2.5423e+04	 2.3133e+04 
5.5546e-02	 2.6317e+04	 2.3946e+04	 2.1788e+04 
5.9815e-02	 2.3092e+04	 2.1011e+04	 1.9118e+04 
6.2003e-02	 2.1581e+04	 1.9636e+04	 1.7867e+04 
6.4235e-02	 2.0191e+04	 1.8372e+04	 1.6717e+04 
6.8853e-02	 1.7889e+04	 1.6277e+04	 1.4810e+04 
7.1248e-02	 1.6998e+04	 1.5466e+04	 1.4072e+04 
