k_long[1/Mpc]   bias Lagrangian 
8.866209e-03   -9.009706e-02 
1.116190e-02   -9.010347e-02 
1.116190e-02   -9.010347e-02 
1.116190e-02   -9.010347e-02 
1.116190e-02   -9.010347e-02 
1.405199e-02   -9.009882e-02 
1.405199e-02   -9.009882e-02 
1.405199e-02   -9.009882e-02 
1.405199e-02   -9.009882e-02 
1.405199e-02   -9.009882e-02 
1.769033e-02   -9.010833e-02 
1.769033e-02   -9.010833e-02 
1.769033e-02   -9.010833e-02 
1.769033e-02   -9.010833e-02 
1.769033e-02   -9.010833e-02 
2.225937e-02   -9.009523e-02 
2.225937e-02   -9.009523e-02 
2.225937e-02   -9.009523e-02 
2.225937e-02   -9.009523e-02 
2.225937e-02   -9.009523e-02 
2.765040e-02   -9.010956e-02 
2.765040e-02   -9.010956e-02 
2.765040e-02   -9.010956e-02 
2.765040e-02   -9.010956e-02 
3.220914e-02   -9.010091e-02 
3.220914e-02   -9.010091e-02 
3.220914e-02   -9.010091e-02 
3.551287e-02   -9.010621e-02 
3.823508e-02   -9.010186e-02 
3.823508e-02   -9.010186e-02 
4.066459e-02   -9.009655e-02 
4.292995e-02   -9.009259e-02 
4.509913e-02   -9.009382e-02 
4.721285e-02   -9.009909e-02 
4.929782e-02   -9.010887e-02 
5.137288e-02   -9.012253e-02 
5.345206e-02   -9.010344e-02 
5.554635e-02   -9.010706e-02 
5.981466e-02   -9.011713e-02 
6.200282e-02   -9.010179e-02 
6.423503e-02   -9.010042e-02 
6.885279e-02   -9.011557e-02 
7.124807e-02   -9.011109e-02 
7.370706e-02   -9.010030e-02 
7.883367e-02   -9.010189e-02 
8.150980e-02   -9.010195e-02 
8.426675e-02   -9.010704e-02 
9.003960e-02   -9.010574e-02 
9.306376e-02   -9.009906e-02 
9.940811e-02   -9.010496e-02 
1.027366e-01   -9.011041e-02 
1.097267e-01   -9.009752e-02 
1.133969e-01   -9.011000e-02 
1.171893e-01   -9.011129e-02 
1.251584e-01   -9.010661e-02 
1.293438e-01   -9.009519e-02 
1.381392e-01   -9.011347e-02 
1.427588e-01   -9.009558e-02 
1.524668e-01   -9.010377e-02 
1.575662e-01   -9.009874e-02 
1.628370e-01   -9.010304e-02 
1.739192e-01   -9.009969e-02 
1.797449e-01   -9.010369e-02 
1.920073e-01   -9.011034e-02 
1.984630e-01   -9.009461e-02 
2.051499e-01   -9.010689e-02 
2.192691e-01   -9.011040e-02 
2.267321e-01   -9.009868e-02 
2.425583e-01   -9.010919e-02 
2.509677e-01   -9.010439e-02 
2.597452e-01   -9.010094e-02 
2.785467e-01   -9.010605e-02 
2.886594e-01   -9.010629e-02 
2.993216e-01   -9.010459e-02 
3.225997e-01   -9.010510e-02 
3.354189e-01   -9.010720e-02 
3.492091e-01   -9.010593e-02 
3.641642e-01   -9.010669e-02 
3.805469e-01   -9.010669e-02 
3.987252e-01   -9.010716e-02 
