k_long[1/Mpc]   bias Eulerian 
8.866209e-03   8.150846e-01 
1.116190e-02   8.150707e-01 
1.116190e-02   8.150707e-01 
1.116190e-02   8.150707e-01 
1.116190e-02   8.150707e-01 
1.405199e-02   8.150804e-01 
1.405199e-02   8.150804e-01 
1.405199e-02   8.150804e-01 
1.405199e-02   8.150804e-01 
1.405199e-02   8.150804e-01 
1.769033e-02   8.150987e-01 
1.769033e-02   8.150987e-01 
1.769033e-02   8.150987e-01 
1.769033e-02   8.150987e-01 
1.769033e-02   8.150987e-01 
2.225937e-02   8.150878e-01 
2.225937e-02   8.150878e-01 
2.225937e-02   8.150878e-01 
2.225937e-02   8.150878e-01 
2.225937e-02   8.150878e-01 
2.765040e-02   8.150956e-01 
2.765040e-02   8.150956e-01 
2.765040e-02   8.150956e-01 
2.765040e-02   8.150956e-01 
3.220914e-02   8.150762e-01 
3.220914e-02   8.150762e-01 
3.220914e-02   8.150762e-01 
3.551287e-02   8.150653e-01 
3.823508e-02   8.150742e-01 
3.823508e-02   8.150742e-01 
4.066459e-02   8.150851e-01 
4.292995e-02   8.150932e-01 
4.509913e-02   8.150907e-01 
4.721285e-02   8.150799e-01 
4.929782e-02   8.150598e-01 
5.137288e-02   8.150698e-01 
5.345206e-02   8.150710e-01 
5.554635e-02   8.150635e-01 
5.981466e-02   8.150801e-01 
6.200282e-02   8.150744e-01 
6.423503e-02   8.150772e-01 
6.885279e-02   8.150842e-01 
7.124807e-02   8.150553e-01 
7.370706e-02   8.150774e-01 
7.883367e-02   8.150742e-01 
8.150980e-02   8.150740e-01 
8.426675e-02   8.150636e-01 
9.003960e-02   8.150663e-01 
9.306376e-02   8.150800e-01 
9.940811e-02   8.150679e-01 
1.027366e-01   8.150567e-01 
1.097267e-01   8.150831e-01 
1.133969e-01   8.150575e-01 
1.171893e-01   8.150549e-01 
1.251584e-01   8.150645e-01 
1.293438e-01   8.150879e-01 
1.381392e-01   8.150885e-01 
1.427588e-01   8.150871e-01 
1.524668e-01   8.150703e-01 
1.575662e-01   8.150807e-01 
1.628370e-01   8.150718e-01 
1.739192e-01   8.150787e-01 
1.797449e-01   8.150705e-01 
1.920073e-01   8.150568e-01 
1.984630e-01   8.150891e-01 
2.051499e-01   8.150639e-01 
2.192691e-01   8.150567e-01 
2.267321e-01   8.150808e-01 
2.425583e-01   8.150592e-01 
2.509677e-01   8.150691e-01 
2.597452e-01   8.150761e-01 
2.785467e-01   8.150656e-01 
2.886594e-01   8.150651e-01 
2.993216e-01   8.150686e-01 
3.225997e-01   8.150676e-01 
3.354189e-01   8.150633e-01 
3.492091e-01   8.150659e-01 
3.641642e-01   8.150643e-01 
3.805469e-01   8.150643e-01 
3.987252e-01   8.150634e-01 
