k_long[1/Mpc]   bias Eulerian 
8.866209e-03   9.694639e-01 
1.116190e-02   9.694618e-01 
1.116190e-02   9.694618e-01 
1.116190e-02   9.694618e-01 
1.116190e-02   9.694618e-01 
1.405199e-02   9.694632e-01 
1.405199e-02   9.694632e-01 
1.405199e-02   9.694632e-01 
1.405199e-02   9.694632e-01 
1.405199e-02   9.694632e-01 
1.769033e-02   9.694663e-01 
1.769033e-02   9.694663e-01 
1.769033e-02   9.694663e-01 
1.769033e-02   9.694663e-01 
1.769033e-02   9.694663e-01 
2.225937e-02   9.694644e-01 
2.225937e-02   9.694644e-01 
2.225937e-02   9.694644e-01 
2.225937e-02   9.694644e-01 
2.225937e-02   9.694644e-01 
2.765040e-02   9.694658e-01 
2.765040e-02   9.694658e-01 
2.765040e-02   9.694658e-01 
2.765040e-02   9.694658e-01 
3.220914e-02   9.694626e-01 
3.220914e-02   9.694626e-01 
3.220914e-02   9.694626e-01 
3.551287e-02   9.694608e-01 
3.823508e-02   9.694623e-01 
3.823508e-02   9.694623e-01 
4.066459e-02   9.694641e-01 
4.292995e-02   9.694654e-01 
4.509913e-02   9.694650e-01 
4.721285e-02   9.694632e-01 
4.929782e-02   9.694599e-01 
5.137288e-02   9.694616e-01 
5.345206e-02   9.694618e-01 
5.554635e-02   9.694605e-01 
5.981466e-02   9.694633e-01 
6.200282e-02   9.694623e-01 
6.423503e-02   9.694628e-01 
6.885279e-02   9.694638e-01 
7.124807e-02   9.694592e-01 
7.370706e-02   9.694628e-01 
7.883367e-02   9.694623e-01 
8.150980e-02   9.694623e-01 
8.426675e-02   9.694605e-01 
9.003960e-02   9.694610e-01 
9.306376e-02   9.694632e-01 
9.940811e-02   9.694612e-01 
1.027366e-01   9.694594e-01 
1.097267e-01   9.694638e-01 
1.133969e-01   9.694594e-01 
1.171893e-01   9.694591e-01 
1.251584e-01   9.694607e-01 
1.293438e-01   9.694645e-01 
1.381392e-01   9.694584e-01 
1.427588e-01   9.694644e-01 
1.524668e-01   9.694615e-01 
1.575662e-01   9.694632e-01 
1.628370e-01   9.694619e-01 
1.739192e-01   9.694630e-01 
1.797449e-01   9.694617e-01 
1.920073e-01   9.694594e-01 
1.984630e-01   9.694646e-01 
2.051499e-01   9.694606e-01 
2.192691e-01   9.694594e-01 
2.267321e-01   9.694634e-01 
2.425583e-01   9.694598e-01 
2.509677e-01   9.694614e-01 
2.597452e-01   9.694626e-01 
2.785467e-01   9.694609e-01 
2.886594e-01   9.694608e-01 
2.993216e-01   9.694614e-01 
3.225997e-01   9.694612e-01 
3.354189e-01   9.694605e-01 
3.492091e-01   9.694609e-01 
3.641642e-01   9.694607e-01 
3.805469e-01   9.694607e-01 
3.987252e-01   9.694605e-01 
