k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 4.7567e+05	 2.8200e+06 
1.1162e-02	 8.2313e+04	 4.8802e+05	 2.8934e+06 
1.1162e-02	 8.2313e+04	 4.8802e+05	 2.8934e+06 
1.1162e-02	 8.2313e+04	 4.8802e+05	 2.8934e+06 
1.1162e-02	 8.2313e+04	 4.8802e+05	 2.8934e+06 
1.4052e-02	 7.9938e+04	 4.7400e+05	 2.8106e+06 
1.4052e-02	 7.9938e+04	 4.7400e+05	 2.8106e+06 
1.4052e-02	 7.9938e+04	 4.7400e+05	 2.8106e+06 
1.4052e-02	 7.9938e+04	 4.7400e+05	 2.8106e+06 
1.4052e-02	 7.9938e+04	 4.7400e+05	 2.8106e+06 
1.7690e-02	 7.2519e+04	 4.2997e+05	 2.5493e+06 
1.7690e-02	 7.2519e+04	 4.2997e+05	 2.5493e+06 
1.7690e-02	 7.2519e+04	 4.2997e+05	 2.5493e+06 
1.7690e-02	 7.2519e+04	 4.2997e+05	 2.5493e+06 
1.7690e-02	 7.2519e+04	 4.2997e+05	 2.5493e+06 
2.2259e-02	 6.1173e+04	 3.6272e+05	 2.1507e+06 
2.2259e-02	 6.1173e+04	 3.6272e+05	 2.1507e+06 
2.2259e-02	 6.1173e+04	 3.6272e+05	 2.1507e+06 
2.2259e-02	 6.1173e+04	 3.6272e+05	 2.1507e+06 
2.2259e-02	 6.1173e+04	 3.6272e+05	 2.1507e+06 
2.7650e-02	 4.9778e+04	 2.9514e+05	 1.7499e+06 
2.7650e-02	 4.9778e+04	 2.9514e+05	 1.7499e+06 
2.7650e-02	 4.9778e+04	 2.9514e+05	 1.7499e+06 
2.7650e-02	 4.9778e+04	 2.9514e+05	 1.7499e+06 
3.2209e-02	 4.3212e+04	 2.5623e+05	 1.5194e+06 
3.2209e-02	 4.3212e+04	 2.5623e+05	 1.5194e+06 
3.2209e-02	 4.3212e+04	 2.5623e+05	 1.5194e+06 
3.5513e-02	 3.9975e+04	 2.3701e+05	 1.4052e+06 
3.8235e-02	 3.7949e+04	 2.2503e+05	 1.3343e+06 
3.8235e-02	 3.7949e+04	 2.2503e+05	 1.3343e+06 
4.0665e-02	 3.6416e+04	 2.1593e+05	 1.2803e+06 
4.2930e-02	 3.5076e+04	 2.0797e+05	 1.2331e+06 
4.5099e-02	 3.3776e+04	 2.0026e+05	 1.1874e+06 
4.7213e-02	 3.2437e+04	 1.9230e+05	 1.1401e+06 
4.9298e-02	 3.1020e+04	 1.8392e+05	 1.0905e+06 
5.1373e-02	 2.9518e+04	 1.7503e+05	 1.0379e+06 
5.3452e-02	 2.7941e+04	 1.6568e+05	 9.8247e+05 
5.5546e-02	 2.6317e+04	 1.5606e+05	 9.2542e+05 
5.9815e-02	 2.3092e+04	 1.3692e+05	 8.1189e+05 
6.2003e-02	 2.1581e+04	 1.2797e+05	 7.5880e+05 
6.4235e-02	 2.0191e+04	 1.1973e+05	 7.0993e+05 
6.8853e-02	 1.7889e+04	 1.0607e+05	 6.2893e+05 
7.1248e-02	 1.6998e+04	 1.0078e+05	 5.9756e+05 
7.3707e-02	 1.6270e+04	 9.6472e+04	 5.7204e+05 
7.8834e-02	 1.5187e+04	 9.0051e+04	 5.3397e+05 
8.1510e-02	 1.4744e+04	 8.7427e+04	 5.1842e+05 
8.4267e-02	 1.4299e+04	 8.4794e+04	 5.0282e+05 
9.0040e-02	 1.3225e+04	 7.8423e+04	 4.6504e+05 
9.3064e-02	 1.2550e+04	 7.4418e+04	 4.4127e+05 
9.9408e-02	 1.0993e+04	 6.5184e+04	 3.8653e+05 
1.0274e-01	 1.0198e+04	 6.0467e+04	 3.5852e+05 
1.0973e-01	 8.8363e+03	 5.2394e+04	 3.1067e+05 
1.1340e-01	 8.3304e+03	 4.9392e+04	 2.9285e+05 
1.1719e-01	 7.9407e+03	 4.7082e+04	 2.7916e+05 
