k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 2.7570e+05	 9.4736e+05 
1.1162e-02	 8.2313e+04	 2.8286e+05	 9.7199e+05 
1.1162e-02	 8.2313e+04	 2.8286e+05	 9.7199e+05 
1.1162e-02	 8.2313e+04	 2.8286e+05	 9.7199e+05 
1.1162e-02	 8.2313e+04	 2.8286e+05	 9.7199e+05 
1.4052e-02	 7.9938e+04	 2.7473e+05	 9.4415e+05 
1.4052e-02	 7.9938e+04	 2.7473e+05	 9.4415e+05 
1.4052e-02	 7.9938e+04	 2.7473e+05	 9.4415e+05 
1.4052e-02	 7.9938e+04	 2.7473e+05	 9.4415e+05 
1.4052e-02	 7.9938e+04	 2.7473e+05	 9.4415e+05 
1.7690e-02	 7.2519e+04	 2.4921e+05	 8.5640e+05 
1.7690e-02	 7.2519e+04	 2.4921e+05	 8.5640e+05 
1.7690e-02	 7.2519e+04	 2.4921e+05	 8.5640e+05 
1.7690e-02	 7.2519e+04	 2.4921e+05	 8.5640e+05 
1.7690e-02	 7.2519e+04	 2.4921e+05	 8.5640e+05 
2.2259e-02	 6.1173e+04	 2.1023e+05	 7.2247e+05 
2.2259e-02	 6.1173e+04	 2.1023e+05	 7.2247e+05 
2.2259e-02	 6.1173e+04	 2.1023e+05	 7.2247e+05 
2.2259e-02	 6.1173e+04	 2.1023e+05	 7.2247e+05 
2.2259e-02	 6.1173e+04	 2.1023e+05	 7.2247e+05 
2.7650e-02	 4.9778e+04	 1.7106e+05	 5.8785e+05 
2.7650e-02	 4.9778e+04	 1.7106e+05	 5.8785e+05 
2.7650e-02	 4.9778e+04	 1.7106e+05	 5.8785e+05 
2.7650e-02	 4.9778e+04	 1.7106e+05	 5.8785e+05 
3.2209e-02	 4.3212e+04	 1.4851e+05	 5.1039e+05 
3.2209e-02	 4.3212e+04	 1.4851e+05	 5.1039e+05 
3.2209e-02	 4.3212e+04	 1.4851e+05	 5.1039e+05 
3.5513e-02	 3.9975e+04	 1.3737e+05	 4.7206e+05 
3.8235e-02	 3.7949e+04	 1.3042e+05	 4.4824e+05 
3.8235e-02	 3.7949e+04	 1.3042e+05	 4.4824e+05 
4.0665e-02	 3.6416e+04	 1.2515e+05	 4.3009e+05 
4.2930e-02	 3.5076e+04	 1.2054e+05	 4.1424e+05 
4.5099e-02	 3.3776e+04	 1.1607e+05	 3.9889e+05 
4.7213e-02	 3.2437e+04	 1.1148e+05	 3.8311e+05 
4.9298e-02	 3.1020e+04	 1.0660e+05	 3.6633e+05 
5.1373e-02	 2.9518e+04	 1.0145e+05	 3.4866e+05 
5.3452e-02	 2.7941e+04	 9.6029e+04	 3.3003e+05 
5.5546e-02	 2.6317e+04	 9.0449e+04	 3.1087e+05 
5.9815e-02	 2.3092e+04	 7.9360e+04	 2.7274e+05 
6.2003e-02	 2.1581e+04	 7.4168e+04	 2.5490e+05 
6.4235e-02	 2.0191e+04	 6.9392e+04	 2.3848e+05 
6.8853e-02	 1.7889e+04	 6.1477e+04	 2.1128e+05 
7.1248e-02	 1.6998e+04	 5.8413e+04	 2.0074e+05 
7.3707e-02	 1.6270e+04	 5.5915e+04	 1.9216e+05 
7.8834e-02	 1.5187e+04	 5.2193e+04	 1.7938e+05 
8.1510e-02	 1.4744e+04	 5.0672e+04	 1.7415e+05 
8.4267e-02	 1.4299e+04	 4.9145e+04	 1.6891e+05 
9.0040e-02	 1.3225e+04	 4.5453e+04	 1.5622e+05 
9.3064e-02	 1.2550e+04	 4.3132e+04	 1.4823e+05 
9.9408e-02	 1.0993e+04	 3.7780e+04	 1.2984e+05 
1.0274e-01	 1.0198e+04	 3.5047e+04	 1.2044e+05 
1.0973e-01	 8.8363e+03	 3.0367e+04	 1.0436e+05 
1.1340e-01	 8.3304e+03	 2.8627e+04	 9.8378e+04 
1.1719e-01	 7.9407e+03	 2.7288e+04	 9.3778e+04 
1.2516e-01	 7.3617e+03	 2.5301e+04	 8.6958e+04 
1.2934e-01	 7.0714e+03	 2.4302e+04	 8.3515e+04 
1.3814e-01	 6.3087e+03	 2.1680e+04	 7.4507e+04 
1.4276e-01	 5.8600e+03	 2.0139e+04	 6.9209e+04 
1.5247e-01	 5.0410e+03	 1.7325e+04	 5.9544e+04 
1.5757e-01	 4.7337e+03	 1.6268e+04	 5.5909e+04 
1.6284e-01	 4.4948e+03	 1.5448e+04	 5.3091e+04 
1.7392e-01	 4.0823e+03	 1.4030e+04	 4.8216e+04 
1.7974e-01	 3.8436e+03	 1.3210e+04	 4.5400e+04 
1.9201e-01	 3.3187e+03	 1.1405e+04	 3.9193e+04 
1.9846e-01	 3.0916e+03	 1.0625e+04	 3.6513e+04 
2.0515e-01	 2.9069e+03	 9.9908e+03	 3.4337e+04 
2.1927e-01	 2.5914e+03	 8.9053e+03	 3.0603e+04 
2.2673e-01	 2.4218e+03	 8.3231e+03	 2.8604e+04 
2.4256e-01	 2.0918e+03	 7.1883e+03	 2.4703e+04 
