k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
2.5097e-01	 1.9566e+03	 6.7246e+03	 2.3111e+04 
2.5975e-01	 1.8335e+03	 6.3014e+03	 2.1656e+04 
2.7855e-01	 1.5858e+03	 5.4501e+03	 1.8732e+04 
2.8866e-01	 1.4699e+03	 5.0518e+03	 1.7363e+04 
2.9932e-01	 1.3651e+03	 4.6915e+03	 1.6124e+04 
3.2260e-01	 1.1676e+03	 4.0129e+03	 1.3792e+04 
3.3542e-01	 1.0739e+03	 3.6908e+03	 1.2685e+04 
3.4921e-01	 9.8680e+02	 3.3915e+03	 1.1656e+04 
3.6416e-01	 9.0212e+02	 3.1005e+03	 1.0656e+04 
3.8055e-01	 8.2011e+02	 2.8186e+03	 9.6874e+03 
3.9873e-01	 7.4163e+02	 2.5489e+03	 8.7605e+03 
