k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 1.4413e+05	 2.5891e+05 
1.1162e-02	 8.2313e+04	 1.4787e+05	 2.6563e+05 
1.1162e-02	 8.2313e+04	 1.4787e+05	 2.6563e+05 
1.1162e-02	 8.2313e+04	 1.4787e+05	 2.6563e+05 
1.1162e-02	 8.2313e+04	 1.4787e+05	 2.6563e+05 
1.4052e-02	 7.9938e+04	 1.4360e+05	 2.5796e+05 
1.4052e-02	 7.9938e+04	 1.4360e+05	 2.5796e+05 
1.4052e-02	 7.9938e+04	 1.4360e+05	 2.5796e+05 
1.4052e-02	 7.9938e+04	 1.4360e+05	 2.5796e+05 
1.4052e-02	 7.9938e+04	 1.4360e+05	 2.5796e+05 
1.7690e-02	 7.2519e+04	 1.3028e+05	 2.3404e+05 
1.7690e-02	 7.2519e+04	 1.3028e+05	 2.3404e+05 
1.7690e-02	 7.2519e+04	 1.3028e+05	 2.3404e+05 
1.7690e-02	 7.2519e+04	 1.3028e+05	 2.3404e+05 
1.7690e-02	 7.2519e+04	 1.3028e+05	 2.3404e+05 
2.2259e-02	 6.1173e+04	 1.0990e+05	 1.9743e+05 
2.2259e-02	 6.1173e+04	 1.0990e+05	 1.9743e+05 
2.2259e-02	 6.1173e+04	 1.0990e+05	 1.9743e+05 
2.2259e-02	 6.1173e+04	 1.0990e+05	 1.9743e+05 
2.2259e-02	 6.1173e+04	 1.0990e+05	 1.9743e+05 
2.7650e-02	 4.9778e+04	 8.9425e+04	 1.6065e+05 
2.7650e-02	 4.9778e+04	 8.9425e+04	 1.6065e+05 
2.7650e-02	 4.9778e+04	 8.9425e+04	 1.6065e+05 
2.7650e-02	 4.9778e+04	 8.9425e+04	 1.6065e+05 
3.2209e-02	 4.3212e+04	 7.7626e+04	 1.3945e+05 
3.2209e-02	 4.3212e+04	 7.7626e+04	 1.3945e+05 
3.2209e-02	 4.3212e+04	 7.7626e+04	 1.3945e+05 
3.5513e-02	 3.9975e+04	 7.1813e+04	 1.2901e+05 
3.8235e-02	 3.7949e+04	 6.8172e+04	 1.2246e+05 
3.8235e-02	 3.7949e+04	 6.8172e+04	 1.2246e+05 
4.0665e-02	 3.6416e+04	 6.5422e+04	 1.1753e+05 
4.2930e-02	 3.5076e+04	 6.3013e+04	 1.1320e+05 
4.5099e-02	 3.3776e+04	 6.0678e+04	 1.0901e+05 
4.7213e-02	 3.2437e+04	 5.8269e+04	 1.0467e+05 
4.9298e-02	 3.1020e+04	 5.5727e+04	 1.0011e+05 
5.1373e-02	 2.9518e+04	 5.3031e+04	 9.5274e+04 
5.3452e-02	 2.7941e+04	 5.0198e+04	 9.0185e+04 
5.5546e-02	 2.6317e+04	 4.7281e+04	 8.4946e+04 
5.9815e-02	 2.3092e+04	 4.1486e+04	 7.4530e+04 
6.2003e-02	 2.1581e+04	 3.8771e+04	 6.9654e+04 
6.4235e-02	 2.0191e+04	 3.6275e+04	 6.5169e+04 
6.8853e-02	 1.7889e+04	 3.2137e+04	 5.7736e+04 
7.1248e-02	 1.6998e+04	 3.0536e+04	 5.4858e+04 
7.3707e-02	 1.6270e+04	 2.9229e+04	 5.2512e+04 
7.8834e-02	 1.5187e+04	 2.7284e+04	 4.9017e+04 
8.1510e-02	 1.4744e+04	 2.6489e+04	 4.7589e+04 
8.4267e-02	 1.4299e+04	 2.5688e+04	 4.6147e+04 
9.0040e-02	 1.3225e+04	 2.3760e+04	 4.2687e+04 
9.3064e-02	 1.2550e+04	 2.2547e+04	 4.0507e+04 
9.9408e-02	 1.0993e+04	 1.9747e+04	 3.5475e+04 
1.0274e-01	 1.0198e+04	 1.8321e+04	 3.2913e+04 
1.0973e-01	 8.8363e+03	 1.5875e+04	 2.8519e+04 
