k_long[1/Mpc]   bias Lagrangian 
8.866209e-03   1.620350e-01 
1.116190e-02   1.620464e-01 
1.116190e-02   1.620464e-01 
1.116190e-02   1.620464e-01 
1.116190e-02   1.620464e-01 
1.405199e-02   1.620387e-01 
1.405199e-02   1.620387e-01 
1.405199e-02   1.620387e-01 
1.405199e-02   1.620387e-01 
1.405199e-02   1.620387e-01 
1.769033e-02   1.620550e-01 
1.769033e-02   1.620550e-01 
1.769033e-02   1.620550e-01 
1.769033e-02   1.620550e-01 
1.769033e-02   1.620550e-01 
2.225937e-02   1.620647e-01 
2.225937e-02   1.620647e-01 
2.225937e-02   1.620647e-01 
2.225937e-02   1.620647e-01 
2.225937e-02   1.620647e-01 
2.765040e-02   1.620572e-01 
2.765040e-02   1.620572e-01 
2.765040e-02   1.620572e-01 
2.765040e-02   1.620572e-01 
3.220914e-02   1.620416e-01 
3.220914e-02   1.620416e-01 
3.220914e-02   1.620416e-01 
3.551287e-02   1.620512e-01 
3.823508e-02   1.620434e-01 
3.823508e-02   1.620434e-01 
4.066459e-02   1.620664e-01 
4.292995e-02   1.620593e-01 
4.509913e-02   1.620615e-01 
4.721285e-02   1.620384e-01 
4.929782e-02   1.620560e-01 
5.137288e-02   1.620805e-01 
5.345206e-02   1.620788e-01 
5.554635e-02   1.620860e-01 
5.981466e-02   1.620715e-01 
6.200282e-02   1.620765e-01 
6.423503e-02   1.620741e-01 
6.885279e-02   1.620680e-01 
7.124807e-02   1.620599e-01 
7.370706e-02   1.620739e-01 
7.883367e-02   1.620767e-01 
8.150980e-02   1.620768e-01 
8.426675e-02   1.620527e-01 
9.003960e-02   1.620836e-01 
9.306376e-02   1.620716e-01 
9.940811e-02   1.620496e-01 
1.027366e-01   1.620587e-01 
1.097267e-01   1.620689e-01 
1.133969e-01   1.620587e-01 
1.171893e-01   1.620603e-01 
1.251584e-01   1.620519e-01 
1.293438e-01   1.620647e-01 
1.381392e-01   1.620642e-01 
1.427588e-01   1.620654e-01 
1.524668e-01   1.620475e-01 
1.575662e-01   1.620711e-01 
1.628370e-01   1.620455e-01 
1.739192e-01   1.620728e-01 
1.797449e-01   1.620473e-01 
1.920073e-01   1.620586e-01 
1.984630e-01   1.620636e-01 
2.051499e-01   1.620524e-01 
2.192691e-01   1.620594e-01 
2.267321e-01   1.620710e-01 
2.425583e-01   1.620565e-01 
2.509677e-01   1.620479e-01 
2.597452e-01   1.620750e-01 
2.785467e-01   1.620509e-01 
2.886594e-01   1.620513e-01 
2.993216e-01   1.620482e-01 
3.225997e-01   1.620492e-01 
3.354189e-01   1.620529e-01 
3.492091e-01   1.620507e-01 
3.641642e-01   1.620520e-01 
3.805469e-01   1.620520e-01 
3.987252e-01   1.620529e-01 
