k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 7.7784e+04	 7.5409e+04 
1.1162e-02	 8.2313e+04	 7.9799e+04	 7.7362e+04 
1.1162e-02	 8.2313e+04	 7.9799e+04	 7.7362e+04 
1.1162e-02	 8.2313e+04	 7.9799e+04	 7.7362e+04 
1.1162e-02	 8.2313e+04	 7.9799e+04	 7.7362e+04 
1.4052e-02	 7.9938e+04	 7.7497e+04	 7.5131e+04 
1.4052e-02	 7.9938e+04	 7.7497e+04	 7.5131e+04 
1.4052e-02	 7.9938e+04	 7.7497e+04	 7.5131e+04 
1.4052e-02	 7.9938e+04	 7.7497e+04	 7.5131e+04 
1.4052e-02	 7.9938e+04	 7.7497e+04	 7.5131e+04 
1.7690e-02	 7.2519e+04	 7.0305e+04	 6.8158e+04 
1.7690e-02	 7.2519e+04	 7.0305e+04	 6.8158e+04 
1.7690e-02	 7.2519e+04	 7.0305e+04	 6.8158e+04 
1.7690e-02	 7.2519e+04	 7.0305e+04	 6.8158e+04 
1.7690e-02	 7.2519e+04	 7.0305e+04	 6.8158e+04 
2.2259e-02	 6.1173e+04	 5.9305e+04	 5.7494e+04 
2.2259e-02	 6.1173e+04	 5.9305e+04	 5.7494e+04 
2.2259e-02	 6.1173e+04	 5.9305e+04	 5.7494e+04 
2.2259e-02	 6.1173e+04	 5.9305e+04	 5.7494e+04 
2.2259e-02	 6.1173e+04	 5.9305e+04	 5.7494e+04 
2.7650e-02	 4.9778e+04	 4.8258e+04	 4.6785e+04 
2.7650e-02	 4.9778e+04	 4.8258e+04	 4.6785e+04 
2.7650e-02	 4.9778e+04	 4.8258e+04	 4.6785e+04 
2.7650e-02	 4.9778e+04	 4.8258e+04	 4.6785e+04 
3.2209e-02	 4.3212e+04	 4.1892e+04	 4.0613e+04 
3.2209e-02	 4.3212e+04	 4.1892e+04	 4.0613e+04 
3.2209e-02	 4.3212e+04	 4.1892e+04	 4.0613e+04 
3.5513e-02	 3.9975e+04	 3.8754e+04	 3.7571e+04 
3.8235e-02	 3.7949e+04	 3.6790e+04	 3.5667e+04 
3.8235e-02	 3.7949e+04	 3.6790e+04	 3.5667e+04 
4.0665e-02	 3.6416e+04	 3.5304e+04	 3.4226e+04 
4.2930e-02	 3.5076e+04	 3.4005e+04	 3.2967e+04 
4.5099e-02	 3.3776e+04	 3.2744e+04	 3.1745e+04 
4.7213e-02	 3.2437e+04	 3.1446e+04	 3.0486e+04 
4.9298e-02	 3.1020e+04	 3.0073e+04	 2.9155e+04 
5.1373e-02	 2.9518e+04	 2.8616e+04	 2.7742e+04 
5.3452e-02	 2.7941e+04	 2.7088e+04	 2.6261e+04 
5.5546e-02	 2.6317e+04	 2.5513e+04	 2.4734e+04 
5.9815e-02	 2.3092e+04	 2.2387e+04	 2.1703e+04 
6.2003e-02	 2.1581e+04	 2.0922e+04	 2.0283e+04 
6.4235e-02	 2.0191e+04	 1.9575e+04	 1.8977e+04 
6.8853e-02	 1.7889e+04	 1.7342e+04	 1.6813e+04 
7.1248e-02	 1.6998e+04	 1.6479e+04	 1.5975e+04 
7.3707e-02	 1.6270e+04	 1.5773e+04	 1.5291e+04 
7.8834e-02	 1.5187e+04	 1.4723e+04	 1.4273e+04 
8.1510e-02	 1.4744e+04	 1.4294e+04	 1.3857e+04 
8.4267e-02	 1.4299e+04	 1.3862e+04	 1.3439e+04 
9.0040e-02	 1.3225e+04	 1.2821e+04	 1.2430e+04 
9.3064e-02	 1.2550e+04	 1.2167e+04	 1.1796e+04 
9.9408e-02	 1.0993e+04	 1.0657e+04	 1.0331e+04 
1.0274e-01	 1.0198e+04	 9.8868e+03	 9.5849e+03 
1.0973e-01	 8.8363e+03	 8.5665e+03	 8.3049e+03 
1.1340e-01	 8.3304e+03	 8.0760e+03	 7.8293e+03 
1.1719e-01	 7.9407e+03	 7.6981e+03	 7.4630e+03 
1.2516e-01	 7.3617e+03	 7.1368e+03	 6.9189e+03 
1.2934e-01	 7.0714e+03	 6.8555e+03	 6.6462e+03 
1.3814e-01	 6.3087e+03	 6.1160e+03	 5.9292e+03 
1.4276e-01	 5.8600e+03	 5.6811e+03	 5.5076e+03 
1.5247e-01	 5.0410e+03	 4.8871e+03	 4.7378e+03 
1.5757e-01	 4.7337e+03	 4.5891e+03	 4.4490e+03 
1.6284e-01	 4.4948e+03	 4.3575e+03	 4.2244e+03 
1.7392e-01	 4.0823e+03	 3.9576e+03	 3.8367e+03 
1.7974e-01	 3.8436e+03	 3.7263e+03	 3.6125e+03 
1.9201e-01	 3.3187e+03	 3.2174e+03	 3.1191e+03 
1.9846e-01	 3.0916e+03	 2.9972e+03	 2.9057e+03 
2.0515e-01	 2.9069e+03	 2.8181e+03	 2.7321e+03 
2.1927e-01	 2.5914e+03	 2.5122e+03	 2.4355e+03 
2.2673e-01	 2.4218e+03	 2.3479e+03	 2.2762e+03 
2.4256e-01	 2.0918e+03	 2.0279e+03	 1.9659e+03 
2.5097e-01	 1.9566e+03	 1.8969e+03	 1.8389e+03 
2.5975e-01	 1.8335e+03	 1.7775e+03	 1.7233e+03 
2.7855e-01	 1.5858e+03	 1.5373e+03	 1.4904e+03 
2.8866e-01	 1.4699e+03	 1.4250e+03	 1.3815e+03 
2.9932e-01	 1.3651e+03	 1.3234e+03	 1.2830e+03 
3.2260e-01	 1.1676e+03	 1.1319e+03	 1.0974e+03 
3.3542e-01	 1.0739e+03	 1.0411e+03	 1.0093e+03 
3.4921e-01	 9.8680e+02	 9.5666e+02	 9.2745e+02 
3.6416e-01	 9.0212e+02	 8.7457e+02	 8.4786e+02 
3.8055e-01	 8.2011e+02	 7.9506e+02	 7.7078e+02 
3.9873e-01	 7.4163e+02	 7.1898e+02	 6.9703e+02 
