k_long[1/Mpc]   bias Lagrangian 
8.866209e-03   2.436195e+00 
1.116190e-02   2.436357e+00 
1.116190e-02   2.436357e+00 
1.116190e-02   2.436357e+00 
1.116190e-02   2.436357e+00 
1.405199e-02   2.436717e+00 
1.405199e-02   2.436717e+00 
1.405199e-02   2.436717e+00 
1.405199e-02   2.436717e+00 
1.405199e-02   2.436717e+00 
1.769033e-02   2.436466e+00 
1.769033e-02   2.436466e+00 
1.769033e-02   2.436466e+00 
1.769033e-02   2.436466e+00 
1.769033e-02   2.436466e+00 
2.225937e-02   2.436611e+00 
2.225937e-02   2.436611e+00 
2.225937e-02   2.436611e+00 
2.225937e-02   2.436611e+00 
2.225937e-02   2.436611e+00 
2.765040e-02   2.436499e+00 
2.765040e-02   2.436499e+00 
2.765040e-02   2.436499e+00 
2.765040e-02   2.436499e+00 
3.220914e-02   2.436755e+00 
3.220914e-02   2.436755e+00 
3.220914e-02   2.436755e+00 
3.551287e-02   2.436408e+00 
3.823508e-02   2.436780e+00 
3.823508e-02   2.436780e+00 
4.066459e-02   2.436637e+00 
4.292995e-02   2.436530e+00 
4.509913e-02   2.436563e+00 
4.721285e-02   2.436706e+00 
4.929782e-02   2.436480e+00 
5.137288e-02   2.436850e+00 
5.345206e-02   2.436823e+00 
5.554635e-02   2.436932e+00 
5.981466e-02   2.436704e+00 
6.200282e-02   2.436790e+00 
6.423503e-02   2.436742e+00 
6.885279e-02   2.436661e+00 
7.124807e-02   2.436540e+00 
7.370706e-02   2.436739e+00 
7.883367e-02   2.436782e+00 
8.150980e-02   2.436794e+00 
8.426675e-02   2.436921e+00 
9.003960e-02   2.436886e+00 
9.306376e-02   2.436716e+00 
9.940811e-02   2.436876e+00 
1.027366e-01   2.436522e+00 
1.097267e-01   2.436664e+00 
1.133969e-01   2.436511e+00 
1.171893e-01   2.436545e+00 
1.251584e-01   2.436909e+00 
1.293438e-01   2.436601e+00 
1.381392e-01   2.436604e+00 
1.427588e-01   2.436611e+00 
1.524668e-01   2.436844e+00 
1.575662e-01   2.436707e+00 
1.628370e-01   2.436813e+00 
1.739192e-01   2.436733e+00 
1.797449e-01   2.436841e+00 
1.920073e-01   2.436520e+00 
1.984630e-01   2.436596e+00 
2.051499e-01   2.436917e+00 
2.192691e-01   2.436521e+00 
2.267321e-01   2.436695e+00 
2.425583e-01   2.436489e+00 
2.509677e-01   2.436849e+00 
2.597452e-01   2.436756e+00 
2.785467e-01   2.436894e+00 
2.886594e-01   2.436901e+00 
2.993216e-01   2.436855e+00 
3.225997e-01   2.436869e+00 
3.354189e-01   2.436926e+00 
3.492091e-01   2.436891e+00 
3.641642e-01   2.436912e+00 
3.805469e-01   2.436912e+00 
3.987252e-01   2.436925e+00 
