k_long[1/Mpc]   bias Lagrangian 
8.866209e-03   5.175703e-01 
1.116190e-02   5.176051e-01 
1.116190e-02   5.176051e-01 
1.116190e-02   5.176051e-01 
1.116190e-02   5.176051e-01 
1.405199e-02   5.175807e-01 
1.405199e-02   5.175807e-01 
1.405199e-02   5.175807e-01 
1.405199e-02   5.175807e-01 
1.405199e-02   5.175807e-01 
1.769033e-02   5.176331e-01 
1.769033e-02   5.176331e-01 
1.769033e-02   5.176331e-01 
1.769033e-02   5.176331e-01 
1.769033e-02   5.176331e-01 
2.225937e-02   5.175580e-01 
2.225937e-02   5.175580e-01 
2.225937e-02   5.175580e-01 
2.225937e-02   5.175580e-01 
2.225937e-02   5.175580e-01 
2.765040e-02   5.176403e-01 
2.765040e-02   5.176403e-01 
2.765040e-02   5.176403e-01 
2.765040e-02   5.176403e-01 
3.220914e-02   5.175906e-01 
3.220914e-02   5.175906e-01 
3.220914e-02   5.175906e-01 
3.551287e-02   5.176211e-01 
3.823508e-02   5.175961e-01 
3.823508e-02   5.175961e-01 
4.066459e-02   5.175656e-01 
4.292995e-02   5.175429e-01 
4.509913e-02   5.175499e-01 
4.721285e-02   5.175802e-01 
4.929782e-02   5.176363e-01 
5.137288e-02   5.177148e-01 
5.345206e-02   5.176052e-01 
5.554635e-02   5.176260e-01 
5.981466e-02   5.176838e-01 
6.200282e-02   5.175957e-01 
6.423503e-02   5.175879e-01 
6.885279e-02   5.176749e-01 
7.124807e-02   5.176491e-01 
7.370706e-02   5.175872e-01 
7.883367e-02   5.175963e-01 
8.150980e-02   5.175966e-01 
8.426675e-02   5.176259e-01 
9.003960e-02   5.176184e-01 
9.306376e-02   5.175800e-01 
9.940811e-02   5.176139e-01 
1.027366e-01   5.176453e-01 
1.097267e-01   5.175712e-01 
1.133969e-01   5.176429e-01 
1.171893e-01   5.176503e-01 
1.251584e-01   5.176234e-01 
1.293438e-01   5.175578e-01 
1.381392e-01   5.176628e-01 
1.427588e-01   5.175601e-01 
1.524668e-01   5.176071e-01 
1.575662e-01   5.175782e-01 
1.628370e-01   5.176029e-01 
1.739192e-01   5.175837e-01 
1.797449e-01   5.176067e-01 
1.920073e-01   5.176448e-01 
1.984630e-01   5.176610e-01 
2.051499e-01   5.176250e-01 
2.192691e-01   5.176452e-01 
2.267321e-01   5.175778e-01 
2.425583e-01   5.176382e-01 
2.509677e-01   5.176106e-01 
2.597452e-01   5.175908e-01 
2.785467e-01   5.176202e-01 
2.886594e-01   5.176216e-01 
2.993216e-01   5.176118e-01 
3.225997e-01   5.176147e-01 
3.354189e-01   5.176268e-01 
3.492091e-01   5.176195e-01 
3.641642e-01   5.176239e-01 
3.805469e-01   5.176239e-01 
3.987252e-01   5.176266e-01 
