k_long[1/Mpc]   bias Lagrangian 
8.866209e-03   3.127844e-01 
1.116190e-02   3.128066e-01 
1.116190e-02   3.128066e-01 
1.116190e-02   3.128066e-01 
1.116190e-02   3.128066e-01 
1.405199e-02   3.127904e-01 
1.405199e-02   3.127904e-01 
1.405199e-02   3.127904e-01 
1.405199e-02   3.127904e-01 
1.405199e-02   3.127904e-01 
1.769033e-02   3.128220e-01 
1.769033e-02   3.128220e-01 
1.769033e-02   3.128220e-01 
1.769033e-02   3.128220e-01 
1.769033e-02   3.128220e-01 
2.225937e-02   3.127779e-01 
2.225937e-02   3.127779e-01 
2.225937e-02   3.127779e-01 
2.225937e-02   3.127779e-01 
2.225937e-02   3.127779e-01 
2.765040e-02   3.128276e-01 
2.765040e-02   3.128276e-01 
2.765040e-02   3.128276e-01 
2.765040e-02   3.128276e-01 
3.220914e-02   3.127962e-01 
3.220914e-02   3.127962e-01 
3.220914e-02   3.127962e-01 
3.551287e-02   3.128147e-01 
3.823508e-02   3.127995e-01 
3.823508e-02   3.127995e-01 
4.066459e-02   3.127811e-01 
4.292995e-02   3.127674e-01 
4.509913e-02   3.127716e-01 
4.721285e-02   3.127899e-01 
4.929782e-02   3.128239e-01 
5.137288e-02   3.128713e-01 
5.345206e-02   3.128050e-01 
5.554635e-02   3.128190e-01 
5.981466e-02   3.128539e-01 
6.200282e-02   3.128007e-01 
6.423503e-02   3.127945e-01 
6.885279e-02   3.128471e-01 
7.124807e-02   3.128316e-01 
7.370706e-02   3.127941e-01 
7.883367e-02   3.127996e-01 
8.150980e-02   3.128012e-01 
8.426675e-02   3.128175e-01 
9.003960e-02   3.128130e-01 
9.306376e-02   3.127912e-01 
9.940811e-02   3.128117e-01 
1.027366e-01   3.128292e-01 
1.097267e-01   3.127845e-01 
1.133969e-01   3.128292e-01 
1.171893e-01   3.128323e-01 
1.251584e-01   3.128160e-01 
1.293438e-01   3.128407e-01 
1.381392e-01   3.128398e-01 
1.427588e-01   3.127777e-01 
1.524668e-01   3.128075e-01 
1.575662e-01   3.127901e-01 
1.628370e-01   3.128036e-01 
1.739192e-01   3.127934e-01 
1.797449e-01   3.128073e-01 
1.920073e-01   3.128290e-01 
1.984630e-01   3.128387e-01 
2.051499e-01   3.128170e-01 
2.192691e-01   3.128305e-01 
2.267321e-01   3.127885e-01 
2.425583e-01   3.128250e-01 
2.509677e-01   3.128083e-01 
2.597452e-01   3.127963e-01 
2.785467e-01   3.128141e-01 
2.886594e-01   3.128149e-01 
2.993216e-01   3.128090e-01 
3.225997e-01   3.128108e-01 
3.354189e-01   3.128181e-01 
3.492091e-01   3.128137e-01 
3.641642e-01   3.128163e-01 
3.805469e-01   3.128163e-01 
3.987252e-01   3.128179e-01 
