k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
3.8235e-02	 3.7949e+04	 1.0263e+05	 2.7756e+05 
3.8235e-02	 3.7949e+04	 1.0263e+05	 2.7756e+05 
4.0665e-02	 3.6416e+04	 9.8482e+04	 2.6633e+05 
4.2930e-02	 3.5076e+04	 9.4867e+04	 2.5658e+05 
4.5099e-02	 3.3776e+04	 9.1339e+04	 2.4701e+05 
4.7213e-02	 3.2437e+04	 8.7722e+04	 2.3723e+05 
4.9298e-02	 3.1020e+04	 8.3897e+04	 2.2691e+05 
5.1373e-02	 2.9518e+04	 7.9840e+04	 2.1595e+05 
5.3452e-02	 2.7941e+04	 7.5566e+04	 2.0437e+05 
5.5546e-02	 2.6317e+04	 7.1175e+04	 1.9250e+05 
5.9815e-02	 2.3092e+04	 6.2458e+04	 1.6893e+05 
6.2003e-02	 2.1581e+04	 5.8363e+04	 1.5784e+05 
6.4235e-02	 2.0191e+04	 5.4613e+04	 1.4771e+05 
6.8853e-02	 1.7889e+04	 4.8384e+04	 1.3086e+05 
7.1248e-02	 1.6998e+04	 4.5972e+04	 1.2434e+05 
7.3707e-02	 1.6270e+04	 4.4000e+04	 1.1899e+05 
7.8834e-02	 1.5187e+04	 4.1071e+04	 1.1107e+05 
8.1510e-02	 1.4744e+04	 3.9874e+04	 1.0784e+05 
8.4267e-02	 1.4299e+04	 3.8673e+04	 1.0459e+05 
9.0040e-02	 1.3225e+04	 3.5767e+04	 9.6733e+04 
9.3064e-02	 1.2550e+04	 3.3946e+04	 9.1815e+04 
9.9408e-02	 1.0993e+04	 2.9729e+04	 8.0403e+04 
1.0274e-01	 1.0198e+04	 2.7582e+04	 7.4599e+04 
1.0973e-01	 8.8363e+03	 2.3900e+04	 6.4641e+04 
1.1340e-01	 8.3304e+03	 2.2530e+04	 6.0935e+04 
1.1719e-01	 7.9407e+03	 2.1476e+04	 5.8086e+04 
1.2516e-01	 7.3617e+03	 1.9910e+04	 5.3847e+04 
1.2934e-01	 7.0714e+03	 1.9126e+04	 5.1729e+04 
1.3814e-01	 6.3087e+03	 1.7063e+04	 4.6149e+04 
1.4276e-01	 5.8600e+03	 1.5849e+04	 4.2868e+04 
1.5247e-01	 5.0410e+03	 1.3633e+04	 3.6871e+04 
1.5757e-01	 4.7337e+03	 1.2802e+04	 3.4621e+04 
1.6284e-01	 4.4948e+03	 1.2156e+04	 3.2875e+04 
1.7392e-01	 4.0823e+03	 1.1040e+04	 2.9857e+04 
1.7974e-01	 3.8436e+03	 1.0395e+04	 2.8113e+04 
1.9201e-01	 3.3187e+03	 8.9758e+03	 2.4276e+04 
1.9846e-01	 3.0916e+03	 8.3618e+03	 2.2616e+04 
2.0515e-01	 2.9069e+03	 7.8618e+03	 2.1263e+04 
2.1927e-01	 2.5914e+03	 7.0086e+03	 1.8956e+04 
2.2673e-01	 2.4218e+03	 6.5496e+03	 1.7713e+04 
2.4256e-01	 2.0918e+03	 5.6573e+03	 1.5301e+04 
2.5097e-01	 1.9566e+03	 5.2917e+03	 1.4311e+04 
2.5975e-01	 1.8335e+03	 4.9587e+03	 1.3410e+04 
2.7855e-01	 1.5858e+03	 4.2888e+03	 1.1599e+04 
2.8866e-01	 1.4699e+03	 3.9753e+03	 1.0751e+04 
2.9932e-01	 1.3651e+03	 3.6918e+03	 9.9845e+03 
3.2260e-01	 1.1676e+03	 3.1578e+03	 8.5402e+03 
3.3542e-01	 1.0739e+03	 2.9043e+03	 7.8548e+03 
3.4921e-01	 9.8680e+02	 2.6688e+03	 7.2179e+03 
3.6416e-01	 9.0212e+02	 2.4398e+03	 6.5985e+03 
3.8055e-01	 8.2011e+02	 2.2180e+03	 5.9987e+03 
3.9873e-01	 7.4163e+02	 2.0058e+03	 5.4247e+03 
