k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 1.0533e+05	 1.3828e+05 
1.1162e-02	 8.2313e+04	 1.0806e+05	 1.4186e+05 
1.1162e-02	 8.2313e+04	 1.0806e+05	 1.4186e+05 
1.1162e-02	 8.2313e+04	 1.0806e+05	 1.4186e+05 
1.1162e-02	 8.2313e+04	 1.0806e+05	 1.4186e+05 
1.4052e-02	 7.9938e+04	 1.0494e+05	 1.3777e+05 
1.4052e-02	 7.9938e+04	 1.0494e+05	 1.3777e+05 
1.4052e-02	 7.9938e+04	 1.0494e+05	 1.3777e+05 
1.4052e-02	 7.9938e+04	 1.0494e+05	 1.3777e+05 
1.4052e-02	 7.9938e+04	 1.0494e+05	 1.3777e+05 
1.7690e-02	 7.2519e+04	 9.5205e+04	 1.2499e+05 
1.7690e-02	 7.2519e+04	 9.5205e+04	 1.2499e+05 
1.7690e-02	 7.2519e+04	 9.5205e+04	 1.2499e+05 
1.7690e-02	 7.2519e+04	 9.5205e+04	 1.2499e+05 
1.7690e-02	 7.2519e+04	 9.5205e+04	 1.2499e+05 
2.2259e-02	 6.1173e+04	 8.0307e+04	 1.0542e+05 
2.2259e-02	 6.1173e+04	 8.0307e+04	 1.0542e+05 
2.2259e-02	 6.1173e+04	 8.0307e+04	 1.0542e+05 
2.2259e-02	 6.1173e+04	 8.0307e+04	 1.0542e+05 
2.2259e-02	 6.1173e+04	 8.0307e+04	 1.0542e+05 
2.7650e-02	 4.9778e+04	 6.5350e+04	 8.5793e+04 
2.7650e-02	 4.9778e+04	 6.5350e+04	 8.5793e+04 
2.7650e-02	 4.9778e+04	 6.5350e+04	 8.5793e+04 
2.7650e-02	 4.9778e+04	 6.5350e+04	 8.5793e+04 
3.2209e-02	 4.3212e+04	 5.6729e+04	 7.4473e+04 
3.2209e-02	 4.3212e+04	 5.6729e+04	 7.4473e+04 
3.2209e-02	 4.3212e+04	 5.6729e+04	 7.4473e+04 
3.5513e-02	 3.9975e+04	 5.2480e+04	 6.8896e+04 
3.8235e-02	 3.7949e+04	 4.9820e+04	 6.5403e+04 
3.8235e-02	 3.7949e+04	 4.9820e+04	 6.5403e+04 
4.0665e-02	 3.6416e+04	 4.7806e+04	 6.2759e+04 
4.2930e-02	 3.5076e+04	 4.6046e+04	 6.0448e+04 
4.5099e-02	 3.3776e+04	 4.4340e+04	 5.8208e+04 
4.7213e-02	 3.2437e+04	 4.2583e+04	 5.5902e+04 
4.9298e-02	 3.1020e+04	 4.0724e+04	 5.3464e+04 
5.1373e-02	 2.9518e+04	 3.8753e+04	 5.0877e+04 
5.3452e-02	 2.7941e+04	 3.6681e+04	 4.8155e+04 
5.5546e-02	 2.6317e+04	 3.4549e+04	 4.5357e+04 
5.9815e-02	 2.3092e+04	 3.0316e+04	 3.9801e+04 
6.2003e-02	 2.1581e+04	 2.8331e+04	 3.7193e+04 
6.4235e-02	 2.0191e+04	 2.6507e+04	 3.4798e+04 
6.8853e-02	 1.7889e+04	 2.3485e+04	 3.0832e+04 
7.1248e-02	 1.6998e+04	 2.2315e+04	 2.9296e+04 
7.3707e-02	 1.6270e+04	 2.1359e+04	 2.8040e+04 
7.8834e-02	 1.5187e+04	 1.9937e+04	 2.6173e+04 
8.1510e-02	 1.4744e+04	 1.9356e+04	 2.5411e+04 
8.4267e-02	 1.4299e+04	 1.8772e+04	 2.4644e+04 
9.0040e-02	 1.3225e+04	 1.7362e+04	 2.2793e+04 
9.3064e-02	 1.2550e+04	 1.6476e+04	 2.1630e+04 
9.9408e-02	 1.0993e+04	 1.4431e+04	 1.8945e+04 
1.0274e-01	 1.0198e+04	 1.3389e+04	 1.7577e+04 
1.0973e-01	 8.8363e+03	 1.1600e+04	 1.5229e+04 
1.1340e-01	 8.3304e+03	 1.0936e+04	 1.4358e+04 
1.1719e-01	 7.9407e+03	 1.0425e+04	 1.3686e+04 
1.2516e-01	 7.3617e+03	 9.6645e+03	 1.2688e+04 
1.2934e-01	 7.0714e+03	 9.2837e+03	 1.2188e+04 
1.3814e-01	 6.3087e+03	 8.2823e+03	 1.0873e+04 
1.4276e-01	 5.8600e+03	 7.6929e+03	 1.0099e+04 
1.5247e-01	 5.0410e+03	 6.6179e+03	 8.6880e+03 
1.5757e-01	 4.7337e+03	 6.2143e+03	 8.1581e+03 
1.6284e-01	 4.4948e+03	 5.9008e+03	 7.7465e+03 
1.7392e-01	 4.0823e+03	 5.3592e+03	 7.0355e+03 
1.7974e-01	 3.8436e+03	 5.0459e+03	 6.6244e+03 
1.9201e-01	 3.3187e+03	 4.3569e+03	 5.7199e+03 
1.9846e-01	 3.0916e+03	 4.0588e+03	 5.3285e+03 
2.0515e-01	 2.9069e+03	 3.8162e+03	 5.0100e+03 
2.1927e-01	 2.5914e+03	 3.4020e+03	 4.4663e+03 
2.2673e-01	 2.4218e+03	 3.1794e+03	 4.1738e+03 
2.4256e-01	 2.0918e+03	 2.7461e+03	 3.6052e+03 
2.5097e-01	 1.9566e+03	 2.5687e+03	 3.3722e+03 
2.5975e-01	 1.8335e+03	 2.4071e+03	 3.1600e+03 
2.7855e-01	 1.5858e+03	 2.0818e+03	 2.7331e+03 
2.8866e-01	 1.4699e+03	 1.9297e+03	 2.5333e+03 
2.9932e-01	 1.3651e+03	 1.7921e+03	 2.3526e+03 
3.2260e-01	 1.1676e+03	 1.5328e+03	 2.0123e+03 
3.3542e-01	 1.0739e+03	 1.4098e+03	 1.8508e+03 
3.4921e-01	 9.8680e+02	 1.2955e+03	 1.7007e+03 
3.6416e-01	 9.0212e+02	 1.1843e+03	 1.5548e+03 
3.8055e-01	 8.2011e+02	 1.0766e+03	 1.4134e+03 
3.9873e-01	 7.4163e+02	 9.7363e+02	 1.2782e+03 
