k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
6.2003e-02	 2.1581e+04	 3.2751e+04	 4.9702e+04 
6.4235e-02	 2.0191e+04	 3.0642e+04	 4.6502e+04 
6.8853e-02	 1.7889e+04	 2.7149e+04	 4.1204e+04 
7.1248e-02	 1.6998e+04	 2.5797e+04	 3.9150e+04 
7.3707e-02	 1.6270e+04	 2.4691e+04	 3.7470e+04 
7.8834e-02	 1.5187e+04	 2.3047e+04	 3.4976e+04 
8.1510e-02	 1.4744e+04	 2.2375e+04	 3.3957e+04 
8.4267e-02	 1.4299e+04	 2.1701e+04	 3.2934e+04 
9.0040e-02	 1.3225e+04	 2.0071e+04	 3.0459e+04 
9.3064e-02	 1.2550e+04	 1.9046e+04	 2.8904e+04 
9.9408e-02	 1.0993e+04	 1.6682e+04	 2.5317e+04 
1.0274e-01	 1.0198e+04	 1.5477e+04	 2.3489e+04 
1.0973e-01	 8.8363e+03	 1.3410e+04	 2.0350e+04 
1.1340e-01	 8.3304e+03	 1.2643e+04	 1.9187e+04 
1.1719e-01	 7.9407e+03	 1.2051e+04	 1.8289e+04 
1.2516e-01	 7.3617e+03	 1.1172e+04	 1.6955e+04 
1.2934e-01	 7.0714e+03	 1.0731e+04	 1.6285e+04 
1.3814e-01	 6.3087e+03	 9.5744e+03	 1.4531e+04 
1.4276e-01	 5.8600e+03	 8.8930e+03	 1.3496e+04 
1.5247e-01	 5.0410e+03	 7.6503e+03	 1.1610e+04 
1.5757e-01	 4.7337e+03	 7.1837e+03	 1.0902e+04 
1.6284e-01	 4.4948e+03	 6.8213e+03	 1.0352e+04 
1.7392e-01	 4.0823e+03	 6.1952e+03	 9.4017e+03 
1.7974e-01	 3.8436e+03	 5.8331e+03	 8.8524e+03 
1.9201e-01	 3.3187e+03	 5.0366e+03	 7.6438e+03 
1.9846e-01	 3.0916e+03	 4.6920e+03	 7.1209e+03 
2.0515e-01	 2.9069e+03	 4.4116e+03	 6.6951e+03 
2.1927e-01	 2.5914e+03	 3.9328e+03	 5.9685e+03 
2.2673e-01	 2.4218e+03	 3.6753e+03	 5.5776e+03 
2.4256e-01	 2.0918e+03	 3.1745e+03	 4.8178e+03 
2.5097e-01	 1.9566e+03	 2.9694e+03	 4.5064e+03 
2.5975e-01	 1.8335e+03	 2.7826e+03	 4.2228e+03 
2.7855e-01	 1.5858e+03	 2.4066e+03	 3.6523e+03 
2.8866e-01	 1.4699e+03	 2.2307e+03	 3.3854e+03 
2.9932e-01	 1.3651e+03	 2.0716e+03	 3.1439e+03 
3.2260e-01	 1.1676e+03	 1.7720e+03	 2.6891e+03 
3.3542e-01	 1.0739e+03	 1.6297e+03	 2.4733e+03 
3.4921e-01	 9.8680e+02	 1.4976e+03	 2.2728e+03 
3.6416e-01	 9.0212e+02	 1.3691e+03	 2.0777e+03 
3.8055e-01	 8.2011e+02	 1.2446e+03	 1.8889e+03 
3.9873e-01	 7.4163e+02	 1.1255e+03	 1.7081e+03 
