k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 1.2176e+05	 1.8478e+05 
1.1162e-02	 8.2313e+04	 1.2492e+05	 1.8958e+05 
1.1162e-02	 8.2313e+04	 1.2492e+05	 1.8958e+05 
1.1162e-02	 8.2313e+04	 1.2492e+05	 1.8958e+05 
1.1162e-02	 8.2313e+04	 1.2492e+05	 1.8958e+05 
1.4052e-02	 7.9938e+04	 1.2131e+05	 1.8410e+05 
1.4052e-02	 7.9938e+04	 1.2131e+05	 1.8410e+05 
1.4052e-02	 7.9938e+04	 1.2131e+05	 1.8410e+05 
1.4052e-02	 7.9938e+04	 1.2131e+05	 1.8410e+05 
1.4052e-02	 7.9938e+04	 1.2131e+05	 1.8410e+05 
1.7690e-02	 7.2519e+04	 1.1006e+05	 1.6703e+05 
1.7690e-02	 7.2519e+04	 1.1006e+05	 1.6703e+05 
1.7690e-02	 7.2519e+04	 1.1006e+05	 1.6703e+05 
1.7690e-02	 7.2519e+04	 1.1006e+05	 1.6703e+05 
1.7690e-02	 7.2519e+04	 1.1006e+05	 1.6703e+05 
2.2259e-02	 6.1173e+04	 9.2834e+04	 1.4088e+05 
2.2259e-02	 6.1173e+04	 9.2834e+04	 1.4088e+05 
2.2259e-02	 6.1173e+04	 9.2834e+04	 1.4088e+05 
2.2259e-02	 6.1173e+04	 9.2834e+04	 1.4088e+05 
2.2259e-02	 6.1173e+04	 9.2834e+04	 1.4088e+05 
2.7650e-02	 4.9778e+04	 7.5545e+04	 1.1465e+05 
2.7650e-02	 4.9778e+04	 7.5545e+04	 1.1465e+05 
2.7650e-02	 4.9778e+04	 7.5545e+04	 1.1465e+05 
2.7650e-02	 4.9778e+04	 7.5545e+04	 1.1465e+05 
3.2209e-02	 4.3212e+04	 6.5578e+04	 9.9521e+04 
3.2209e-02	 4.3212e+04	 6.5578e+04	 9.9521e+04 
3.2209e-02	 4.3212e+04	 6.5578e+04	 9.9521e+04 
3.5513e-02	 3.9975e+04	 6.0667e+04	 9.2069e+04 
3.8235e-02	 3.7949e+04	 5.7592e+04	 8.7401e+04 
3.8235e-02	 3.7949e+04	 5.7592e+04	 8.7401e+04 
4.0665e-02	 3.6416e+04	 5.5264e+04	 8.3867e+04 
4.2930e-02	 3.5076e+04	 5.3229e+04	 8.0778e+04 
4.5099e-02	 3.3776e+04	 5.1256e+04	 7.7784e+04 
4.7213e-02	 3.2437e+04	 4.9225e+04	 7.4703e+04 
4.9298e-02	 3.1020e+04	 4.7078e+04	 7.1447e+04 
5.1373e-02	 2.9518e+04	 4.4799e+04	 6.7992e+04 
5.3452e-02	 2.7941e+04	 4.2404e+04	 6.4352e+04 
5.5546e-02	 2.6317e+04	 3.9939e+04	 6.0613e+04 
5.9815e-02	 2.3092e+04	 3.5046e+04	 5.3189e+04 
