k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 3.5823e+05	 1.5995e+06 
1.1162e-02	 8.2313e+04	 3.6753e+05	 1.6411e+06 
1.1162e-02	 8.2313e+04	 3.6753e+05	 1.6411e+06 
1.1162e-02	 8.2313e+04	 3.6753e+05	 1.6411e+06 
1.1162e-02	 8.2313e+04	 3.6753e+05	 1.6411e+06 
1.4052e-02	 7.9938e+04	 3.5691e+05	 1.5936e+06 
1.4052e-02	 7.9938e+04	 3.5691e+05	 1.5936e+06 
1.4052e-02	 7.9938e+04	 3.5691e+05	 1.5936e+06 
1.4052e-02	 7.9938e+04	 3.5691e+05	 1.5936e+06 
1.4052e-02	 7.9938e+04	 3.5691e+05	 1.5936e+06 
1.7690e-02	 7.2519e+04	 3.2381e+05	 1.4459e+06 
1.7690e-02	 7.2519e+04	 3.2381e+05	 1.4459e+06 
1.7690e-02	 7.2519e+04	 3.2381e+05	 1.4459e+06 
1.7690e-02	 7.2519e+04	 3.2381e+05	 1.4459e+06 
1.7690e-02	 7.2519e+04	 3.2381e+05	 1.4459e+06 
2.2259e-02	 6.1173e+04	 2.7316e+05	 1.2198e+06 
2.2259e-02	 6.1173e+04	 2.7316e+05	 1.2198e+06 
2.2259e-02	 6.1173e+04	 2.7316e+05	 1.2198e+06 
2.2259e-02	 6.1173e+04	 2.7316e+05	 1.2198e+06 
2.2259e-02	 6.1173e+04	 2.7316e+05	 1.2198e+06 
2.7650e-02	 4.9778e+04	 2.2227e+05	 9.9251e+05 
2.7650e-02	 4.9778e+04	 2.2227e+05	 9.9251e+05 
2.7650e-02	 4.9778e+04	 2.2227e+05	 9.9251e+05 
2.7650e-02	 4.9778e+04	 2.2227e+05	 9.9251e+05 
3.2209e-02	 4.3212e+04	 1.9294e+05	 8.6146e+05 
3.2209e-02	 4.3212e+04	 1.9294e+05	 8.6146e+05 
3.2209e-02	 4.3212e+04	 1.9294e+05	 8.6146e+05 
3.5513e-02	 3.9975e+04	 1.7849e+05	 7.9699e+05 
3.8235e-02	 3.7949e+04	 1.6944e+05	 7.5655e+05 
3.8235e-02	 3.7949e+04	 1.6944e+05	 7.5655e+05 
4.0665e-02	 3.6416e+04	 1.6261e+05	 7.2615e+05 
4.2930e-02	 3.5076e+04	 1.5662e+05	 6.9938e+05 
4.5099e-02	 3.3776e+04	 1.5082e+05	 6.7347e+05 
4.7213e-02	 3.2437e+04	 1.4483e+05	 6.4662e+05 
4.9298e-02	 3.1020e+04	 1.3851e+05	 6.1850e+05 
5.1373e-02	 2.9518e+04	 1.3182e+05	 5.8867e+05 
5.3452e-02	 2.7941e+04	 1.2478e+05	 5.5722e+05 
5.5546e-02	 2.6317e+04	 1.1753e+05	 5.2486e+05 
5.9815e-02	 2.3092e+04	 1.0312e+05	 4.6048e+05 
6.2003e-02	 2.1581e+04	 9.6372e+04	 4.3036e+05 
6.4235e-02	 2.0191e+04	 9.0167e+04	 4.0265e+05 
6.8853e-02	 1.7889e+04	 7.9882e+04	 3.5671e+05 
7.1248e-02	 1.6998e+04	 7.5900e+04	 3.3892e+05 
7.3707e-02	 1.6270e+04	 7.2654e+04	 3.2444e+05 
7.8834e-02	 1.5187e+04	 6.7818e+04	 3.0285e+05 
8.1510e-02	 1.4744e+04	 6.5842e+04	 2.9403e+05 
8.4267e-02	 1.4299e+04	 6.3848e+04	 2.8509e+05 
9.0040e-02	 1.3225e+04	 5.9060e+04	 2.6375e+05 
9.3064e-02	 1.2550e+04	 5.6045e+04	 2.5027e+05 
9.9408e-02	 1.0993e+04	 4.9082e+04	 2.1916e+05 
1.0274e-01	 1.0198e+04	 4.5538e+04	 2.0334e+05 
1.0973e-01	 8.8363e+03	 3.9459e+04	 1.7620e+05 
1.1340e-01	 8.3304e+03	 3.7197e+04	 1.6610e+05 
1.1719e-01	 7.9407e+03	 3.5458e+04	 1.5833e+05 
1.2516e-01	 7.3617e+03	 3.2871e+04	 1.4677e+05 
1.2934e-01	 7.0714e+03	 3.1577e+04	 1.4100e+05 
1.3814e-01	 6.3087e+03	 2.8171e+04	 1.2579e+05 
1.4276e-01	 5.8600e+03	 2.6168e+04	 1.1685e+05 
1.5247e-01	 5.0410e+03	 2.2508e+04	 1.0050e+05 
1.5757e-01	 4.7337e+03	 2.1138e+04	 9.4395e+04 
1.6284e-01	 4.4948e+03	 2.0069e+04	 8.9609e+04 
1.7392e-01	 4.0823e+03	 1.8230e+04	 8.1406e+04 
1.7974e-01	 3.8436e+03	 1.7162e+04	 7.6629e+04 
1.9201e-01	 3.3187e+03	 1.4819e+04	 6.6171e+04 
1.9846e-01	 3.0916e+03	 1.3805e+04	 6.1646e+04 
2.0515e-01	 2.9069e+03	 1.2980e+04	 5.7957e+04 
2.1927e-01	 2.5914e+03	 1.1571e+04	 5.1669e+04 
2.2673e-01	 2.4218e+03	 1.0815e+04	 4.8294e+04 
2.4256e-01	 2.0918e+03	 9.3402e+03	 4.1706e+04 
2.5097e-01	 1.9566e+03	 8.7364e+03	 3.9009e+04 
2.5975e-01	 1.8335e+03	 8.1879e+03	 3.6564e+04 
2.7855e-01	 1.5858e+03	 7.0807e+03	 3.1616e+04 
2.8866e-01	 1.4699e+03	 6.5632e+03	 2.9305e+04 
2.9932e-01	 1.3651e+03	 6.0951e+03	 2.7215e+04 
3.2260e-01	 1.1676e+03	 5.2134e+03	 2.3278e+04 
3.3542e-01	 1.0739e+03	 4.7950e+03	 2.1410e+04 
3.4921e-01	 9.8680e+02	 4.4062e+03	 1.9674e+04 
3.6416e-01	 9.0212e+02	 4.0281e+03	 1.7986e+04 
3.8055e-01	 8.2011e+02	 3.6619e+03	 1.6351e+04 
3.9873e-01	 7.4163e+02	 3.3115e+03	 1.4786e+04 
