k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.8662e-03	 8.0234e+04	 1.7475e+05	 3.8059e+05 
1.1162e-02	 8.2313e+04	 1.7928e+05	 3.9048e+05 
1.1162e-02	 8.2313e+04	 1.7928e+05	 3.9048e+05 
1.1162e-02	 8.2313e+04	 1.7928e+05	 3.9048e+05 
1.1162e-02	 8.2313e+04	 1.7928e+05	 3.9048e+05 
1.4052e-02	 7.9938e+04	 1.7410e+05	 3.7920e+05 
1.4052e-02	 7.9938e+04	 1.7410e+05	 3.7920e+05 
1.4052e-02	 7.9938e+04	 1.7410e+05	 3.7920e+05 
1.4052e-02	 7.9938e+04	 1.7410e+05	 3.7920e+05 
1.4052e-02	 7.9938e+04	 1.7410e+05	 3.7920e+05 
1.7690e-02	 7.2519e+04	 1.5795e+05	 3.4404e+05 
1.7690e-02	 7.2519e+04	 1.5795e+05	 3.4404e+05 
1.7690e-02	 7.2519e+04	 1.5795e+05	 3.4404e+05 
1.7690e-02	 7.2519e+04	 1.5795e+05	 3.4404e+05 
1.7690e-02	 7.2519e+04	 1.5795e+05	 3.4404e+05 
2.2259e-02	 6.1173e+04	 1.3325e+05	 2.9023e+05 
2.2259e-02	 6.1173e+04	 1.3325e+05	 2.9023e+05 
2.2259e-02	 6.1173e+04	 1.3325e+05	 2.9023e+05 
2.2259e-02	 6.1173e+04	 1.3325e+05	 2.9023e+05 
2.2259e-02	 6.1173e+04	 1.3325e+05	 2.9023e+05 
2.7650e-02	 4.9778e+04	 1.0842e+05	 2.3616e+05 
2.7650e-02	 4.9778e+04	 1.0842e+05	 2.3616e+05 
2.7650e-02	 4.9778e+04	 1.0842e+05	 2.3616e+05 
2.7650e-02	 4.9778e+04	 1.0842e+05	 2.3616e+05 
3.2209e-02	 4.3212e+04	 9.4116e+04	 2.0498e+05 
3.2209e-02	 4.3212e+04	 9.4116e+04	 2.0498e+05 
3.2209e-02	 4.3212e+04	 9.4116e+04	 2.0498e+05 
3.5513e-02	 3.9975e+04	 8.7068e+04	 1.8964e+05 
3.8235e-02	 3.7949e+04	 8.2654e+04	 1.8002e+05 
3.8235e-02	 3.7949e+04	 8.2654e+04	 1.8002e+05 
4.0665e-02	 3.6416e+04	 7.9321e+04	 1.7278e+05 
4.2930e-02	 3.5076e+04	 7.6400e+04	 1.6641e+05 
4.5099e-02	 3.3776e+04	 7.3568e+04	 1.6024e+05 
4.7213e-02	 3.2437e+04	 7.0646e+04	 1.5387e+05 
4.9298e-02	 3.1020e+04	 6.7566e+04	 1.4717e+05 
5.1373e-02	 2.9518e+04	 6.4298e+04	 1.4006e+05 
5.3452e-02	 2.7941e+04	 6.0863e+04	 1.3258e+05 
5.5546e-02	 2.6317e+04	 5.7327e+04	 1.2488e+05 
5.9815e-02	 2.3092e+04	 5.0299e+04	 1.0956e+05 
6.2003e-02	 2.1581e+04	 4.7008e+04	 1.0240e+05 
6.4235e-02	 2.0191e+04	 4.3981e+04	 9.5802e+04 
6.8853e-02	 1.7889e+04	 3.8965e+04	 8.4873e+04 
