k_long[1/Mpc]   bias Eulerian 
8.866209e-03   1.796365e+00 
1.116190e-02   1.796421e+00 
1.116190e-02   1.796421e+00 
1.116190e-02   1.796421e+00 
1.116190e-02   1.796421e+00 
1.405199e-02   1.796380e+00 
1.405199e-02   1.796380e+00 
1.405199e-02   1.796380e+00 
1.405199e-02   1.796380e+00 
1.405199e-02   1.796380e+00 
1.769033e-02   1.796460e+00 
1.769033e-02   1.796460e+00 
1.769033e-02   1.796460e+00 
1.769033e-02   1.796460e+00 
1.769033e-02   1.796460e+00 
2.225937e-02   1.796507e+00 
2.225937e-02   1.796507e+00 
2.225937e-02   1.796507e+00 
2.225937e-02   1.796507e+00 
2.225937e-02   1.796507e+00 
2.765040e-02   1.796471e+00 
2.765040e-02   1.796471e+00 
2.765040e-02   1.796471e+00 
2.765040e-02   1.796471e+00 
3.220914e-02   1.796394e+00 
3.220914e-02   1.796394e+00 
3.220914e-02   1.796394e+00 
3.551287e-02   1.796441e+00 
3.823508e-02   1.796403e+00 
3.823508e-02   1.796403e+00 
4.066459e-02   1.796516e+00 
4.292995e-02   1.796481e+00 
4.509913e-02   1.796492e+00 
4.721285e-02   1.796378e+00 
4.929782e-02   1.796464e+00 
5.137288e-02   1.796585e+00 
5.345206e-02   1.796577e+00 
5.554635e-02   1.796612e+00 
5.981466e-02   1.796537e+00 
6.200282e-02   1.796566e+00 
6.423503e-02   1.796550e+00 
6.885279e-02   1.796524e+00 
7.124807e-02   1.796484e+00 
7.370706e-02   1.796549e+00 
7.883367e-02   1.796563e+00 
8.150980e-02   1.796567e+00 
8.426675e-02   1.796448e+00 
9.003960e-02   1.796597e+00 
9.306376e-02   1.796541e+00 
9.940811e-02   1.796430e+00 
1.027366e-01   1.796478e+00 
1.097267e-01   1.796525e+00 
1.133969e-01   1.796474e+00 
1.171893e-01   1.796486e+00 
1.251584e-01   1.796444e+00 
1.293438e-01   1.796504e+00 
1.381392e-01   1.796505e+00 
1.427588e-01   1.796507e+00 
1.524668e-01   1.796419e+00 
1.575662e-01   1.796539e+00 
1.628370e-01   1.796413e+00 
1.739192e-01   1.796547e+00 
1.797449e-01   1.796419e+00 
1.920073e-01   1.796477e+00 
1.984630e-01   1.796502e+00 
2.051499e-01   1.796447e+00 
2.192691e-01   1.796478e+00 
2.267321e-01   1.796535e+00 
2.425583e-01   1.796467e+00 
2.509677e-01   1.796425e+00 
2.597452e-01   1.796555e+00 
2.785467e-01   1.796439e+00 
2.886594e-01   1.796442e+00 
2.993216e-01   1.796427e+00 
3.225997e-01   1.796431e+00 
3.354189e-01   1.796450e+00 
3.492091e-01   1.796438e+00 
3.641642e-01   1.796445e+00 
3.805469e-01   1.796445e+00 
3.987252e-01   1.796449e+00 
