k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.4763e-01	 5.0161e+03	 4.4586e+03	 3.9631e+03 
1.5767e-01	 4.3790e+03	 3.8925e+03	 3.4600e+03 
1.6294e-01	 4.1583e+03	 3.6963e+03	 3.2857e+03 
1.7403e-01	 3.7760e+03	 3.3566e+03	 2.9838e+03 
1.7986e-01	 3.5543e+03	 3.1596e+03	 2.8087e+03 
1.9213e-01	 3.0681e+03	 2.7275e+03	 2.4247e+03 
1.9859e-01	 2.8583e+03	 2.5410e+03	 2.2589e+03 
2.0528e-01	 2.6877e+03	 2.3894e+03	 2.1242e+03 
2.1941e-01	 2.3955e+03	 2.1297e+03	 1.8933e+03 
2.2688e-01	 2.2386e+03	 1.9901e+03	 1.7693e+03 
2.4272e-01	 1.9333e+03	 1.7188e+03	 1.5281e+03 
2.5114e-01	 1.8084e+03	 1.6078e+03	 1.4295e+03 
2.5992e-01	 1.6946e+03	 1.5066e+03	 1.3395e+03 
2.7874e-01	 1.4653e+03	 1.3028e+03	 1.1583e+03 
2.8886e-01	 1.3581e+03	 1.2075e+03	 1.0736e+03 
2.9953e-01	 1.2613e+03	 1.1214e+03	 9.9706e+02 
3.1083e-01	 1.1695e+03	 1.0398e+03	 9.2450e+02 
3.3567e-01	 9.9197e+02	 8.8198e+02	 7.8418e+02 
3.4948e-01	 9.1149e+02	 8.1043e+02	 7.2057e+02 
3.6446e-01	 8.3315e+02	 7.4078e+02	 6.5865e+02 
3.8087e-01	 7.5732e+02	 6.7335e+02	 5.9870e+02 
3.9908e-01	 6.8476e+02	 6.0885e+02	 5.4135e+02 
