k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 7.6661e+04	 7.6237e+04 
1.1205e-02	 7.8606e+04	 7.8228e+04	 7.7851e+04 
1.1205e-02	 7.8606e+04	 7.8228e+04	 7.7851e+04 
1.1205e-02	 7.8606e+04	 7.8228e+04	 7.7851e+04 
1.1205e-02	 7.8606e+04	 7.8228e+04	 7.7851e+04 
1.1205e-02	 7.8606e+04	 7.8228e+04	 7.7851e+04 
1.4106e-02	 7.5862e+04	 7.5558e+04	 7.5254e+04 
1.4106e-02	 7.5862e+04	 7.5558e+04	 7.5254e+04 
1.4106e-02	 7.5862e+04	 7.5558e+04	 7.5254e+04 
1.4106e-02	 7.5862e+04	 7.5558e+04	 7.5254e+04 
1.7758e-02	 6.8403e+04	 6.8187e+04	 6.7971e+04 
1.7758e-02	 6.8403e+04	 6.8187e+04	 6.7971e+04 
1.7758e-02	 6.8403e+04	 6.8187e+04	 6.7971e+04 
1.7758e-02	 6.8403e+04	 6.8187e+04	 6.7971e+04 
1.7758e-02	 6.8403e+04	 6.8187e+04	 6.7971e+04 
2.2344e-02	 5.7387e+04	 5.7254e+04	 5.7121e+04 
2.2344e-02	 5.7387e+04	 5.7254e+04	 5.7121e+04 
2.2344e-02	 5.7387e+04	 5.7254e+04	 5.7121e+04 
2.2344e-02	 5.7387e+04	 5.7254e+04	 5.7121e+04 
2.2344e-02	 5.7387e+04	 5.7254e+04	 5.7121e+04 
2.7740e-02	 4.6538e+04	 4.6466e+04	 4.6393e+04 
2.7740e-02	 4.6538e+04	 4.6466e+04	 4.6393e+04 
2.7740e-02	 4.6538e+04	 4.6466e+04	 4.6393e+04 
2.7740e-02	 4.6538e+04	 4.6466e+04	 4.6393e+04 
3.2274e-02	 4.0369e+04	 4.0326e+04	 4.0283e+04 
3.2274e-02	 4.0369e+04	 4.0326e+04	 4.0283e+04 
3.2274e-02	 4.0369e+04	 4.0326e+04	 4.0283e+04 
3.5564e-02	 3.7320e+04	 3.7292e+04	 3.7264e+04 
3.8281e-02	 3.5407e+04	 3.5389e+04	 3.5370e+04 
3.8281e-02	 3.5407e+04	 3.5389e+04	 3.5370e+04 
4.0707e-02	 3.3957e+04	 3.3945e+04	 3.3933e+04 
4.2971e-02	 3.2689e+04	 3.2682e+04	 3.2675e+04 
4.5139e-02	 3.1461e+04	 3.1459e+04	 3.1456e+04 
4.7252e-02	 3.0199e+04	 3.0200e+04	 3.0201e+04 
4.9337e-02	 2.8867e+04	 2.8871e+04	 2.8875e+04 
5.1412e-02	 2.7456e+04	 2.7463e+04	 2.7469e+04 
5.3492e-02	 2.5978e+04	 2.5986e+04	 2.5995e+04 
5.5587e-02	 2.4458e+04	 2.4468e+04	 2.4479e+04 
5.9857e-02	 2.1447e+04	 2.1459e+04	 2.1471e+04 
6.2046e-02	 2.0038e+04	 2.0051e+04	 2.0064e+04 
6.4279e-02	 1.8744e+04	 1.8757e+04	 1.8770e+04 
6.8899e-02	 1.6601e+04	 1.6615e+04	 1.6629e+04 
7.1296e-02	 1.5773e+04	 1.5787e+04	 1.5801e+04 
7.3756e-02	 1.5096e+04	 1.5110e+04	 1.5125e+04 
7.8885e-02	 1.4089e+04	 1.4104e+04	 1.4118e+04 
8.1563e-02	 1.3676e+04	 1.3691e+04	 1.3706e+04 
8.4322e-02	 1.3261e+04	 1.3276e+04	 1.3292e+04 
9.0098e-02	 1.2259e+04	 1.2274e+04	 1.2289e+04 
9.3124e-02	 1.1630e+04	 1.1645e+04	 1.1660e+04 
9.9473e-02	 1.0180e+04	 1.0194e+04	 1.0208e+04 
1.0280e-01	 9.4432e+03	 9.4564e+03	 9.4696e+03 
1.0980e-01	 8.1814e+03	 8.1933e+03	 8.2054e+03 
1.1347e-01	 7.7135e+03	 7.7251e+03	 7.7366e+03 
1.1727e-01	 7.3531e+03	 7.3643e+03	 7.3756e+03 
