k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.2524e-01	 6.8165e+03	 6.8273e+03	 6.8381e+03 
1.2943e-01	 6.5459e+03	 6.5565e+03	 6.5670e+03 
1.3823e-01	 5.8367e+03	 5.8464e+03	 5.8561e+03 
1.4285e-01	 5.4207e+03	 5.4298e+03	 5.4389e+03 
1.4763e-01	 5.0161e+03	 5.0246e+03	 5.0332e+03 
1.5767e-01	 4.3790e+03	 4.3866e+03	 4.3943e+03 
1.6294e-01	 4.1583e+03	 4.1656e+03	 4.1729e+03 
1.7403e-01	 3.7760e+03	 3.7827e+03	 3.7895e+03 
1.7986e-01	 3.5543e+03	 3.5607e+03	 3.5672e+03 
1.9213e-01	 3.0681e+03	 3.0737e+03	 3.0794e+03 
1.9859e-01	 2.8583e+03	 2.8636e+03	 2.8689e+03 
2.0528e-01	 2.6877e+03	 2.6927e+03	 2.6978e+03 
2.1941e-01	 2.3955e+03	 2.4000e+03	 2.4046e+03 
2.2688e-01	 2.2386e+03	 2.2428e+03	 2.2471e+03 
2.4272e-01	 1.9333e+03	 1.9370e+03	 1.9407e+03 
2.5114e-01	 1.8084e+03	 1.8119e+03	 1.8154e+03 
2.5992e-01	 1.6946e+03	 1.6979e+03	 1.7012e+03 
2.7874e-01	 1.4653e+03	 1.4681e+03	 1.4710e+03 
2.8886e-01	 1.3581e+03	 1.3608e+03	 1.3634e+03 
2.9953e-01	 1.2613e+03	 1.2638e+03	 1.2663e+03 
3.1083e-01	 1.1695e+03	 1.1718e+03	 1.1741e+03 
3.3567e-01	 9.9197e+02	 9.9394e+02	 9.9592e+02 
3.4948e-01	 9.1149e+02	 9.1331e+02	 9.1513e+02 
3.6446e-01	 8.3315e+02	 8.3482e+02	 8.3648e+02 
3.8087e-01	 7.5732e+02	 7.5883e+02	 7.6036e+02 
3.9908e-01	 6.8476e+02	 6.8614e+02	 6.8752e+02 
