k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
4.9337e-02	 2.8867e+04	 3.9588e+04	 5.4292e+04 
5.1412e-02	 2.7456e+04	 3.7657e+04	 5.1649e+04 
5.3492e-02	 2.5978e+04	 3.5633e+04	 4.8878e+04 
5.5587e-02	 2.4458e+04	 3.3553e+04	 4.6030e+04 
5.9857e-02	 2.1447e+04	 2.9426e+04	 4.0375e+04 
6.2046e-02	 2.0038e+04	 2.7496e+04	 3.7729e+04 
6.4279e-02	 1.8744e+04	 2.5722e+04	 3.5298e+04 
6.8899e-02	 1.6601e+04	 2.2785e+04	 3.1272e+04 
7.1296e-02	 1.5773e+04	 2.1649e+04	 2.9715e+04 
7.3756e-02	 1.5096e+04	 2.0721e+04	 2.8442e+04 
7.8885e-02	 1.4089e+04	 1.9341e+04	 2.6550e+04 
8.1563e-02	 1.3676e+04	 1.8775e+04	 2.5776e+04 
8.4322e-02	 1.3261e+04	 1.8206e+04	 2.4997e+04 
9.0098e-02	 1.2259e+04	 1.6831e+04	 2.3109e+04 
9.3124e-02	 1.1630e+04	 1.5969e+04	 2.1927e+04 
9.9473e-02	 1.0180e+04	 1.3979e+04	 1.9197e+04 
1.0280e-01	 9.4432e+03	 1.2968e+04	 1.7809e+04 
1.0980e-01	 8.1814e+03	 1.1236e+04	 1.5432e+04 
1.1347e-01	 7.7135e+03	 1.0594e+04	 1.4550e+04 
1.1727e-01	 7.3531e+03	 1.0099e+04	 1.3871e+04 
1.2524e-01	 6.8165e+03	 9.3628e+03	 1.2860e+04 
1.2943e-01	 6.5459e+03	 8.9911e+03	 1.2350e+04 
1.3823e-01	 5.8367e+03	 8.0174e+03	 1.1013e+04 
1.4285e-01	 5.4207e+03	 7.4461e+03	 1.0228e+04 
1.4763e-01	 5.0161e+03	 6.8905e+03	 9.4654e+03 
1.5767e-01	 4.3790e+03	 6.0157e+03	 8.2641e+03 
1.6294e-01	 4.1583e+03	 5.7127e+03	 7.8481e+03 
1.7403e-01	 3.7760e+03	 5.1876e+03	 7.1269e+03 
1.7986e-01	 3.5543e+03	 4.8832e+03	 6.7090e+03 
1.9213e-01	 3.0681e+03	 4.2152e+03	 5.7912e+03 
1.9859e-01	 2.8583e+03	 3.9270e+03	 5.3954e+03 
2.0528e-01	 2.6877e+03	 3.6927e+03	 5.0734e+03 
2.1941e-01	 2.3955e+03	 3.2913e+03	 4.5222e+03 
2.2688e-01	 2.2386e+03	 3.0758e+03	 4.2261e+03 
2.4272e-01	 1.9333e+03	 2.6564e+03	 3.6498e+03 
2.5114e-01	 1.8084e+03	 2.4848e+03	 3.4141e+03 
2.5992e-01	 1.6946e+03	 2.3285e+03	 3.1996e+03 
2.7874e-01	 1.4653e+03	 2.0134e+03	 2.7664e+03 
2.8886e-01	 1.3581e+03	 1.8661e+03	 2.5641e+03 
2.9953e-01	 1.2613e+03	 1.7331e+03	 2.3814e+03 
3.1083e-01	 1.1695e+03	 1.6070e+03	 2.2081e+03 
3.3567e-01	 9.9197e+02	 1.3631e+03	 1.8730e+03 
3.4948e-01	 9.1149e+02	 1.2525e+03	 1.7210e+03 
3.6446e-01	 8.3315e+02	 1.1448e+03	 1.5731e+03 
3.8087e-01	 7.5732e+02	 1.0406e+03	 1.4300e+03 
3.9908e-01	 6.8476e+02	 9.4095e+02	 1.2930e+03 
