k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 1.0505e+05	 1.4314e+05 
1.1205e-02	 7.8606e+04	 1.0720e+05	 1.4620e+05 
1.1205e-02	 7.8606e+04	 1.0720e+05	 1.4620e+05 
1.1205e-02	 7.8606e+04	 1.0720e+05	 1.4620e+05 
1.1205e-02	 7.8606e+04	 1.0720e+05	 1.4620e+05 
1.1205e-02	 7.8606e+04	 1.0720e+05	 1.4620e+05 
1.4106e-02	 7.5862e+04	 1.0356e+05	 1.4137e+05 
1.4106e-02	 7.5862e+04	 1.0356e+05	 1.4137e+05 
1.4106e-02	 7.5862e+04	 1.0356e+05	 1.4137e+05 
1.4106e-02	 7.5862e+04	 1.0356e+05	 1.4137e+05 
1.7758e-02	 6.8403e+04	 9.3466e+04	 1.2771e+05 
1.7758e-02	 6.8403e+04	 9.3466e+04	 1.2771e+05 
1.7758e-02	 6.8403e+04	 9.3466e+04	 1.2771e+05 
1.7758e-02	 6.8403e+04	 9.3466e+04	 1.2771e+05 
1.7758e-02	 6.8403e+04	 9.3466e+04	 1.2771e+05 
2.2344e-02	 5.7387e+04	 7.8486e+04	 1.0734e+05 
2.2344e-02	 5.7387e+04	 7.8486e+04	 1.0734e+05 
2.2344e-02	 5.7387e+04	 7.8486e+04	 1.0734e+05 
2.2344e-02	 5.7387e+04	 7.8486e+04	 1.0734e+05 
2.2344e-02	 5.7387e+04	 7.8486e+04	 1.0734e+05 
2.7740e-02	 4.6538e+04	 6.3705e+04	 8.7205e+04 
2.7740e-02	 4.6538e+04	 6.3705e+04	 8.7205e+04 
2.7740e-02	 4.6538e+04	 6.3705e+04	 8.7205e+04 
2.7740e-02	 4.6538e+04	 6.3705e+04	 8.7205e+04 
3.2274e-02	 4.0369e+04	 5.5288e+04	 7.5721e+04 
3.2274e-02	 4.0369e+04	 5.5288e+04	 7.5721e+04 
3.2274e-02	 4.0369e+04	 5.5288e+04	 7.5721e+04 
3.5564e-02	 3.7320e+04	 5.1131e+04	 7.0051e+04 
3.8281e-02	 3.5407e+04	 4.8522e+04	 6.6495e+04 
3.8281e-02	 3.5407e+04	 4.8522e+04	 6.6495e+04 
4.0707e-02	 3.3957e+04	 4.6544e+04	 6.3797e+04 
4.2971e-02	 3.2689e+04	 4.4813e+04	 6.1435e+04 
4.5139e-02	 3.1461e+04	 4.3135e+04	 5.9140e+04 
4.7252e-02	 3.0199e+04	 4.1409e+04	 5.6779e+04 
