k_long[1/Mpc]   bias Eulerian 
8.900381e-03   8.251712e-01 
1.120492e-02   8.257077e-01 
1.120492e-02   8.257077e-01 
1.120492e-02   8.257077e-01 
1.120492e-02   8.257077e-01 
1.120492e-02   8.257077e-01 
1.410615e-02   8.262863e-01 
1.410615e-02   8.262863e-01 
1.410615e-02   8.262863e-01 
1.410615e-02   8.262863e-01 
1.775850e-02   8.269266e-01 
1.775850e-02   8.269266e-01 
1.775850e-02   8.269266e-01 
1.775850e-02   8.269266e-01 
1.775850e-02   8.269266e-01 
2.234439e-02   8.275766e-01 
2.234439e-02   8.275766e-01 
2.234439e-02   8.275766e-01 
2.234439e-02   8.275766e-01 
2.234439e-02   8.275766e-01 
2.774042e-02   8.281636e-01 
2.774042e-02   8.281636e-01 
2.774042e-02   8.281636e-01 
2.774042e-02   8.281636e-01 
3.227383e-02   8.285430e-01 
3.227383e-02   8.285430e-01 
3.227383e-02   8.285430e-01 
3.556448e-02   8.287694e-01 
3.828064e-02   8.289618e-01 
3.828064e-02   8.289618e-01 
4.070699e-02   8.290917e-01 
4.297061e-02   8.291994e-01 
4.513887e-02   8.292879e-01 
4.725218e-02   8.293960e-01 
4.933710e-02   8.294877e-01 
5.141236e-02   8.295292e-01 
5.349195e-02   8.295920e-01 
5.558680e-02   8.296823e-01 
5.985663e-02   8.298095e-01 
6.204570e-02   8.298543e-01 
6.427893e-02   8.299056e-01 
6.889898e-02   8.300030e-01 
7.129553e-02   8.300538e-01 
7.375587e-02   8.300809e-01 
7.888541e-02   8.301917e-01 
8.156313e-02   8.302272e-01 
8.432174e-02   8.302520e-01 
9.009814e-02   8.303212e-01 
9.312418e-02   8.303625e-01 
9.947255e-02   8.304044e-01 
1.028031e-01   8.304570e-01 
1.097978e-01   8.304966e-01 
1.134703e-01   8.305321e-01 
1.172652e-01   8.305506e-01 
1.252394e-01   8.306024e-01 
1.294275e-01   8.306061e-01 
1.382286e-01   8.306450e-01 
1.428512e-01   8.306570e-01 
1.476284e-01   8.306734e-01 
1.576682e-01   8.306967e-01 
1.629425e-01   8.307393e-01 
1.740319e-01   8.307736e-01 
1.798615e-01   8.307762e-01 
1.921320e-01   8.307834e-01 
1.985922e-01   8.307873e-01 
2.052836e-01   8.308110e-01 
2.194129e-01   8.308189e-01 
2.268813e-01   8.308531e-01 
2.427195e-01   8.308468e-01 
2.511356e-01   8.308624e-01 
2.599203e-01   8.308775e-01 
2.787383e-01   8.308789e-01 
2.888606e-01   8.308825e-01 
2.995334e-01   8.308917e-01 
3.108290e-01   8.308988e-01 
3.356724e-01   8.309028e-01 
3.494814e-01   8.309098e-01 
3.644590e-01   8.309126e-01 
3.808693e-01   8.309156e-01 
3.990826e-01   8.309203e-01 
