k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   -1.540979e-01 
1.120492e-02   -1.541568e-01 
1.120492e-02   -1.541568e-01 
1.120492e-02   -1.541568e-01 
1.120492e-02   -1.541568e-01 
1.120492e-02   -1.541568e-01 
1.410615e-02   -1.542330e-01 
1.410615e-02   -1.542330e-01 
1.410615e-02   -1.542330e-01 
1.410615e-02   -1.542330e-01 
1.775850e-02   -1.542943e-01 
1.775850e-02   -1.542943e-01 
1.775850e-02   -1.542943e-01 
1.775850e-02   -1.542943e-01 
1.775850e-02   -1.542943e-01 
2.234439e-02   -1.543692e-01 
2.234439e-02   -1.543692e-01 
2.234439e-02   -1.543692e-01 
2.234439e-02   -1.543692e-01 
2.234439e-02   -1.543692e-01 
2.774042e-02   -1.544106e-01 
2.774042e-02   -1.544106e-01 
2.774042e-02   -1.544106e-01 
2.774042e-02   -1.544106e-01 
3.227383e-02   -1.544436e-01 
3.227383e-02   -1.544436e-01 
3.227383e-02   -1.544436e-01 
3.556448e-02   -1.544339e-01 
3.828064e-02   -1.544564e-01 
3.828064e-02   -1.544564e-01 
4.070699e-02   -1.544700e-01 
4.297061e-02   -1.544835e-01 
4.513887e-02   -1.544694e-01 
4.725218e-02   -1.544916e-01 
4.933710e-02   -1.544888e-01 
5.141236e-02   -1.545230e-01 
5.349195e-02   -1.545022e-01 
5.558680e-02   -1.545172e-01 
5.985663e-02   -1.545190e-01 
6.204570e-02   -1.545310e-01 
6.427893e-02   -1.545361e-01 
6.889898e-02   -1.545426e-01 
7.129553e-02   -1.545409e-01 
7.375587e-02   -1.545265e-01 
7.888541e-02   -1.545369e-01 
8.156313e-02   -1.545422e-01 
8.432174e-02   -1.545545e-01 
9.009814e-02   -1.545579e-01 
9.312418e-02   -1.545518e-01 
9.947255e-02   -1.545398e-01 
1.028031e-01   -1.545509e-01 
1.097978e-01   -1.545658e-01 
1.134703e-01   -1.545578e-01 
1.172652e-01   -1.545625e-01 
1.252394e-01   -1.545588e-01 
1.294275e-01   -1.545734e-01 
1.382286e-01   -1.545752e-01 
1.428512e-01   -1.545491e-01 
1.476284e-01   -1.545502e-01 
1.576682e-01   -1.545584e-01 
1.629425e-01   -1.545662e-01 
1.740319e-01   -1.545615e-01 
1.798615e-01   -1.545705e-01 
1.921320e-01   -1.545529e-01 
1.985922e-01   -1.545591e-01 
2.052836e-01   -1.545790e-01 
2.194129e-01   -1.545577e-01 
2.268813e-01   -1.545673e-01 
2.427195e-01   -1.545556e-01 
2.511356e-01   -1.545800e-01 
2.599203e-01   -1.545733e-01 
2.787383e-01   -1.545837e-01 
2.888606e-01   -1.545548e-01 
2.995334e-01   -1.545832e-01 
3.108290e-01   -1.545820e-01 
3.356724e-01   -1.545565e-01 
3.494814e-01   -1.545549e-01 
3.644590e-01   -1.545566e-01 
3.808693e-01   -1.545581e-01 
3.990826e-01   -1.545580e-01 
