k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   8.708003e-01 
1.120492e-02   8.711292e-01 
1.120492e-02   8.711292e-01 
1.120492e-02   8.711292e-01 
1.120492e-02   8.711292e-01 
1.120492e-02   8.711292e-01 
1.410615e-02   8.715622e-01 
1.410615e-02   8.715622e-01 
1.410615e-02   8.715622e-01 
1.410615e-02   8.715622e-01 
1.775850e-02   8.719031e-01 
1.775850e-02   8.719031e-01 
1.775850e-02   8.719031e-01 
1.775850e-02   8.719031e-01 
1.775850e-02   8.719031e-01 
2.234439e-02   8.721528e-01 
2.234439e-02   8.721528e-01 
2.234439e-02   8.721528e-01 
2.234439e-02   8.721528e-01 
2.234439e-02   8.721528e-01 
2.774042e-02   8.723872e-01 
2.774042e-02   8.723872e-01 
2.774042e-02   8.723872e-01 
2.774042e-02   8.723872e-01 
3.227383e-02   8.725740e-01 
3.227383e-02   8.725740e-01 
3.227383e-02   8.725740e-01 
3.556448e-02   8.726953e-01 
3.828064e-02   8.728221e-01 
3.828064e-02   8.728221e-01 
4.070699e-02   8.727233e-01 
4.297061e-02   8.727998e-01 
4.513887e-02   8.728960e-01 
4.725218e-02   8.728416e-01 
4.933710e-02   8.728256e-01 
5.141236e-02   8.730189e-01 
5.349195e-02   8.730815e-01 
5.558680e-02   8.729867e-01 
5.985663e-02   8.731731e-01 
6.204570e-02   8.730645e-01 
6.427893e-02   8.730934e-01 
6.889898e-02   8.731302e-01 
7.129553e-02   8.731208e-01 
7.375587e-02   8.732159e-01 
7.888541e-02   8.732780e-01 
8.156313e-02   8.731277e-01 
8.432174e-02   8.731971e-01 
9.009814e-02   8.732164e-01 
9.312418e-02   8.731824e-01 
9.947255e-02   8.732907e-01 
1.028031e-01   8.733575e-01 
1.097978e-01   8.732614e-01 
1.134703e-01   8.732161e-01 
1.172652e-01   8.732431e-01 
1.252394e-01   8.732218e-01 
1.294275e-01   8.733042e-01 
1.382286e-01   8.733147e-01 
1.428512e-01   8.733472e-01 
1.476284e-01   8.733498e-01 
1.576682e-01   8.733959e-01 
1.629425e-01   8.732635e-01 
1.740319e-01   8.734136e-01 
1.798615e-01   8.732877e-01 
1.921320e-01   8.733652e-01 
1.985922e-01   8.734003e-01 
2.052836e-01   8.733360e-01 
2.194129e-01   8.733957e-01 
2.268813e-01   8.732698e-01 
2.427195e-01   8.733802e-01 
2.511356e-01   8.733420e-01 
2.599203e-01   8.733037e-01 
2.787383e-01   8.733624e-01 
2.888606e-01   8.733754e-01 
2.995334e-01   8.733597e-01 
3.108290e-01   8.733530e-01 
3.356724e-01   8.733853e-01 
3.494814e-01   8.733762e-01 
3.644590e-01   8.733861e-01 
3.808693e-01   8.733944e-01 
3.990826e-01   8.733940e-01 
