k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   1.274774e+00 
1.120492e-02   1.275257e+00 
1.120492e-02   1.275257e+00 
1.120492e-02   1.275257e+00 
1.120492e-02   1.275257e+00 
1.120492e-02   1.275257e+00 
1.410615e-02   1.275893e+00 
1.410615e-02   1.275893e+00 
1.410615e-02   1.275893e+00 
1.410615e-02   1.275893e+00 
1.775850e-02   1.276393e+00 
1.775850e-02   1.276393e+00 
1.775850e-02   1.276393e+00 
1.775850e-02   1.276393e+00 
1.775850e-02   1.276393e+00 
2.234439e-02   1.276759e+00 
2.234439e-02   1.276759e+00 
2.234439e-02   1.276759e+00 
2.234439e-02   1.276759e+00 
2.234439e-02   1.276759e+00 
2.774042e-02   1.277103e+00 
2.774042e-02   1.277103e+00 
2.774042e-02   1.277103e+00 
2.774042e-02   1.277103e+00 
3.227383e-02   1.277371e+00 
3.227383e-02   1.277371e+00 
3.227383e-02   1.277371e+00 
3.556448e-02   1.277555e+00 
3.828064e-02   1.277740e+00 
3.828064e-02   1.277740e+00 
4.070699e-02   1.277590e+00 
4.297061e-02   1.277702e+00 
4.513887e-02   1.277843e+00 
4.725218e-02   1.277769e+00 
4.933710e-02   1.278003e+00 
5.141236e-02   1.278028e+00 
5.349195e-02   1.278114e+00 
5.558680e-02   1.278239e+00 
5.985663e-02   1.278255e+00 
6.204570e-02   1.278096e+00 
6.427893e-02   1.278138e+00 
6.889898e-02   1.278186e+00 
7.129553e-02   1.278172e+00 
7.375587e-02   1.278317e+00 
7.888541e-02   1.278402e+00 
8.156313e-02   1.278446e+00 
8.432174e-02   1.278290e+00 
9.009814e-02   1.278318e+00 
9.312418e-02   1.278262e+00 
9.947255e-02   1.278427e+00 
1.028031e-01   1.278519e+00 
1.097978e-01   1.278378e+00 
1.134703e-01   1.278576e+00 
1.172652e-01   1.278357e+00 
1.252394e-01   1.278584e+00 
1.294275e-01   1.278447e+00 
1.382286e-01   1.278462e+00 
1.428512e-01   1.278504e+00 
1.476284e-01   1.278513e+00 
1.576682e-01   1.278581e+00 
1.629425e-01   1.278645e+00 
1.740319e-01   1.278607e+00 
1.798615e-01   1.278417e+00 
1.921320e-01   1.278536e+00 
1.985922e-01   1.278587e+00 
2.052836e-01   1.278493e+00 
2.194129e-01   1.278575e+00 
2.268813e-01   1.278654e+00 
2.427195e-01   1.278558e+00 
2.511356e-01   1.278502e+00 
2.599203e-01   1.278446e+00 
2.787383e-01   1.278532e+00 
2.888606e-01   1.278551e+00 
2.995334e-01   1.278528e+00 
3.108290e-01   1.278518e+00 
3.356724e-01   1.278565e+00 
3.494814e-01   1.278552e+00 
3.644590e-01   1.278567e+00 
3.808693e-01   1.278579e+00 
3.990826e-01   1.278578e+00 
