k_long[1/Mpc]   bias Eulerian 
8.900381e-03   4.704673e+00 
1.120492e-02   4.710254e+00 
1.120492e-02   4.710254e+00 
1.120492e-02   4.710254e+00 
1.120492e-02   4.710254e+00 
1.120492e-02   4.710254e+00 
1.410615e-02   4.715148e+00 
1.410615e-02   4.715148e+00 
1.410615e-02   4.715148e+00 
1.410615e-02   4.715148e+00 
1.775850e-02   4.720670e+00 
1.775850e-02   4.720670e+00 
1.775850e-02   4.720670e+00 
1.775850e-02   4.720670e+00 
1.775850e-02   4.720670e+00 
2.234439e-02   4.726474e+00 
2.234439e-02   4.726474e+00 
2.234439e-02   4.726474e+00 
2.234439e-02   4.726474e+00 
2.234439e-02   4.726474e+00 
2.774042e-02   4.731095e+00 
2.774042e-02   4.731095e+00 
2.774042e-02   4.731095e+00 
2.774042e-02   4.731095e+00 
3.227383e-02   4.734261e+00 
3.227383e-02   4.734261e+00 
3.227383e-02   4.734261e+00 
3.556448e-02   4.736237e+00 
3.828064e-02   4.737070e+00 
3.828064e-02   4.737070e+00 
4.070699e-02   4.738232e+00 
4.297061e-02   4.739265e+00 
4.513887e-02   4.740295e+00 
4.725218e-02   4.740617e+00 
4.933710e-02   4.741055e+00 
5.141236e-02   4.742346e+00 
5.349195e-02   4.743030e+00 
5.558680e-02   4.743047e+00 
5.985663e-02   4.743815e+00 
6.204570e-02   4.744461e+00 
6.427893e-02   4.744892e+00 
6.889898e-02   4.745650e+00 
7.129553e-02   4.745889e+00 
7.375587e-02   4.746562e+00 
7.888541e-02   4.746573e+00 
8.156313e-02   4.746916e+00 
8.432174e-02   4.747453e+00 
9.009814e-02   4.747955e+00 
9.312418e-02   4.747989e+00 
9.947255e-02   4.748820e+00 
1.028031e-01   4.748524e+00 
1.097978e-01   4.749189e+00 
1.134703e-01   4.749145e+00 
1.172652e-01   4.749419e+00 
1.252394e-01   4.749576e+00 
1.294275e-01   4.750069e+00 
1.382286e-01   4.750328e+00 
1.428512e-01   4.750574e+00 
1.476284e-01   4.750704e+00 
1.576682e-01   4.750318e+00 
1.629425e-01   4.750610e+00 
1.740319e-01   4.750641e+00 
1.798615e-01   4.750931e+00 
1.921320e-01   4.751417e+00 
1.985922e-01   4.751631e+00 
2.052836e-01   4.751416e+00 
2.194129e-01   4.751765e+00 
2.268813e-01   4.751295e+00 
2.427195e-01   4.751862e+00 
2.511356e-01   4.751742e+00 
2.599203e-01   4.751620e+00 
2.787383e-01   4.751948e+00 
2.888606e-01   4.752040e+00 
2.995334e-01   4.752007e+00 
3.108290e-01   4.752011e+00 
3.356724e-01   4.752210e+00 
3.494814e-01   4.752200e+00 
3.644590e-01   4.752270e+00 
3.808693e-01   4.752333e+00 
3.990826e-01   4.752357e+00 
