k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
9.0098e-02	 1.2259e+04	 1.3362e+04	 1.4565e+04 
9.3124e-02	 1.1630e+04	 1.2677e+04	 1.3820e+04 
9.9473e-02	 1.0180e+04	 1.1098e+04	 1.2099e+04 
1.0280e-01	 9.4432e+03	 1.0295e+04	 1.1224e+04 
1.0980e-01	 8.1814e+03	 8.9200e+03	 9.7253e+03 
1.1347e-01	 7.7135e+03	 8.4102e+03	 9.1699e+03 
1.1727e-01	 7.3531e+03	 8.0175e+03	 8.7420e+03 
1.2524e-01	 6.8165e+03	 7.4329e+03	 8.1050e+03 
1.2943e-01	 6.5459e+03	 7.1380e+03	 7.7835e+03 
1.3823e-01	 5.8367e+03	 6.3649e+03	 6.9409e+03 
1.4285e-01	 5.4207e+03	 5.9113e+03	 6.4465e+03 
1.4763e-01	 5.0161e+03	 5.4703e+03	 5.9656e+03 
1.5767e-01	 4.3790e+03	 4.7757e+03	 5.2084e+03 
1.6294e-01	 4.1583e+03	 4.5351e+03	 4.9461e+03 
1.7403e-01	 3.7760e+03	 4.1183e+03	 4.4916e+03 
1.7986e-01	 3.5543e+03	 3.8766e+03	 4.2281e+03 
1.9213e-01	 3.0681e+03	 3.3464e+03	 3.6499e+03 
1.9859e-01	 2.8583e+03	 3.1176e+03	 3.4004e+03 
2.0528e-01	 2.6877e+03	 2.9316e+03	 3.1975e+03 
2.1941e-01	 2.3955e+03	 2.6129e+03	 2.8500e+03 
2.2688e-01	 2.2386e+03	 2.4418e+03	 2.6634e+03 
2.4272e-01	 1.9333e+03	 2.1088e+03	 2.3003e+03 
2.5114e-01	 1.8084e+03	 1.9726e+03	 2.1517e+03 
2.5992e-01	 1.6946e+03	 1.8485e+03	 2.0164e+03 
2.7874e-01	 1.4653e+03	 1.5984e+03	 1.7435e+03 
2.8886e-01	 1.3581e+03	 1.4815e+03	 1.6160e+03 
2.9953e-01	 1.2613e+03	 1.3759e+03	 1.5009e+03 
3.1083e-01	 1.1695e+03	 1.2757e+03	 1.3916e+03 
3.3567e-01	 9.9197e+02	 1.0821e+03	 1.1804e+03 
3.4948e-01	 9.1149e+02	 9.9432e+02	 1.0847e+03 
3.6446e-01	 8.3315e+02	 9.0886e+02	 9.9145e+02 
3.8087e-01	 7.5732e+02	 8.2614e+02	 9.0122e+02 
3.9908e-01	 6.8476e+02	 7.4700e+02	 8.1489e+02 
