k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 8.3441e+04	 9.0316e+04 
1.1205e-02	 7.8606e+04	 8.5148e+04	 9.2235e+04 
1.1205e-02	 7.8606e+04	 8.5148e+04	 9.2235e+04 
1.1205e-02	 7.8606e+04	 8.5148e+04	 9.2235e+04 
1.1205e-02	 7.8606e+04	 8.5148e+04	 9.2235e+04 
1.1205e-02	 7.8606e+04	 8.5148e+04	 9.2235e+04 
1.4106e-02	 7.5862e+04	 8.2245e+04	 8.9165e+04 
1.4106e-02	 7.5862e+04	 8.2245e+04	 8.9165e+04 
1.4106e-02	 7.5862e+04	 8.2245e+04	 8.9165e+04 
1.4106e-02	 7.5862e+04	 8.2245e+04	 8.9165e+04 
1.7758e-02	 6.8403e+04	 7.4225e+04	 8.0542e+04 
1.7758e-02	 6.8403e+04	 7.4225e+04	 8.0542e+04 
1.7758e-02	 6.8403e+04	 7.4225e+04	 8.0542e+04 
1.7758e-02	 6.8403e+04	 7.4225e+04	 8.0542e+04 
1.7758e-02	 6.8403e+04	 7.4225e+04	 8.0542e+04 
2.2344e-02	 5.7387e+04	 6.2325e+04	 6.7688e+04 
2.2344e-02	 5.7387e+04	 6.2325e+04	 6.7688e+04 
2.2344e-02	 5.7387e+04	 6.2325e+04	 6.7688e+04 
2.2344e-02	 5.7387e+04	 6.2325e+04	 6.7688e+04 
2.2344e-02	 5.7387e+04	 6.2325e+04	 6.7688e+04 
2.7740e-02	 4.6538e+04	 5.0582e+04	 5.4978e+04 
2.7740e-02	 4.6538e+04	 5.0582e+04	 5.4978e+04 
2.7740e-02	 4.6538e+04	 5.0582e+04	 5.4978e+04 
2.7740e-02	 4.6538e+04	 5.0582e+04	 5.4978e+04 
3.2274e-02	 4.0369e+04	 4.3899e+04	 4.7739e+04 
3.2274e-02	 4.0369e+04	 4.3899e+04	 4.7739e+04 
3.2274e-02	 4.0369e+04	 4.3899e+04	 4.7739e+04 
3.5564e-02	 3.7320e+04	 4.0598e+04	 4.4162e+04 
3.8281e-02	 3.5407e+04	 3.8525e+04	 4.1918e+04 
3.8281e-02	 3.5407e+04	 3.8525e+04	 4.1918e+04 
4.0707e-02	 3.3957e+04	 3.6954e+04	 4.0216e+04 
4.2971e-02	 3.2689e+04	 3.5579e+04	 3.8724e+04 
4.5139e-02	 3.1461e+04	 3.4247e+04	 3.7280e+04 
4.7252e-02	 3.0199e+04	 3.2877e+04	 3.5793e+04 
4.9337e-02	 2.8867e+04	 3.1431e+04	 3.4222e+04 
5.1412e-02	 2.7456e+04	 2.9898e+04	 3.2556e+04 
5.3492e-02	 2.5978e+04	 2.8290e+04	 3.0809e+04 
5.5587e-02	 2.4458e+04	 2.6638e+04	 2.9012e+04 
5.9857e-02	 2.1447e+04	 2.3362e+04	 2.5448e+04 
6.2046e-02	 2.0038e+04	 2.1829e+04	 2.3780e+04 
6.4279e-02	 1.8744e+04	 2.0420e+04	 2.2247e+04 
6.8899e-02	 1.6601e+04	 1.8088e+04	 1.9709e+04 
7.1296e-02	 1.5773e+04	 1.7187e+04	 1.8728e+04 
7.3756e-02	 1.5096e+04	 1.6451e+04	 1.7926e+04 
7.8885e-02	 1.4089e+04	 1.5354e+04	 1.6734e+04 
8.1563e-02	 1.3676e+04	 1.4906e+04	 1.6245e+04 
8.4322e-02	 1.3261e+04	 1.4454e+04	 1.5753e+04 
