k_long[1/Mpc]   bias Eulerian 
8.900381e-03   1.201504e+00 
1.120492e-02   1.202500e+00 
1.120492e-02   1.202500e+00 
1.120492e-02   1.202500e+00 
1.120492e-02   1.202500e+00 
1.120492e-02   1.202500e+00 
1.410615e-02   1.203530e+00 
1.410615e-02   1.203530e+00 
1.410615e-02   1.203530e+00 
1.410615e-02   1.203530e+00 
1.775850e-02   1.204645e+00 
1.775850e-02   1.204645e+00 
1.775850e-02   1.204645e+00 
1.775850e-02   1.204645e+00 
1.775850e-02   1.204645e+00 
2.234439e-02   1.205763e+00 
2.234439e-02   1.205763e+00 
2.234439e-02   1.205763e+00 
2.234439e-02   1.205763e+00 
2.234439e-02   1.205763e+00 
2.774042e-02   1.206743e+00 
2.774042e-02   1.206743e+00 
2.774042e-02   1.206743e+00 
2.774042e-02   1.206743e+00 
3.227383e-02   1.207393e+00 
3.227383e-02   1.207393e+00 
3.227383e-02   1.207393e+00 
3.556448e-02   1.207789e+00 
3.828064e-02   1.208042e+00 
3.828064e-02   1.208042e+00 
4.070699e-02   1.208273e+00 
4.297061e-02   1.208470e+00 
4.513887e-02   1.208610e+00 
4.725218e-02   1.208779e+00 
4.933710e-02   1.208905e+00 
5.141236e-02   1.209067e+00 
5.349195e-02   1.209151e+00 
5.558680e-02   1.209273e+00 
5.985663e-02   1.209463e+00 
6.204570e-02   1.209566e+00 
6.427893e-02   1.209655e+00 
6.889898e-02   1.209816e+00 
7.129553e-02   1.209885e+00 
7.375587e-02   1.209934e+00 
7.888541e-02   1.210076e+00 
8.156313e-02   1.210141e+00 
8.432174e-02   1.210215e+00 
9.009814e-02   1.210326e+00 
9.312418e-02   1.210367e+00 
9.947255e-02   1.210487e+00 
1.028031e-01   1.210504e+00 
1.097978e-01   1.210605e+00 
1.134703e-01   1.210633e+00 
1.172652e-01   1.210676e+00 
1.252394e-01   1.210739e+00 
1.294275e-01   1.210789e+00 
1.382286e-01   1.210850e+00 
1.428512e-01   1.210884e+00 
1.476284e-01   1.210911e+00 
1.576682e-01   1.210929e+00 
1.629425e-01   1.210962e+00 
1.740319e-01   1.210996e+00 
1.798615e-01   1.211026e+00 
1.921320e-01   1.211080e+00 
1.985922e-01   1.211064e+00 
2.052836e-01   1.211105e+00 
2.194129e-01   1.211105e+00 
2.268813e-01   1.211131e+00 
2.427195e-01   1.211180e+00 
2.511356e-01   1.211183e+00 
2.599203e-01   1.211184e+00 
2.787383e-01   1.211218e+00 
2.888606e-01   1.211230e+00 
2.995334e-01   1.211235e+00 
3.108290e-01   1.211242e+00 
3.356724e-01   1.211265e+00 
3.494814e-01   1.211270e+00 
3.644590e-01   1.211279e+00 
3.808693e-01   1.211288e+00 
3.990826e-01   1.211294e+00 
