k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   5.752209e-01 
1.120492e-02   5.754399e-01 
1.120492e-02   5.754399e-01 
1.120492e-02   5.754399e-01 
1.120492e-02   5.754399e-01 
1.120492e-02   5.754399e-01 
1.410615e-02   5.757254e-01 
1.410615e-02   5.757254e-01 
1.410615e-02   5.757254e-01 
1.410615e-02   5.757254e-01 
1.775850e-02   5.759527e-01 
1.775850e-02   5.759527e-01 
1.775850e-02   5.759527e-01 
1.775850e-02   5.759527e-01 
1.775850e-02   5.759527e-01 
2.234439e-02   5.762329e-01 
2.234439e-02   5.762329e-01 
2.234439e-02   5.762329e-01 
2.234439e-02   5.762329e-01 
2.234439e-02   5.762329e-01 
2.774042e-02   5.763879e-01 
2.774042e-02   5.763879e-01 
2.774042e-02   5.763879e-01 
2.774042e-02   5.763879e-01 
3.227383e-02   5.765087e-01 
3.227383e-02   5.765087e-01 
3.227383e-02   5.765087e-01 
3.556448e-02   5.764754e-01 
3.828064e-02   5.765591e-01 
3.828064e-02   5.765591e-01 
4.070699e-02   5.766100e-01 
4.297061e-02   5.766605e-01 
4.513887e-02   5.766054e-01 
4.725218e-02   5.766881e-01 
4.933710e-02   5.766776e-01 
5.141236e-02   5.766891e-01 
5.349195e-02   5.767278e-01 
5.558680e-02   5.767840e-01 
5.985663e-02   5.767909e-01 
6.204570e-02   5.768354e-01 
6.427893e-02   5.768545e-01 
6.889898e-02   5.768789e-01 
7.129553e-02   5.768726e-01 
7.375587e-02   5.768190e-01 
7.888541e-02   5.768575e-01 
8.156313e-02   5.768772e-01 
8.432174e-02   5.769231e-01 
9.009814e-02   5.769358e-01 
9.312418e-02   5.769133e-01 
9.947255e-02   5.768684e-01 
1.028031e-01   5.769100e-01 
1.097978e-01   5.769655e-01 
1.134703e-01   5.769356e-01 
1.172652e-01   5.769534e-01 
1.252394e-01   5.769393e-01 
1.294275e-01   5.768774e-01 
1.382286e-01   5.768843e-01 
1.428512e-01   5.769032e-01 
1.476284e-01   5.769075e-01 
1.576682e-01   5.769379e-01 
1.629425e-01   5.769670e-01 
1.740319e-01   5.769496e-01 
1.798615e-01   5.769829e-01 
1.921320e-01   5.769176e-01 
1.985922e-01   5.769408e-01 
2.052836e-01   5.770149e-01 
2.194129e-01   5.769352e-01 
2.268813e-01   5.769711e-01 
2.427195e-01   5.769275e-01 
2.511356e-01   5.770188e-01 
2.599203e-01   5.769935e-01 
2.787383e-01   5.769158e-01 
2.888606e-01   5.769244e-01 
2.995334e-01   5.770305e-01 
3.108290e-01   5.770260e-01 
3.356724e-01   5.769309e-01 
3.494814e-01   5.769249e-01 
3.644590e-01   5.769314e-01 
3.808693e-01   5.769369e-01 
3.990826e-01   5.769366e-01 
