k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
2.5992e-01	 1.6946e+03	 1.0704e+04	 6.7605e+04 
2.7874e-01	 1.4653e+03	 9.2540e+03	 5.8444e+04 
2.8886e-01	 1.3581e+03	 8.5773e+03	 5.4171e+04 
2.9953e-01	 1.2613e+03	 7.9658e+03	 5.0309e+04 
3.1083e-01	 1.1695e+03	 7.3860e+03	 4.6647e+04 
3.3567e-01	 9.9197e+02	 6.2651e+03	 3.9570e+04 
3.4948e-01	 9.1149e+02	 5.7568e+03	 3.6359e+04 
3.6446e-01	 8.3315e+02	 5.2621e+03	 3.3235e+04 
3.8087e-01	 7.5732e+02	 4.7832e+03	 3.0211e+04 
3.9908e-01	 6.8476e+02	 4.3250e+03	 2.7317e+04 
