k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 7.1681e+04	 6.6652e+04 
1.1205e-02	 7.8606e+04	 7.3143e+04	 6.8060e+04 
1.1205e-02	 7.8606e+04	 7.3143e+04	 6.8060e+04 
1.1205e-02	 7.8606e+04	 7.3143e+04	 6.8060e+04 
1.1205e-02	 7.8606e+04	 7.3143e+04	 6.8060e+04 
1.1205e-02	 7.8606e+04	 7.3143e+04	 6.8060e+04 
1.4106e-02	 7.5862e+04	 7.0644e+04	 6.5785e+04 
1.4106e-02	 7.5862e+04	 7.0644e+04	 6.5785e+04 
1.4106e-02	 7.5862e+04	 7.0644e+04	 6.5785e+04 
1.4106e-02	 7.5862e+04	 7.0644e+04	 6.5785e+04 
1.7758e-02	 6.8403e+04	 6.3751e+04	 5.9415e+04 
1.7758e-02	 6.8403e+04	 6.3751e+04	 5.9415e+04 
1.7758e-02	 6.8403e+04	 6.3751e+04	 5.9415e+04 
1.7758e-02	 6.8403e+04	 6.3751e+04	 5.9415e+04 
1.7758e-02	 6.8403e+04	 6.3751e+04	 5.9415e+04 
2.2344e-02	 5.7387e+04	 5.3528e+04	 4.9929e+04 
2.2344e-02	 5.7387e+04	 5.3528e+04	 4.9929e+04 
2.2344e-02	 5.7387e+04	 5.3528e+04	 4.9929e+04 
2.2344e-02	 5.7387e+04	 5.3528e+04	 4.9929e+04 
2.2344e-02	 5.7387e+04	 5.3528e+04	 4.9929e+04 
2.7740e-02	 4.6538e+04	 4.3441e+04	 4.0550e+04 
2.7740e-02	 4.6538e+04	 4.3441e+04	 4.0550e+04 
2.7740e-02	 4.6538e+04	 4.3441e+04	 4.0550e+04 
2.7740e-02	 4.6538e+04	 4.3441e+04	 4.0550e+04 
3.2274e-02	 4.0369e+04	 3.7701e+04	 3.5209e+04 
3.2274e-02	 4.0369e+04	 3.7701e+04	 3.5209e+04 
3.2274e-02	 4.0369e+04	 3.7701e+04	 3.5209e+04 
3.5564e-02	 3.7320e+04	 3.4864e+04	 3.2569e+04 
3.8281e-02	 3.5407e+04	 3.3084e+04	 3.0913e+04 
3.8281e-02	 3.5407e+04	 3.3084e+04	 3.0913e+04 
4.0707e-02	 3.3957e+04	 3.1735e+04	 2.9658e+04 
4.2971e-02	 3.2689e+04	 3.0554e+04	 2.8558e+04 
4.5139e-02	 3.1461e+04	 2.9410e+04	 2.7492e+04 
4.7252e-02	 3.0199e+04	 2.8233e+04	 2.6396e+04 
4.9337e-02	 2.8867e+04	 2.6991e+04	 2.5236e+04 
5.1412e-02	 2.7456e+04	 2.5674e+04	 2.4007e+04 
5.3492e-02	 2.5978e+04	 2.4293e+04	 2.2718e+04 
5.5587e-02	 2.4458e+04	 2.2874e+04	 2.1393e+04 
5.9857e-02	 2.1447e+04	 2.0061e+04	 1.8765e+04 
6.2046e-02	 2.0038e+04	 1.8744e+04	 1.7535e+04 
6.4279e-02	 1.8744e+04	 1.7535e+04	 1.6404e+04 
6.8899e-02	 1.6601e+04	 1.5533e+04	 1.4533e+04 
7.1296e-02	 1.5773e+04	 1.4758e+04	 1.3809e+04 
7.3756e-02	 1.5096e+04	 1.4126e+04	 1.3218e+04 
7.8885e-02	 1.4089e+04	 1.3185e+04	 1.2339e+04 
8.1563e-02	 1.3676e+04	 1.2799e+04	 1.1978e+04 
8.4322e-02	 1.3261e+04	 1.2411e+04	 1.1616e+04 
9.0098e-02	 1.2259e+04	 1.1474e+04	 1.0740e+04 
9.3124e-02	 1.1630e+04	 1.0886e+04	 1.0190e+04 
9.9473e-02	 1.0180e+04	 9.5298e+03	 8.9210e+03 
1.0280e-01	 9.4432e+03	 8.8401e+03	 8.2756e+03 
1.0980e-01	 8.1814e+03	 7.6595e+03	 7.1709e+03 
1.1347e-01	 7.7135e+03	 7.2217e+03	 6.7613e+03 
1.1727e-01	 7.3531e+03	 6.8845e+03	 6.4458e+03 
1.2524e-01	 6.8165e+03	 6.3824e+03	 5.9759e+03 
1.2943e-01	 6.5459e+03	 6.1292e+03	 5.7391e+03 
1.3823e-01	 5.8367e+03	 5.4655e+03	 5.1178e+03 
1.4285e-01	 5.4207e+03	 5.0759e+03	 4.7531e+03 
1.4763e-01	 5.0161e+03	 4.6972e+03	 4.3986e+03 
1.5767e-01	 4.3790e+03	 4.1008e+03	 3.8402e+03 
1.6294e-01	 4.1583e+03	 3.8942e+03	 3.6469e+03 
1.7403e-01	 3.7760e+03	 3.5362e+03	 3.3117e+03 
1.7986e-01	 3.5543e+03	 3.3287e+03	 3.1175e+03 
