k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.9213e-01	 3.0681e+03	 2.8734e+03	 2.6911e+03 
1.9859e-01	 2.8583e+03	 2.6770e+03	 2.5071e+03 
2.0528e-01	 2.6877e+03	 2.5173e+03	 2.3576e+03 
2.1941e-01	 2.3955e+03	 2.2436e+03	 2.1014e+03 
2.2688e-01	 2.2386e+03	 2.0966e+03	 1.9637e+03 
2.4272e-01	 1.9333e+03	 1.8108e+03	 1.6960e+03 
2.5114e-01	 1.8084e+03	 1.6938e+03	 1.5865e+03 
2.5992e-01	 1.6946e+03	 1.5873e+03	 1.4867e+03 
2.7874e-01	 1.4653e+03	 1.3725e+03	 1.2855e+03 
2.8886e-01	 1.3581e+03	 1.2721e+03	 1.1915e+03 
2.9953e-01	 1.2613e+03	 1.1814e+03	 1.1066e+03 
3.1083e-01	 1.1695e+03	 1.0954e+03	 1.0261e+03 
3.3567e-01	 9.9197e+02	 9.2917e+02	 8.7034e+02 
3.4948e-01	 9.1149e+02	 8.5379e+02	 7.9974e+02 
3.6446e-01	 8.3315e+02	 7.8041e+02	 7.3101e+02 
3.8087e-01	 7.5732e+02	 7.0938e+02	 6.6448e+02 
3.9908e-01	 6.8476e+02	 6.4142e+02	 6.0083e+02 
