k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.2943e-01	 6.5459e+03	 2.3890e+04	 8.7189e+04 
1.3823e-01	 5.8367e+03	 2.1303e+04	 7.7752e+04 
1.4285e-01	 5.4207e+03	 1.9785e+04	 7.2216e+04 
1.4763e-01	 5.0161e+03	 1.8309e+04	 6.6829e+04 
1.5767e-01	 4.3790e+03	 1.5983e+04	 5.8333e+04 
1.6294e-01	 4.1583e+03	 1.5178e+04	 5.5400e+04 
1.7403e-01	 3.7760e+03	 1.3783e+04	 5.0307e+04 
1.7986e-01	 3.5543e+03	 1.2974e+04	 4.7359e+04 
1.9213e-01	 3.0681e+03	 1.1200e+04	 4.0889e+04 
1.9859e-01	 2.8583e+03	 1.0435e+04	 3.8095e+04 
2.0528e-01	 2.6877e+03	 9.8119e+03	 3.5819e+04 
2.1941e-01	 2.3955e+03	 8.7457e+03	 3.1930e+04 
2.2688e-01	 2.2386e+03	 8.1720e+03	 2.9832e+04 
2.4272e-01	 1.9333e+03	 7.0584e+03	 2.5770e+04 
2.5114e-01	 1.8084e+03	 6.6023e+03	 2.4104e+04 
2.5992e-01	 1.6946e+03	 6.1868e+03	 2.2587e+04 
2.7874e-01	 1.4653e+03	 5.3498e+03	 1.9532e+04 
2.8886e-01	 1.3581e+03	 4.9586e+03	 1.8104e+04 
2.9953e-01	 1.2613e+03	 4.6051e+03	 1.6814e+04 
3.1083e-01	 1.1695e+03	 4.2699e+03	 1.5590e+04 
3.3567e-01	 9.9197e+02	 3.6219e+03	 1.3224e+04 
3.4948e-01	 9.1149e+02	 3.3281e+03	 1.2151e+04 
3.6446e-01	 8.3315e+02	 3.0421e+03	 1.1107e+04 
3.8087e-01	 7.5732e+02	 2.7652e+03	 1.0097e+04 
3.9908e-01	 6.8476e+02	 2.5003e+03	 9.1294e+03 
