k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 6.3611e+04	 5.2490e+04 
1.1205e-02	 7.8606e+04	 6.4906e+04	 5.3593e+04 
1.1205e-02	 7.8606e+04	 6.4906e+04	 5.3593e+04 
1.1205e-02	 7.8606e+04	 6.4906e+04	 5.3593e+04 
1.1205e-02	 7.8606e+04	 6.4906e+04	 5.3593e+04 
1.1205e-02	 7.8606e+04	 6.4906e+04	 5.3593e+04 
1.4106e-02	 7.5862e+04	 6.2684e+04	 5.1795e+04 
1.4106e-02	 7.5862e+04	 6.2684e+04	 5.1795e+04 
1.4106e-02	 7.5862e+04	 6.2684e+04	 5.1795e+04 
1.4106e-02	 7.5862e+04	 6.2684e+04	 5.1795e+04 
1.7758e-02	 6.8403e+04	 5.6564e+04	 4.6775e+04 
1.7758e-02	 6.8403e+04	 5.6564e+04	 4.6775e+04 
1.7758e-02	 6.8403e+04	 5.6564e+04	 4.6775e+04 
1.7758e-02	 6.8403e+04	 5.6564e+04	 4.6775e+04 
1.7758e-02	 6.8403e+04	 5.6564e+04	 4.6775e+04 
2.2344e-02	 5.7387e+04	 4.7492e+04	 3.9303e+04 
2.2344e-02	 5.7387e+04	 4.7492e+04	 3.9303e+04 
2.2344e-02	 5.7387e+04	 4.7492e+04	 3.9303e+04 
2.2344e-02	 5.7387e+04	 4.7492e+04	 3.9303e+04 
2.2344e-02	 5.7387e+04	 4.7492e+04	 3.9303e+04 
2.7740e-02	 4.6538e+04	 3.8541e+04	 3.1918e+04 
2.7740e-02	 4.6538e+04	 3.8541e+04	 3.1918e+04 
2.7740e-02	 4.6538e+04	 3.8541e+04	 3.1918e+04 
2.7740e-02	 4.6538e+04	 3.8541e+04	 3.1918e+04 
3.2274e-02	 4.0369e+04	 3.3447e+04	 2.7712e+04 
3.2274e-02	 4.0369e+04	 3.3447e+04	 2.7712e+04 
3.2274e-02	 4.0369e+04	 3.3447e+04	 2.7712e+04 
3.5564e-02	 3.7320e+04	 3.0930e+04	 2.5634e+04 
3.8281e-02	 3.5407e+04	 2.9351e+04	 2.4331e+04 
3.8281e-02	 3.5407e+04	 2.9351e+04	 2.4331e+04 
