k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
4.0707e-02	 3.3957e+04	 2.8154e+04	 2.3342e+04 
4.2971e-02	 3.2689e+04	 2.7106e+04	 2.2476e+04 
4.5139e-02	 3.1461e+04	 2.6090e+04	 2.1636e+04 
4.7252e-02	 3.0199e+04	 2.5047e+04	 2.0774e+04 
4.9337e-02	 2.8867e+04	 2.3945e+04	 1.9862e+04 
5.1412e-02	 2.7456e+04	 2.2776e+04	 1.8893e+04 
5.3492e-02	 2.5978e+04	 2.1551e+04	 1.7878e+04 
5.5587e-02	 2.4458e+04	 2.0293e+04	 1.6836e+04 
5.9857e-02	 2.1447e+04	 1.7797e+04	 1.4768e+04 
6.2046e-02	 2.0038e+04	 1.6628e+04	 1.3799e+04 
6.4279e-02	 1.8744e+04	 1.5555e+04	 1.2909e+04 
6.8899e-02	 1.6601e+04	 1.3779e+04	 1.1437e+04 
7.1296e-02	 1.5773e+04	 1.3092e+04	 1.0867e+04 
7.3756e-02	 1.5096e+04	 1.2531e+04	 1.0402e+04 
7.8885e-02	 1.4089e+04	 1.1696e+04	 9.7101e+03 
8.1563e-02	 1.3676e+04	 1.1354e+04	 9.4266e+03 
8.4322e-02	 1.3261e+04	 1.1010e+04	 9.1410e+03 
9.0098e-02	 1.2259e+04	 1.0179e+04	 8.4515e+03 
9.3124e-02	 1.1630e+04	 9.6569e+03	 8.0187e+03 
9.9473e-02	 1.0180e+04	 8.4537e+03	 7.0200e+03 
1.0280e-01	 9.4432e+03	 7.8422e+03	 6.5126e+03 
1.0980e-01	 8.1814e+03	 6.7946e+03	 5.6429e+03 
1.1347e-01	 7.7135e+03	 6.4063e+03	 5.3206e+03 
1.1727e-01	 7.3531e+03	 6.1071e+03	 5.0723e+03 
1.2524e-01	 6.8165e+03	 5.6618e+03	 4.7027e+03 
1.2943e-01	 6.5459e+03	 5.4371e+03	 4.5161e+03 
1.3823e-01	 5.8367e+03	 4.8483e+03	 4.0272e+03 
1.4285e-01	 5.4207e+03	 4.5027e+03	 3.7402e+03 
1.4763e-01	 5.0161e+03	 4.1667e+03	 3.4612e+03 
1.5767e-01	 4.3790e+03	 3.6376e+03	 3.0218e+03 
1.6294e-01	 4.1583e+03	 3.4545e+03	 2.8698e+03 
1.7403e-01	 3.7760e+03	 3.1370e+03	 2.6061e+03 
1.7986e-01	 3.5543e+03	 2.9528e+03	 2.4531e+03 
1.9213e-01	 3.0681e+03	 2.5489e+03	 2.1176e+03 
1.9859e-01	 2.8583e+03	 2.3746e+03	 1.9728e+03 
2.0528e-01	 2.6877e+03	 2.2330e+03	 1.8552e+03 
2.1941e-01	 2.3955e+03	 1.9902e+03	 1.6535e+03 
2.2688e-01	 2.2386e+03	 1.8599e+03	 1.5453e+03 
2.4272e-01	 1.9333e+03	 1.6063e+03	 1.3346e+03 
2.5114e-01	 1.8084e+03	 1.5026e+03	 1.2484e+03 
2.5992e-01	 1.6946e+03	 1.4080e+03	 1.1699e+03 
2.7874e-01	 1.4653e+03	 1.2175e+03	 1.0116e+03 
2.8886e-01	 1.3581e+03	 1.1284e+03	 9.3759e+02 
2.9953e-01	 1.2613e+03	 1.0480e+03	 8.7078e+02 
3.1083e-01	 1.1695e+03	 9.7173e+02	 8.0741e+02 
3.3567e-01	 9.9197e+02	 8.2423e+02	 6.8486e+02 
3.4948e-01	 9.1149e+02	 7.5737e+02	 6.2931e+02 
3.6446e-01	 8.3315e+02	 6.9228e+02	 5.7522e+02 
3.8087e-01	 7.5732e+02	 6.2927e+02	 5.2287e+02 
3.9908e-01	 6.8476e+02	 5.6898e+02	 4.7278e+02 
