k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
9.3124e-02	 1.1630e+04	 1.4076e+04	 1.7037e+04 
9.9473e-02	 1.0180e+04	 1.2323e+04	 1.4917e+04 
1.0280e-01	 9.4432e+03	 1.1431e+04	 1.3837e+04 
1.0980e-01	 8.1814e+03	 9.9044e+03	 1.1990e+04 
1.1347e-01	 7.7135e+03	 9.3382e+03	 1.1305e+04 
1.1727e-01	 7.3531e+03	 8.9022e+03	 1.0778e+04 
1.2524e-01	 6.8165e+03	 8.2530e+03	 9.9922e+03 
1.2943e-01	 6.5459e+03	 7.9258e+03	 9.5964e+03 
1.3823e-01	 5.8367e+03	 7.0674e+03	 8.5576e+03 
1.4285e-01	 5.4207e+03	 6.5638e+03	 7.9480e+03 
1.4763e-01	 5.0161e+03	 6.0740e+03	 7.3551e+03 
1.5767e-01	 4.3790e+03	 5.3027e+03	 6.4211e+03 
1.6294e-01	 4.1583e+03	 5.0355e+03	 6.0978e+03 
1.7403e-01	 3.7760e+03	 4.5727e+03	 5.5375e+03 
1.7986e-01	 3.5543e+03	 4.3044e+03	 5.2127e+03 
1.9213e-01	 3.0681e+03	 3.7157e+03	 4.5000e+03 
1.9859e-01	 2.8583e+03	 3.4616e+03	 4.1922e+03 
2.0528e-01	 2.6877e+03	 3.2551e+03	 3.9423e+03 
2.1941e-01	 2.3955e+03	 2.9012e+03	 3.5137e+03 
2.2688e-01	 2.2386e+03	 2.7112e+03	 3.2836e+03 
2.4272e-01	 1.9333e+03	 2.3416e+03	 2.8361e+03 
2.5114e-01	 1.8084e+03	 2.1903e+03	 2.6529e+03 
2.5992e-01	 1.6946e+03	 2.0525e+03	 2.4860e+03 
2.7874e-01	 1.4653e+03	 1.7748e+03	 2.1496e+03 
2.8886e-01	 1.3581e+03	 1.6450e+03	 1.9924e+03 
2.9953e-01	 1.2613e+03	 1.5277e+03	 1.8504e+03 
3.1083e-01	 1.1695e+03	 1.4165e+03	 1.7158e+03 
3.3567e-01	 9.9197e+02	 1.2015e+03	 1.4554e+03 
3.4948e-01	 9.1149e+02	 1.1041e+03	 1.3373e+03 
3.6446e-01	 8.3315e+02	 1.0092e+03	 1.2224e+03 
3.8087e-01	 7.5732e+02	 9.1733e+02	 1.1112e+03 
3.9908e-01	 6.8476e+02	 8.2945e+02	 1.0047e+03 
