k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 1.2187e+05	 1.9267e+05 
1.1205e-02	 7.8606e+04	 1.2438e+05	 1.9681e+05 
1.1205e-02	 7.8606e+04	 1.2438e+05	 1.9681e+05 
1.1205e-02	 7.8606e+04	 1.2438e+05	 1.9681e+05 
1.1205e-02	 7.8606e+04	 1.2438e+05	 1.9681e+05 
1.1205e-02	 7.8606e+04	 1.2438e+05	 1.9681e+05 
1.4106e-02	 7.5862e+04	 1.2016e+05	 1.9032e+05 
1.4106e-02	 7.5862e+04	 1.2016e+05	 1.9032e+05 
1.4106e-02	 7.5862e+04	 1.2016e+05	 1.9032e+05 
1.4106e-02	 7.5862e+04	 1.2016e+05	 1.9032e+05 
1.7758e-02	 6.8403e+04	 1.0845e+05	 1.7195e+05 
1.7758e-02	 6.8403e+04	 1.0845e+05	 1.7195e+05 
1.7758e-02	 6.8403e+04	 1.0845e+05	 1.7195e+05 
1.7758e-02	 6.8403e+04	 1.0845e+05	 1.7195e+05 
1.7758e-02	 6.8403e+04	 1.0845e+05	 1.7195e+05 
2.2344e-02	 5.7387e+04	 9.1079e+04	 1.4455e+05 
2.2344e-02	 5.7387e+04	 9.1079e+04	 1.4455e+05 
2.2344e-02	 5.7387e+04	 9.1079e+04	 1.4455e+05 
2.2344e-02	 5.7387e+04	 9.1079e+04	 1.4455e+05 
2.2344e-02	 5.7387e+04	 9.1079e+04	 1.4455e+05 
2.7740e-02	 4.6538e+04	 7.3925e+04	 1.1743e+05 
2.7740e-02	 4.6538e+04	 7.3925e+04	 1.1743e+05 
2.7740e-02	 4.6538e+04	 7.3925e+04	 1.1743e+05 
2.7740e-02	 4.6538e+04	 7.3925e+04	 1.1743e+05 
3.2274e-02	 4.0369e+04	 6.4162e+04	 1.0198e+05 
3.2274e-02	 4.0369e+04	 6.4162e+04	 1.0198e+05 
3.2274e-02	 4.0369e+04	 6.4162e+04	 1.0198e+05 
3.5564e-02	 3.7320e+04	 5.9334e+04	 9.4333e+04 
3.8281e-02	 3.5407e+04	 5.6308e+04	 8.9546e+04 
3.8281e-02	 3.5407e+04	 5.6308e+04	 8.9546e+04 
4.0707e-02	 3.3957e+04	 5.4013e+04	 8.5914e+04 
4.2971e-02	 3.2689e+04	 5.2005e+04	 8.2735e+04 
4.5139e-02	 3.1461e+04	 5.0056e+04	 7.9643e+04 
4.7252e-02	 3.0199e+04	 4.8057e+04	 7.6474e+04 
4.9337e-02	 2.8867e+04	 4.5942e+04	 7.3116e+04 
5.1412e-02	 2.7456e+04	 4.3701e+04	 6.9557e+04 
5.3492e-02	 2.5978e+04	 4.1352e+04	 6.5827e+04 
5.5587e-02	 2.4458e+04	 3.8938e+04	 6.1991e+04 
5.9857e-02	 2.1447e+04	 3.4150e+04	 5.4376e+04 
6.2046e-02	 2.0038e+04	 3.1909e+04	 5.0813e+04 
6.4279e-02	 1.8744e+04	 2.9851e+04	 4.7539e+04 
6.8899e-02	 1.6601e+04	 2.6442e+04	 4.2118e+04 
7.1296e-02	 1.5773e+04	 2.5124e+04	 4.0020e+04 
7.3756e-02	 1.5096e+04	 2.4047e+04	 3.8305e+04 
7.8885e-02	 1.4089e+04	 2.2445e+04	 3.5758e+04 
8.1563e-02	 1.3676e+04	 2.1789e+04	 3.4715e+04 
8.4322e-02	 1.3261e+04	 2.1129e+04	 3.3666e+04 
9.0098e-02	 1.2259e+04	 1.9534e+04	 3.1128e+04 
9.3124e-02	 1.1630e+04	 1.8532e+04	 2.9532e+04 
9.9473e-02	 1.0180e+04	 1.6223e+04	 2.5854e+04 
1.0280e-01	 9.4432e+03	 1.5050e+04	 2.3985e+04 
1.0980e-01	 8.1814e+03	 1.3040e+04	 2.0785e+04 
1.1347e-01	 7.7135e+03	 1.2295e+04	 1.9597e+04 
1.1727e-01	 7.3531e+03	 1.1721e+04	 1.8682e+04 
1.2524e-01	 6.8165e+03	 1.0866e+04	 1.7321e+04 
1.2943e-01	 6.5459e+03	 1.0434e+04	 1.6633e+04 
1.3823e-01	 5.8367e+03	 9.3044e+03	 1.4832e+04 
