k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.4285e-01	 5.4207e+03	 8.6414e+03	 1.3776e+04 
1.4763e-01	 5.0161e+03	 7.9967e+03	 1.2748e+04 
1.5767e-01	 4.3790e+03	 6.9814e+03	 1.1131e+04 
1.6294e-01	 4.1583e+03	 6.6298e+03	 1.0570e+04 
1.7403e-01	 3.7760e+03	 6.0204e+03	 9.5989e+03 
1.7986e-01	 3.5543e+03	 5.6672e+03	 9.0361e+03 
1.9213e-01	 3.0681e+03	 4.8919e+03	 7.7998e+03 
1.9859e-01	 2.8583e+03	 4.5575e+03	 7.2668e+03 
2.0528e-01	 2.6877e+03	 4.2858e+03	 6.8340e+03 
2.1941e-01	 2.3955e+03	 3.8197e+03	 6.0907e+03 
2.2688e-01	 2.2386e+03	 3.5696e+03	 5.6920e+03 
2.4272e-01	 1.9333e+03	 3.0828e+03	 4.9157e+03 
2.5114e-01	 1.8084e+03	 2.8839e+03	 4.5988e+03 
2.5992e-01	 1.6946e+03	 2.7024e+03	 4.3094e+03 
2.7874e-01	 1.4653e+03	 2.3366e+03	 3.7259e+03 
2.8886e-01	 1.3581e+03	 2.1657e+03	 3.4535e+03 
2.9953e-01	 1.2613e+03	 2.0115e+03	 3.2078e+03 
3.1083e-01	 1.1695e+03	 1.8651e+03	 2.9743e+03 
3.3567e-01	 9.9197e+02	 1.5819e+03	 2.5226e+03 
3.4948e-01	 9.1149e+02	 1.4535e+03	 2.3180e+03 
3.6446e-01	 8.3315e+02	 1.3286e+03	 2.1188e+03 
3.8087e-01	 7.5732e+02	 1.2077e+03	 1.9260e+03 
3.9908e-01	 6.8476e+02	 1.0920e+03	 1.7415e+03 
