k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   3.687637e+00 
1.120492e-02   3.689759e+00 
1.120492e-02   3.689759e+00 
1.120492e-02   3.689759e+00 
1.120492e-02   3.689759e+00 
1.120492e-02   3.689759e+00 
1.410615e-02   3.690842e+00 
1.410615e-02   3.690842e+00 
1.410615e-02   3.690842e+00 
1.410615e-02   3.690842e+00 
1.775850e-02   3.692294e+00 
1.775850e-02   3.692294e+00 
1.775850e-02   3.692294e+00 
1.775850e-02   3.692294e+00 
1.775850e-02   3.692294e+00 
2.234439e-02   3.694083e+00 
2.234439e-02   3.694083e+00 
2.234439e-02   3.694083e+00 
2.234439e-02   3.694083e+00 
2.234439e-02   3.694083e+00 
2.774042e-02   3.695066e+00 
2.774042e-02   3.695066e+00 
2.774042e-02   3.695066e+00 
2.774042e-02   3.695066e+00 
3.227383e-02   3.695843e+00 
3.227383e-02   3.695843e+00 
3.227383e-02   3.695843e+00 
3.556448e-02   3.696374e+00 
3.828064e-02   3.696167e+00 
3.828064e-02   3.696167e+00 
4.070699e-02   3.696493e+00 
4.297061e-02   3.696817e+00 
4.513887e-02   3.697224e+00 
4.725218e-02   3.696994e+00 
4.933710e-02   3.696927e+00 
5.141236e-02   3.697746e+00 
5.349195e-02   3.697995e+00 
5.558680e-02   3.697611e+00 
5.985663e-02   3.697640e+00 
6.204570e-02   3.697943e+00 
6.427893e-02   3.698049e+00 
6.889898e-02   3.698206e+00 
7.129553e-02   3.698166e+00 
7.375587e-02   3.698568e+00 
7.888541e-02   3.698085e+00 
8.156313e-02   3.698193e+00 
8.432174e-02   3.698504e+00 
9.009814e-02   3.698585e+00 
9.312418e-02   3.698425e+00 
9.947255e-02   3.698885e+00 
1.028031e-01   3.698422e+00 
1.097978e-01   3.698763e+00 
1.134703e-01   3.698571e+00 
1.172652e-01   3.698701e+00 
1.252394e-01   3.698593e+00 
1.294275e-01   3.698958e+00 
1.382286e-01   3.698987e+00 
1.428512e-01   3.699125e+00 
1.476284e-01   3.699153e+00 
1.576682e-01   3.698586e+00 
1.629425e-01   3.698788e+00 
1.740319e-01   3.698660e+00 
1.798615e-01   3.698873e+00 
1.921320e-01   3.699218e+00 
1.985922e-01   3.699367e+00 
2.052836e-01   3.699095e+00 
2.194129e-01   3.699330e+00 
2.268813e-01   3.698814e+00 
2.427195e-01   3.699282e+00 
2.511356e-01   3.699120e+00 
2.599203e-01   3.698958e+00 
2.787383e-01   3.699207e+00 
2.888606e-01   3.699262e+00 
2.995334e-01   3.699195e+00 
3.108290e-01   3.699167e+00 
3.356724e-01   3.699303e+00 
3.494814e-01   3.699265e+00 
3.644590e-01   3.699307e+00 
3.808693e-01   3.699342e+00 
3.990826e-01   3.699340e+00 
