k_long[1/Mpc]   bias Lagrangian 
8.900381e-03   -9.141889e-03 
1.120492e-02   -9.145394e-03 
1.120492e-02   -9.145394e-03 
1.120492e-02   -9.145394e-03 
1.120492e-02   -9.145394e-03 
1.120492e-02   -9.145394e-03 
1.410615e-02   -9.149920e-03 
1.410615e-02   -9.149920e-03 
1.410615e-02   -9.149920e-03 
1.410615e-02   -9.149920e-03 
1.775850e-02   -9.153525e-03 
1.775850e-02   -9.153525e-03 
1.775850e-02   -9.153525e-03 
1.775850e-02   -9.153525e-03 
1.775850e-02   -9.153525e-03 
2.234439e-02   -9.156174e-03 
2.234439e-02   -9.156174e-03 
2.234439e-02   -9.156174e-03 
2.234439e-02   -9.156174e-03 
2.234439e-02   -9.156174e-03 
2.774042e-02   -9.158628e-03 
2.774042e-02   -9.158628e-03 
2.774042e-02   -9.158628e-03 
2.774042e-02   -9.158628e-03 
3.227383e-02   -9.160545e-03 
3.227383e-02   -9.160545e-03 
3.227383e-02   -9.160545e-03 
3.556448e-02   -9.161859e-03 
3.828064e-02   -9.163190e-03 
3.828064e-02   -9.163190e-03 
4.070699e-02   -9.162152e-03 
4.297061e-02   -9.162956e-03 
4.513887e-02   -9.163965e-03 
4.725218e-02   -9.163393e-03 
4.933710e-02   -9.163225e-03 
5.141236e-02   -9.165254e-03 
5.349195e-02   -9.165911e-03 
5.558680e-02   -9.166762e-03 
5.985663e-02   -9.166870e-03 
6.204570e-02   -9.165769e-03 
6.427893e-02   -9.166031e-03 
6.889898e-02   -9.166416e-03 
7.129553e-02   -9.166317e-03 
7.375587e-02   -9.167316e-03 
7.888541e-02   -9.167970e-03 
8.156313e-02   -9.168241e-03 
8.432174e-02   -9.167122e-03 
9.009814e-02   -9.167324e-03 
9.312418e-02   -9.166966e-03 
9.947255e-02   -9.168101e-03 
1.028031e-01   -9.168802e-03 
1.097978e-01   -9.167792e-03 
1.134703e-01   -9.167316e-03 
1.172652e-01   -9.167641e-03 
1.252394e-01   -9.169270e-03 
1.294275e-01   -9.168286e-03 
1.382286e-01   -9.168354e-03 
1.428512e-01   -9.168694e-03 
1.476284e-01   -9.168762e-03 
1.576682e-01   -9.169246e-03 
1.629425e-01   -9.167856e-03 
1.740319e-01   -9.169392e-03 
1.798615e-01   -9.168070e-03 
1.921320e-01   -9.168924e-03 
1.985922e-01   -9.169292e-03 
2.052836e-01   -9.168617e-03 
2.194129e-01   -9.169203e-03 
2.268813e-01   -9.169774e-03 
2.427195e-01   -9.169081e-03 
2.511356e-01   -9.168679e-03 
2.599203e-01   -9.168278e-03 
2.787383e-01   -9.168895e-03 
2.888606e-01   -9.169031e-03 
2.995334e-01   -9.168866e-03 
3.108290e-01   -9.168795e-03 
3.356724e-01   -9.169135e-03 
3.494814e-01   -9.169039e-03 
3.644590e-01   -9.169143e-03 
3.808693e-01   -9.169230e-03 
3.990826e-01   -9.169226e-03 
