k_long[1/Mpc]   bias Eulerian 
8.900381e-03   1.580946e+00 
1.120492e-02   1.582325e+00 
1.120492e-02   1.582325e+00 
1.120492e-02   1.582325e+00 
1.120492e-02   1.582325e+00 
1.120492e-02   1.582325e+00 
1.410615e-02   1.583890e+00 
1.410615e-02   1.583890e+00 
1.410615e-02   1.583890e+00 
1.410615e-02   1.583890e+00 
1.775850e-02   1.585483e+00 
1.775850e-02   1.585483e+00 
1.775850e-02   1.585483e+00 
1.775850e-02   1.585483e+00 
1.775850e-02   1.585483e+00 
2.234439e-02   1.587109e+00 
2.234439e-02   1.587109e+00 
2.234439e-02   1.587109e+00 
2.234439e-02   1.587109e+00 
2.234439e-02   1.587109e+00 
2.774042e-02   1.588485e+00 
2.774042e-02   1.588485e+00 
2.774042e-02   1.588485e+00 
2.774042e-02   1.588485e+00 
3.227383e-02   1.589407e+00 
3.227383e-02   1.589407e+00 
3.227383e-02   1.589407e+00 
3.556448e-02   1.589857e+00 
3.828064e-02   1.590291e+00 
3.828064e-02   1.590291e+00 
4.070699e-02   1.590622e+00 
4.297061e-02   1.590910e+00 
4.513887e-02   1.591062e+00 
4.725218e-02   1.591331e+00 
4.933710e-02   1.591490e+00 
5.141236e-02   1.591658e+00 
5.349195e-02   1.591842e+00 
5.558680e-02   1.592035e+00 
5.985663e-02   1.592290e+00 
6.204570e-02   1.592449e+00 
6.427893e-02   1.592577e+00 
6.889898e-02   1.592803e+00 
7.129553e-02   1.592890e+00 
7.375587e-02   1.592926e+00 
7.888541e-02   1.593132e+00 
8.156313e-02   1.593230e+00 
8.432174e-02   1.593352e+00 
9.009814e-02   1.593505e+00 
9.312418e-02   1.593548e+00 
9.947255e-02   1.593626e+00 
1.028031e-01   1.593725e+00 
1.097978e-01   1.593889e+00 
1.134703e-01   1.593909e+00 
1.172652e-01   1.593975e+00 
1.252394e-01   1.594050e+00 
1.294275e-01   1.594029e+00 
1.382286e-01   1.594113e+00 
1.428512e-01   1.594168e+00 
1.476284e-01   1.594207e+00 
1.576682e-01   1.594300e+00 
1.629425e-01   1.594359e+00 
1.740319e-01   1.594395e+00 
1.798615e-01   1.594454e+00 
1.921320e-01   1.594434e+00 
1.985922e-01   1.594479e+00 
2.052836e-01   1.594574e+00 
2.194129e-01   1.594531e+00 
2.268813e-01   1.594584e+00 
2.427195e-01   1.594572e+00 
2.511356e-01   1.594679e+00 
2.599203e-01   1.594667e+00 
2.787383e-01   1.594614e+00 
2.888606e-01   1.594635e+00 
2.995334e-01   1.594754e+00 
3.108290e-01   1.594760e+00 
3.356724e-01   1.594685e+00 
3.494814e-01   1.594688e+00 
3.644590e-01   1.594704e+00 
3.808693e-01   1.594719e+00 
3.990826e-01   1.594727e+00 
