k_long[1/Mpc]   bias Eulerian 
8.900381e-03   8.489764e-01 
1.120492e-02   8.495397e-01 
1.120492e-02   8.495397e-01 
1.120492e-02   8.495397e-01 
1.120492e-02   8.495397e-01 
1.120492e-02   8.495397e-01 
1.410615e-02   8.501495e-01 
1.410615e-02   8.501495e-01 
1.410615e-02   8.501495e-01 
1.410615e-02   8.501495e-01 
1.775850e-02   8.508200e-01 
1.775850e-02   8.508200e-01 
1.775850e-02   8.508200e-01 
1.775850e-02   8.508200e-01 
1.775850e-02   8.508200e-01 
2.234439e-02   8.514659e-01 
2.234439e-02   8.514659e-01 
2.234439e-02   8.514659e-01 
2.234439e-02   8.514659e-01 
2.234439e-02   8.514659e-01 
2.774042e-02   8.520784e-01 
2.774042e-02   8.520784e-01 
2.774042e-02   8.520784e-01 
2.774042e-02   8.520784e-01 
3.227383e-02   8.524743e-01 
3.227383e-02   8.524743e-01 
3.227383e-02   8.524743e-01 
3.556448e-02   8.527434e-01 
3.828064e-02   8.529083e-01 
3.828064e-02   8.529083e-01 
4.070699e-02   8.530446e-01 
4.297061e-02   8.531580e-01 
4.513887e-02   8.532836e-01 
4.725218e-02   8.533610e-01 
4.933710e-02   8.534548e-01 
5.141236e-02   8.535039e-01 
5.349195e-02   8.536027e-01 
5.558680e-02   8.536603e-01 
5.985663e-02   8.537916e-01 
6.204570e-02   8.538407e-01 
6.427893e-02   8.538937e-01 
6.889898e-02   8.539951e-01 
7.129553e-02   8.540471e-01 
7.375587e-02   8.541096e-01 
7.888541e-02   8.541890e-01 
8.156313e-02   8.542257e-01 
8.432174e-02   8.542535e-01 
9.009814e-02   8.543254e-01 
9.312418e-02   8.543668e-01 
9.947255e-02   8.544450e-01 
1.028031e-01   8.544646e-01 
1.097978e-01   8.545073e-01 
1.134703e-01   8.545423e-01 
1.172652e-01   8.545632e-01 
1.252394e-01   8.546148e-01 
1.294275e-01   8.546223e-01 
1.382286e-01   8.546618e-01 
1.428512e-01   8.547075e-01 
1.476284e-01   8.547246e-01 
1.576682e-01   8.547502e-01 
1.629425e-01   8.547579e-01 
1.740319e-01   8.547916e-01 
1.798615e-01   8.547959e-01 
1.921320e-01   8.548383e-01 
1.985922e-01   8.548434e-01 
2.052836e-01   8.548342e-01 
2.194129e-01   8.548757e-01 
2.268813e-01   8.548752e-01 
2.427195e-01   8.549041e-01 
2.511356e-01   8.548872e-01 
2.599203e-01   8.549015e-01 
2.787383e-01   8.549049e-01 
2.888606e-01   8.549406e-01 
2.995334e-01   8.549180e-01 
3.108290e-01   8.549251e-01 
3.356724e-01   8.549619e-01 
3.494814e-01   8.549687e-01 
3.644590e-01   8.549719e-01 
3.808693e-01   8.549753e-01 
3.990826e-01   8.549801e-01 
