k_long[1/Mpc]   bias Eulerian 
8.900381e-03   1.877600e+00 
1.120492e-02   1.879306e+00 
1.120492e-02   1.879306e+00 
1.120492e-02   1.879306e+00 
1.120492e-02   1.879306e+00 
1.120492e-02   1.879306e+00 
1.410615e-02   1.881260e+00 
1.410615e-02   1.881260e+00 
1.410615e-02   1.881260e+00 
1.410615e-02   1.881260e+00 
1.775850e-02   1.883223e+00 
1.775850e-02   1.883223e+00 
1.775850e-02   1.883223e+00 
1.775850e-02   1.883223e+00 
1.775850e-02   1.883223e+00 
2.234439e-02   1.885071e+00 
2.234439e-02   1.885071e+00 
2.234439e-02   1.885071e+00 
2.234439e-02   1.885071e+00 
2.234439e-02   1.885071e+00 
2.774042e-02   1.886756e+00 
2.774042e-02   1.886756e+00 
2.774042e-02   1.886756e+00 
2.774042e-02   1.886756e+00 
3.227383e-02   1.887894e+00 
3.227383e-02   1.887894e+00 
3.227383e-02   1.887894e+00 
3.556448e-02   1.888591e+00 
3.828064e-02   1.889134e+00 
3.828064e-02   1.889134e+00 
4.070699e-02   1.889367e+00 
4.297061e-02   1.889726e+00 
4.513887e-02   1.890069e+00 
4.725218e-02   1.890235e+00 
4.933710e-02   1.890421e+00 
5.141236e-02   1.890801e+00 
5.349195e-02   1.891037e+00 
5.558680e-02   1.891102e+00 
5.985663e-02   1.891585e+00 
6.204570e-02   1.891611e+00 
6.427893e-02   1.891769e+00 
6.889898e-02   1.892046e+00 
7.129553e-02   1.892147e+00 
7.375587e-02   1.892350e+00 
7.888541e-02   1.892612e+00 
8.156313e-02   1.892553e+00 
8.432174e-02   1.892712e+00 
9.009814e-02   1.892899e+00 
9.312418e-02   1.892943e+00 
9.947255e-02   1.893198e+00 
1.028031e-01   1.893334e+00 
1.097978e-01   1.893365e+00 
1.134703e-01   1.893379e+00 
1.172652e-01   1.893463e+00 
1.252394e-01   1.893547e+00 
1.294275e-01   1.893680e+00 
1.382286e-01   1.893782e+00 
1.428512e-01   1.893858e+00 
1.476284e-01   1.893901e+00 
1.576682e-01   1.894023e+00 
1.629425e-01   1.893923e+00 
1.740319e-01   1.894139e+00 
1.798615e-01   1.894042e+00 
1.921320e-01   1.894175e+00 
1.985922e-01   1.894235e+00 
2.052836e-01   1.894194e+00 
2.194129e-01   1.894299e+00 
2.268813e-01   1.894192e+00 
2.427195e-01   1.894341e+00 
2.511356e-01   1.894320e+00 
2.599203e-01   1.894298e+00 
2.787383e-01   1.894388e+00 
2.888606e-01   1.894416e+00 
2.995334e-01   1.894413e+00 
3.108290e-01   1.894420e+00 
3.356724e-01   1.894477e+00 
3.494814e-01   1.894479e+00 
3.644590e-01   1.894500e+00 
3.808693e-01   1.894519e+00 
3.990826e-01   1.894529e+00 
