k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 6.5446e+04	 5.5562e+04 
1.1205e-02	 7.8606e+04	 6.6779e+04	 5.6731e+04 
1.1205e-02	 7.8606e+04	 6.6779e+04	 5.6731e+04 
1.1205e-02	 7.8606e+04	 6.6779e+04	 5.6731e+04 
1.1205e-02	 7.8606e+04	 6.6779e+04	 5.6731e+04 
1.1205e-02	 7.8606e+04	 6.6779e+04	 5.6731e+04 
1.4106e-02	 7.5862e+04	 6.4494e+04	 5.4830e+04 
1.4106e-02	 7.5862e+04	 6.4494e+04	 5.4830e+04 
1.4106e-02	 7.5862e+04	 6.4494e+04	 5.4830e+04 
1.4106e-02	 7.5862e+04	 6.4494e+04	 5.4830e+04 
1.7758e-02	 6.8403e+04	 5.8199e+04	 4.9517e+04 
1.7758e-02	 6.8403e+04	 5.8199e+04	 4.9517e+04 
1.7758e-02	 6.8403e+04	 5.8199e+04	 4.9517e+04 
1.7758e-02	 6.8403e+04	 5.8199e+04	 4.9517e+04 
1.7758e-02	 6.8403e+04	 5.8199e+04	 4.9517e+04 
2.2344e-02	 5.7387e+04	 4.8863e+04	 4.1605e+04 
2.2344e-02	 5.7387e+04	 4.8863e+04	 4.1605e+04 
2.2344e-02	 5.7387e+04	 4.8863e+04	 4.1605e+04 
2.2344e-02	 5.7387e+04	 4.8863e+04	 4.1605e+04 
2.2344e-02	 5.7387e+04	 4.8863e+04	 4.1605e+04 
2.7740e-02	 4.6538e+04	 3.9654e+04	 3.3788e+04 
2.7740e-02	 4.6538e+04	 3.9654e+04	 3.3788e+04 
2.7740e-02	 4.6538e+04	 3.9654e+04	 3.3788e+04 
2.7740e-02	 4.6538e+04	 3.9654e+04	 3.3788e+04 
3.2274e-02	 4.0369e+04	 3.4413e+04	 2.9336e+04 
3.2274e-02	 4.0369e+04	 3.4413e+04	 2.9336e+04 
3.2274e-02	 4.0369e+04	 3.4413e+04	 2.9336e+04 
3.5564e-02	 3.7320e+04	 3.1825e+04	 2.7138e+04 
3.8281e-02	 3.5407e+04	 3.0199e+04	 2.5757e+04 
3.8281e-02	 3.5407e+04	 3.0199e+04	 2.5757e+04 
4.0707e-02	 3.3957e+04	 2.8967e+04	 2.4710e+04 
4.2971e-02	 3.2689e+04	 2.7889e+04	 2.3793e+04 
4.5139e-02	 3.1461e+04	 2.6845e+04	 2.2907e+04 
4.7252e-02	 3.0199e+04	 2.5771e+04	 2.1992e+04 
4.9337e-02	 2.8867e+04	 2.4637e+04	 2.1026e+04 
5.1412e-02	 2.7456e+04	 2.3434e+04	 2.0001e+04 
5.3492e-02	 2.5978e+04	 2.2175e+04	 1.8928e+04 
5.5587e-02	 2.4458e+04	 2.0879e+04	 1.7824e+04 
5.9857e-02	 2.1447e+04	 1.8311e+04	 1.5634e+04 
6.2046e-02	 2.0038e+04	 1.7109e+04	 1.4608e+04 
6.4279e-02	 1.8744e+04	 1.6005e+04	 1.3667e+04 
6.8899e-02	 1.6601e+04	 1.4177e+04	 1.2107e+04 
7.1296e-02	 1.5773e+04	 1.3471e+04	 1.1505e+04 
7.3756e-02	 1.5096e+04	 1.2894e+04	 1.1013e+04 
7.8885e-02	 1.4089e+04	 1.2034e+04	 1.0280e+04 
8.1563e-02	 1.3676e+04	 1.1682e+04	 9.9795e+03 
8.4322e-02	 1.3261e+04	 1.1328e+04	 9.6771e+03 
9.0098e-02	 1.2259e+04	 1.0473e+04	 8.9472e+03 
9.3124e-02	 1.1630e+04	 9.9360e+03	 8.4890e+03 
9.9473e-02	 1.0180e+04	 8.6984e+03	 7.4323e+03 
1.0280e-01	 9.4432e+03	 8.0689e+03	 6.8946e+03 
1.0980e-01	 8.1814e+03	 6.9910e+03	 5.9739e+03 
1.1347e-01	 7.7135e+03	 6.5915e+03	 5.6327e+03 
1.1727e-01	 7.3531e+03	 6.2837e+03	 5.3698e+03 
1.2524e-01	 6.8165e+03	 5.8255e+03	 4.9785e+03 
1.2943e-01	 6.5459e+03	 5.5943e+03	 4.7810e+03 
