k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.3823e-01	 5.8367e+03	 4.9884e+03	 4.2634e+03 
1.4285e-01	 5.4207e+03	 4.6331e+03	 3.9599e+03 
1.4763e-01	 5.0161e+03	 4.2874e+03	 3.6645e+03 
1.5767e-01	 4.3790e+03	 3.7429e+03	 3.1993e+03 
1.6294e-01	 4.1583e+03	 3.5543e+03	 3.0381e+03 
1.7403e-01	 3.7760e+03	 3.2277e+03	 2.7590e+03 
1.7986e-01	 3.5543e+03	 3.0382e+03	 2.5970e+03 
1.9213e-01	 3.0681e+03	 2.6227e+03	 2.2420e+03 
1.9859e-01	 2.8583e+03	 2.4434e+03	 2.0887e+03 
2.0528e-01	 2.6877e+03	 2.2976e+03	 1.9640e+03 
2.1941e-01	 2.3955e+03	 2.0479e+03	 1.7507e+03 
2.2688e-01	 2.2386e+03	 1.9137e+03	 1.6360e+03 
2.4272e-01	 1.9333e+03	 1.6528e+03	 1.4130e+03 
2.5114e-01	 1.8084e+03	 1.5460e+03	 1.3217e+03 
2.5992e-01	 1.6946e+03	 1.4487e+03	 1.2385e+03 
2.7874e-01	 1.4653e+03	 1.2527e+03	 1.0709e+03 
2.8886e-01	 1.3581e+03	 1.1611e+03	 9.9267e+02 
2.9953e-01	 1.2613e+03	 1.0783e+03	 9.2186e+02 
3.1083e-01	 1.1695e+03	 9.9983e+02	 8.5478e+02 
3.3567e-01	 9.9197e+02	 8.4810e+02	 7.2509e+02 
3.4948e-01	 9.1149e+02	 7.7930e+02	 6.6628e+02 
3.6446e-01	 8.3315e+02	 7.1232e+02	 6.0901e+02 
3.8087e-01	 7.5732e+02	 6.4749e+02	 5.5359e+02 
3.9908e-01	 6.8476e+02	 5.8546e+02	 5.0056e+02 
