k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
8.9004e-03	 7.7088e+04	 1.7600e+05	 4.0181e+05 
1.1205e-02	 7.8606e+04	 1.7963e+05	 4.1049e+05 
1.1205e-02	 7.8606e+04	 1.7963e+05	 4.1049e+05 
1.1205e-02	 7.8606e+04	 1.7963e+05	 4.1049e+05 
1.1205e-02	 7.8606e+04	 1.7963e+05	 4.1049e+05 
1.1205e-02	 7.8606e+04	 1.7963e+05	 4.1049e+05 
1.4106e-02	 7.5862e+04	 1.7355e+05	 3.9703e+05 
1.4106e-02	 7.5862e+04	 1.7355e+05	 3.9703e+05 
1.4106e-02	 7.5862e+04	 1.7355e+05	 3.9703e+05 
1.4106e-02	 7.5862e+04	 1.7355e+05	 3.9703e+05 
1.7758e-02	 6.8403e+04	 1.5665e+05	 3.5876e+05 
1.7758e-02	 6.8403e+04	 1.5665e+05	 3.5876e+05 
1.7758e-02	 6.8403e+04	 1.5665e+05	 3.5876e+05 
1.7758e-02	 6.8403e+04	 1.5665e+05	 3.5876e+05 
1.7758e-02	 6.8403e+04	 1.5665e+05	 3.5876e+05 
2.2344e-02	 5.7387e+04	 1.3156e+05	 3.0159e+05 
2.2344e-02	 5.7387e+04	 1.3156e+05	 3.0159e+05 
2.2344e-02	 5.7387e+04	 1.3156e+05	 3.0159e+05 
2.2344e-02	 5.7387e+04	 1.3156e+05	 3.0159e+05 
2.2344e-02	 5.7387e+04	 1.3156e+05	 3.0159e+05 
2.7740e-02	 4.6538e+04	 1.0679e+05	 2.4503e+05 
2.7740e-02	 4.6538e+04	 1.0679e+05	 2.4503e+05 
2.7740e-02	 4.6538e+04	 1.0679e+05	 2.4503e+05 
2.7740e-02	 4.6538e+04	 1.0679e+05	 2.4503e+05 
3.2274e-02	 4.0369e+04	 9.2686e+04	 2.1281e+05 
3.2274e-02	 4.0369e+04	 9.2686e+04	 2.1281e+05 
3.2274e-02	 4.0369e+04	 9.2686e+04	 2.1281e+05 
3.5564e-02	 3.7320e+04	 8.5721e+04	 1.9689e+05 
3.8281e-02	 3.5407e+04	 8.1352e+04	 1.8691e+05 
3.8281e-02	 3.5407e+04	 8.1352e+04	 1.8691e+05 
4.0707e-02	 3.3957e+04	 7.8028e+04	 1.7930e+05 
4.2971e-02	 3.2689e+04	 7.5128e+04	 1.7267e+05 
4.5139e-02	 3.1461e+04	 7.2320e+04	 1.6625e+05 
4.7252e-02	 3.0199e+04	 6.9425e+04	 1.5960e+05 
4.9337e-02	 2.8867e+04	 6.6377e+04	 1.5263e+05 
5.1412e-02	 2.7456e+04	 6.3140e+04	 1.4520e+05 
5.3492e-02	 2.5978e+04	 5.9748e+04	 1.3742e+05 
5.5587e-02	 2.4458e+04	 5.6261e+04	 1.2942e+05 
5.9857e-02	 2.1447e+04	 4.9342e+04	 1.1352e+05 
6.2046e-02	 2.0038e+04	 4.6100e+04	 1.0606e+05 
6.4279e-02	 1.8744e+04	 4.3126e+04	 9.9227e+04 
6.8899e-02	 1.6601e+04	 3.8203e+04	 8.7911e+04 
7.1296e-02	 1.5773e+04	 3.6298e+04	 8.3533e+04 
7.3756e-02	 1.5096e+04	 3.4745e+04	 7.9969e+04 
7.8885e-02	 1.4089e+04	 3.2431e+04	 7.4653e+04 
8.1563e-02	 1.3676e+04	 3.1483e+04	 7.2477e+04 
8.4322e-02	 1.3261e+04	 3.0527e+04	 7.0274e+04 
9.0098e-02	 1.2259e+04	 2.8223e+04	 6.4976e+04 
9.3124e-02	 1.1630e+04	 2.6775e+04	 6.1644e+04 
9.9473e-02	 1.0180e+04	 2.3441e+04	 5.3977e+04 
1.0280e-01	 9.4432e+03	 2.1746e+04	 5.0077e+04 
1.0980e-01	 8.1814e+03	 1.8840e+04	 4.3386e+04 
1.1347e-01	 7.7135e+03	 1.7765e+04	 4.0915e+04 
1.1727e-01	 7.3531e+03	 1.6934e+04	 3.8998e+04 
1.2524e-01	 6.8165e+03	 1.5700e+04	 3.6163e+04 
1.2943e-01	 6.5459e+03	 1.5077e+04	 3.4725e+04 
1.3823e-01	 5.8367e+03	 1.3444e+04	 3.0967e+04 
1.4285e-01	 5.4207e+03	 1.2486e+04	 2.8761e+04 
1.4763e-01	 5.0161e+03	 1.1555e+04	 2.6616e+04 
1.5767e-01	 4.3790e+03	 1.0088e+04	 2.3239e+04 
1.6294e-01	 4.1583e+03	 9.5798e+03	 2.2070e+04 
1.7403e-01	 3.7760e+03	 8.6991e+03	 2.0041e+04 
1.7986e-01	 3.5543e+03	 8.1879e+03	 1.8862e+04 
1.9213e-01	 3.0681e+03	 7.0684e+03	 1.6285e+04 
1.9859e-01	 2.8583e+03	 6.5853e+03	 1.5172e+04 
2.0528e-01	 2.6877e+03	 6.1922e+03	 1.4266e+04 
2.1941e-01	 2.3955e+03	 5.5193e+03	 1.2716e+04 
2.2688e-01	 2.2386e+03	 5.1579e+03	 1.1884e+04 
2.4272e-01	 1.9333e+03	 4.4544e+03	 1.0263e+04 
2.5114e-01	 1.8084e+03	 4.1666e+03	 9.6000e+03 
2.5992e-01	 1.6946e+03	 3.9044e+03	 8.9957e+03 
2.7874e-01	 1.4653e+03	 3.3762e+03	 7.7791e+03 
2.8886e-01	 1.3581e+03	 3.1293e+03	 7.2103e+03 
2.9953e-01	 1.2613e+03	 2.9062e+03	 6.6963e+03 
3.1083e-01	 1.1695e+03	 2.6947e+03	 6.2089e+03 
3.3567e-01	 9.9197e+02	 2.2857e+03	 5.2668e+03 
3.4948e-01	 9.1149e+02	 2.1003e+03	 4.8395e+03 
3.6446e-01	 8.3315e+02	 1.9198e+03	 4.4237e+03 
3.8087e-01	 7.5732e+02	 1.7451e+03	 4.0211e+03 
3.9908e-01	 6.8476e+02	 1.5779e+03	 3.6359e+03 
