k_long[1/Mpc]   bias Eulerian 
8.900381e-03   3.615432e+00 
1.120492e-02   3.619591e+00 
1.120492e-02   3.619591e+00 
1.120492e-02   3.619591e+00 
1.120492e-02   3.619591e+00 
1.120492e-02   3.619591e+00 
1.410615e-02   3.623277e+00 
1.410615e-02   3.623277e+00 
1.410615e-02   3.623277e+00 
1.410615e-02   3.623277e+00 
1.775850e-02   3.627425e+00 
1.775850e-02   3.627425e+00 
1.775850e-02   3.627425e+00 
1.775850e-02   3.627425e+00 
1.775850e-02   3.627425e+00 
2.234439e-02   3.631780e+00 
2.234439e-02   3.631780e+00 
2.234439e-02   3.631780e+00 
2.234439e-02   3.631780e+00 
2.234439e-02   3.631780e+00 
2.774042e-02   3.635267e+00 
2.774042e-02   3.635267e+00 
2.774042e-02   3.635267e+00 
2.774042e-02   3.635267e+00 
3.227383e-02   3.637661e+00 
3.227383e-02   3.637661e+00 
3.227383e-02   3.637661e+00 
3.556448e-02   3.639134e+00 
3.828064e-02   3.639787e+00 
3.828064e-02   3.639787e+00 
4.070699e-02   3.640659e+00 
4.297061e-02   3.641432e+00 
4.513887e-02   3.642198e+00 
4.725218e-02   3.642459e+00 
4.933710e-02   3.642799e+00 
5.141236e-02   3.643740e+00 
5.349195e-02   3.644262e+00 
5.558680e-02   3.644287e+00 
5.985663e-02   3.644886e+00 
6.204570e-02   3.645351e+00 
6.427893e-02   3.645687e+00 
6.889898e-02   3.646247e+00 
7.129553e-02   3.646434e+00 
7.375587e-02   3.646937e+00 
7.888541e-02   3.646965e+00 
8.156313e-02   3.647234e+00 
8.432174e-02   3.647615e+00 
9.009814e-02   3.647995e+00 
9.312418e-02   3.648043e+00 
9.947255e-02   3.648653e+00 
1.028031e-01   3.648442e+00 
1.097978e-01   3.648931e+00 
1.134703e-01   3.648909e+00 
1.172652e-01   3.649112e+00 
1.252394e-01   3.649252e+00 
1.294275e-01   3.649596e+00 
1.382286e-01   3.649804e+00 
1.428512e-01   3.649973e+00 
1.476284e-01   3.650071e+00 
1.576682e-01   3.649810e+00 
1.629425e-01   3.650021e+00 
1.740319e-01   3.650054e+00 
1.798615e-01   3.650263e+00 
1.921320e-01   3.650615e+00 
1.985922e-01   3.650769e+00 
2.052836e-01   3.650621e+00 
2.194129e-01   3.650875e+00 
2.268813e-01   3.650546e+00 
2.427195e-01   3.650952e+00 
2.511356e-01   3.650870e+00 
2.599203e-01   3.650787e+00 
2.787383e-01   3.651023e+00 
2.888606e-01   3.651090e+00 
2.995334e-01   3.651069e+00 
3.108290e-01   3.651074e+00 
3.356724e-01   3.651218e+00 
3.494814e-01   3.651213e+00 
3.644590e-01   3.651264e+00 
3.808693e-01   3.651310e+00 
3.990826e-01   3.651329e+00 
