k_long[1/Mpc]   bias Eulerian 
8.900381e-03   1.082402e+00 
1.120492e-02   1.083226e+00 
1.120492e-02   1.083226e+00 
1.120492e-02   1.083226e+00 
1.120492e-02   1.083226e+00 
1.120492e-02   1.083226e+00 
1.410615e-02   1.084140e+00 
1.410615e-02   1.084140e+00 
1.410615e-02   1.084140e+00 
1.410615e-02   1.084140e+00 
1.775850e-02   1.085105e+00 
1.775850e-02   1.085105e+00 
1.775850e-02   1.085105e+00 
1.775850e-02   1.085105e+00 
1.775850e-02   1.085105e+00 
2.234439e-02   1.086048e+00 
2.234439e-02   1.086048e+00 
2.234439e-02   1.086048e+00 
2.234439e-02   1.086048e+00 
2.234439e-02   1.086048e+00 
2.774042e-02   1.086904e+00 
2.774042e-02   1.086904e+00 
2.774042e-02   1.086904e+00 
2.774042e-02   1.086904e+00 
3.227383e-02   1.087468e+00 
3.227383e-02   1.087468e+00 
3.227383e-02   1.087468e+00 
3.556448e-02   1.087810e+00 
3.828064e-02   1.088061e+00 
3.828064e-02   1.088061e+00 
4.070699e-02   1.088259e+00 
4.297061e-02   1.088412e+00 
4.513887e-02   1.088563e+00 
4.725218e-02   1.088685e+00 
4.933710e-02   1.088816e+00 
5.141236e-02   1.088924e+00 
5.349195e-02   1.089029e+00 
5.558680e-02   1.089129e+00 
5.985663e-02   1.089300e+00 
6.204570e-02   1.089385e+00 
6.427893e-02   1.089445e+00 
6.889898e-02   1.089586e+00 
7.129553e-02   1.089665e+00 
7.375587e-02   1.089719e+00 
7.888541e-02   1.089840e+00 
8.156313e-02   1.089896e+00 
8.432174e-02   1.089937e+00 
9.009814e-02   1.090035e+00 
9.312418e-02   1.090093e+00 
9.947255e-02   1.090171e+00 
1.028031e-01   1.090217e+00 
1.097978e-01   1.090281e+00 
1.134703e-01   1.090328e+00 
1.172652e-01   1.090363e+00 
1.252394e-01   1.090422e+00 
1.294275e-01   1.090442e+00 
1.382286e-01   1.090496e+00 
1.428512e-01   1.090523e+00 
1.476284e-01   1.090547e+00 
1.576682e-01   1.090594e+00 
1.629425e-01   1.090618e+00 
1.740319e-01   1.090653e+00 
1.798615e-01   1.090674e+00 
1.921320e-01   1.090697e+00 
1.985922e-01   1.090714e+00 
2.052836e-01   1.090722e+00 
2.194129e-01   1.090753e+00 
2.268813e-01   1.090770e+00 
2.427195e-01   1.090785e+00 
2.511356e-01   1.090792e+00 
2.599203e-01   1.090814e+00 
2.787383e-01   1.090821e+00 
2.888606e-01   1.090830e+00 
2.995334e-01   1.090837e+00 
3.108290e-01   1.090844e+00 
3.356724e-01   1.090861e+00 
3.494814e-01   1.090867e+00 
3.644590e-01   1.090874e+00 
3.808693e-01   1.090881e+00 
3.990826e-01   1.090887e+00 
