k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.76336412 140.69282 42.063568 189.06697 66.937223 306.25277 138.88144 488.96753 398.89752
0.7696463 139.49529 43.672675 187.5178 67.180359 301.16208 135.57794 455.9129 388.87571
0.77593949 136.56819 42.914984 185.96203 62.62704 302.34841 121.02708 457.4595 361.47044
0.78223291 134.54842 40.742024 183.39786 62.100603 292.72952 125.62895 437.76068 411.0869
0.78853149 132.64522 36.424232 181.33338 56.538997 285.19405 116.38145 439.0978 346.86346
0.79478966 130.37898 37.877486 176.69054 57.574466 287.07967 121.10992 436.979 353.31192
0.80104911 128.30132 37.479545 172.77519 62.309831 271.44457 124.08832 415.42089 348.72821
0.80733641 127.62561 37.203028 173.5486 62.894792 272.45435 110.41732 410.34179 364.28395
0.81362295 124.42142 37.074493 167.70359 55.70359 266.90084 111.12393 386.39673 340.02146
0.8199153 122.68429 34.501953 165.89967 54.155349 265.50505 111.72082 385.10673 365.3264
0.82619526 122.43599 31.81975 165.73627 54.884044 262.53104 111.12637 367.02669 320.57359
0.83248971 118.76016 32.495095 160.60621 52.116679 253.02977 117.58014 359.29489 312.59534
0.83879593 118.40409 31.059589 161.59836 51.599948 252.19415 114.44481 353.21645 285.83475
0.84506346 117.57786 30.938454 158.46718 49.514587 251.65219 110.46267 333.52712 280.61931
0.85132829 113.51838 27.991842 154.09803 44.348441 246.48199 116.78743 324.51166 308.76251
0.85761983 113.49177 25.351275 154.04836 45.686702 242.25296 100.57152 328.8842 302.78052
0.86390585 110.78358 28.728083 149.91137 43.942057 236.35835 105.26788 306.80555 299.81813
0.87018387 110.15564 30.178396 149.50583 47.363058 230.35204 90.389464 296.77384 270.94087
0.87646411 107.87251 28.348714 146.51874 46.007132 229.97397 101.72691 299.09448 269.66595
0.88275039 106.58408 26.090127 144.51506 42.764541 224.5609 98.008909 285.49448 283.17179
0.88903328 105.61789 26.192911 142.52336 39.493159 224.23563 82.014454 272.94318 276.38398
0.89530842 103.98623 25.485371 139.99747 44.762201 222.68199 92.834175 264.33342 258.68549
0.90159565 103.62997 23.861122 138.79246 40.473799 215.00685 91.646792 264.52985 278.58182
0.90788333 100.78222 24.099075 137.71494 37.189491 213.53233 78.819324 241.28268 254.52929
0.91417441 100.01073 21.496023 135.07635 33.75764 202.94027 79.239717 235.97896 260.21864
0.92046308 98.686493 22.099314 132.75046 36.690177 203.2289 77.732104 234.93503 259.40062
0.92674344 97.812022 22.119284 131.23766 38.842385 197.88249 82.220135 224.63759 219.66073
0.93303242 96.873945 20.737584 131.3598 33.433936 198.37044 69.378365 221.13525 246.90685
0.93932658 94.446915 17.95645 128.11292 33.323777 194.07425 75.5754 219.48851 204.3386
0.94559748 93.975871 21.352626 125.59771 35.746265 193.39122 69.718526 205.20087 215.70093
0.951866 94.148887 18.754583 125.87962 30.758387 189.28792 59.811782 223.29938 214.10034
0.95814133 93.755696 16.369163 123.01784 30.464518 185.02526 71.107002 181.42069 219.67962
0.96443509 90.223913 19.708416 121.12269 31.037156 185.69063 74.45446 191.68601 202.5473
0.97073556 89.090388 17.6689 120.8941 30.540037 179.6984 66.795445 187.25767 213.38378
0.97700808 88.163412 15.803824 119.63487 30.689316 177.55948 64.136997 173.44766 216.54654
0.98328233 86.680024 15.133972 116.17798 33.19601 176.90013 69.397447 168.15918 179.31003
0.98955697 84.500219 17.573426 114.84503 28.176542 169.21614 69.8525 166.11385 235.98853
0.99584563 84.478709 14.294017 112.50614 29.396899 167.51056 75.592028 157.66747 204.19539
1.0021362 85.085269 13.841214 113.39303 27.754516 169.93884 69.507647 152.98226 175.14029
1.0084048 82.803764 15.306862 111.34493 30.923225 165.4863 62.817126 136.38417 212.46607
1.0146941 82.38532 13.12119 107.36091 27.386961 162.97897 60.662066 137.41486 211.50751
1.0209926 81.77005 11.645314 108.66257 26.377443 159.14312 59.561363 128.60524 161.27567
1.027274 80.884851 13.814465 106.89513 27.472283 155.74237 67.433901 134.11966 178.46941
1.0335592 79.299319 14.315474 104.80743 23.587505 153.30882 57.757034 136.62507 186.72527
1.0398476 78.563534 12.539941 105.51541 23.598962 149.16944 50.771865 122.95752 187.4414
1.046127 77.195406 10.904672 102.35663 24.54751 149.91996 59.105317 114.99199 165.27581
1.0524034 78.097982 11.719417 102.58234 21.998273 142.32902 52.035468 118.107 158.45954
1.0586807 75.433716 9.4821464 100.75952 23.986336 142.55793 57.368634 97.045001 129.15572
1.0649643 75.259357 10.776158 99.396275 20.389884 140.39059 53.549002 103.29078 131.23288
1.0712568 73.255685 8.6796793 97.268049 22.021265 137.00699 51.645473 105.79914 142.64556
1.077544 73.470651 10.546745 98.045755 22.453091 139.94509 52.924987 93.292327 141.50031
1.0838248 73.032241 9.3804778 95.632338 20.055835 136.60462 45.748171 89.171958 120.35685
1.090108 71.820422 9.8195304 95.496141 20.447891 136.86522 48.877813 81.453762 161.9627
1.0963897 70.492936 10.028416 94.196464 19.966121 134.03936 53.640471 79.328606 157.71581
1.1026811 70.156322 8.8405909 92.233851 18.330318 132.05083 42.209508 76.912468 152.07909
1.108963 68.722311 10.160514 90.299369 16.539682 127.36243 49.716042 74.026671 154.02219
1.1152254 69.844999 9.4349233 89.666321 17.62483 128.92741 47.019274 72.926424 138.5482
1.1215021 67.814044 10.161068 90.665354 18.599495 126.42504 36.912743 63.385683 132.47448
1.1277926 66.91661 7.6415811 87.911125 16.774627 125.87209 47.12382 63.958623 125.72258
1.1340896 65.55234 7.4837981 86.568038 13.723538 119.19284 41.303815 52.010344 141.35924
1.140364 66.118789 9.2428466 87.910579 16.637266 122.10017 44.571378 52.054157 141.44957
1.1466392 64.251507 6.9870129 85.066378 15.764891 117.18545 43.05281 51.432189 151.65604
1.1529424 65.258809 5.2488384 85.098571 17.748054 114.40253 41.869288 46.936419 137.90461
1.1592289 63.72772 6.5001728 83.424907 15.441592 116.44807 39.297485 52.113464 136.04853
1.1655087 63.294768 7.4235914 82.513304 14.559495 111.15317 34.955654 41.40204 122.78767
1.1717931 63.100216 5.8995287 81.134729 13.072229 112.61855 37.482978 43.325141 157.69469
1.1780874 60.64533 5.221711 80.285622 13.15228 108.86649 34.142226 46.594863 126.58524
1.1843677 61.28596 4.9373277 80.961283 13.07605 110.5446 41.444804 35.622649 103.35831
1.1906346 59.048828 7.4885904 79.12647 15.240486 108.28793 37.059125 29.538077 129.65384
1.1969122 59.223473 5.8590032 79.164614 13.403281 106.78322 40.935451 29.995385 131.63168
1.2032016 58.816798 5.5884333 76.966055 12.69017 103.63253 44.732422 32.468918 114.14641
1.2094868 58.73179 4.8886457 75.9036 13.131811 103.31278 36.500277 18.13877 128.58403
1.2157639 58.915947 4.6429971 75.320744 10.979349 101.0269 38.324424 18.716732 119.96737
1.2220498 57.897372 4.8851233 75.40402 13.084274 99.439545 41.879505 21.94595 115.09415
1.2283406 55.676848 5.5620527 74.205713 12.038981 98.045566 31.779582 13.628757 103.42663
1.234633 56.017844 4.7304146 73.462412 10.990171 94.426696 31.284719 6.265313 110.2983
1.2409022 55.175507 3.410024 73.054764 11.251654 97.658786 35.799312 22.791489 111.19164
1.2471748 54.872688 2.2928686 72.025901 8.8616824 91.766189 30.895479 7.627434 103.38007
1.2534655 55.125666 5.7881196 71.126444 13.607154 93.047049 36.097968 3.3389447 121.4443
1.25975 53.701863 0.32390617 69.541264 10.378928 90.045804 35.573841 -4.1593215 117.003
1.2660321 54.065936 2.8759643 69.324061 7.071947 91.784533 33.217242 0.039458357 85.148296
1.2723163 53.240498 0.30998058 68.44742 9.8638767 88.450674 38.095614 1.4668166 80.495444
1.2786042 51.858789 2.8288193 67.104265 9.511884 86.932845 29.691291 -0.83106584 127.10977
1.2848866 52.253529 3.1890965 67.001937 9.1935921 87.726889 29.765694 8.1393322 82.660955
1.2911754 50.656312 2.4916672 66.768769 9.8564058 83.449825 27.03721 2.3193906 100.33267
1.2974657 51.605201 1.3618128 65.337572 9.9948806 83.095582 20.877205 -6.09782 93.05793
1.3037418 50.669648 2.6144207 65.234428 10.075653 81.409194 26.429724 -4.3532388 96.172558
1.3100173 50.021903 2.2438334 64.205888 10.265045 76.314802 32.970703 -14.53244 113.95245
1.3163014 48.956299 2.2446152 64.1935 8.0209698 78.057374 21.185817 -4.0973478 102.0852
1.3225868 49.557116 0.51998191 63.097616 7.8542941 76.489118 27.255463 -5.8476231 112.35154
1.3288655 48.572448 3.4944587 63.139761 5.7864536 75.28531 22.674321 -13.49764 111.63315
1.3351448 48.798232 1.9121646 61.597895 8.8936553 73.322721 34.608853 -12.362453 108.77379
1.3414405 47.645195 1.6056777 60.608039 8.6802432 72.442912 24.668578 -22.09137 91.553274
1.3477309 47.621985 2.7164092 59.704086 8.981272 72.752167 24.327621 -23.280704 105.24728
1.3540016 46.888033 1.3567281 60.010691 7.9713914 71.392995 33.390364 -18.932821 109.13833
1.3602826 46.473348 1.9940906 59.130407 8.4783524 72.018971 19.417119 -20.904451 95.179186
1.3665657 45.718651 0.60402856 58.39194 6.339208 70.534307 22.720737 -17.683875 111.53519
1.3728515 46.073954 0.54943756 56.979289 4.6433944 69.519721 19.296339 -13.823717 113.63026
1.3791354 45.345308 1.0351278 57.321699 6.3343564 65.400776 20.129646 -29.944081 115.0778
1.3854096 45.341923 0.42714169 57.001121 4.0440177 64.258728 24.032819 -21.725887 95.030866
1.3916986 44.147974 0.77122603 56.495098 5.6528179 67.817717 18.139698 -17.450144 99.764663
1.3979845 43.816744 0.84459326 55.496377 6.4345827 63.344114 21.729844 -21.811384 82.9194
1.4042679 43.392875 -0.48354303 54.519628 7.6619518 64.073397 19.534349 -18.798254 108.3684
1.4105548 43.036504 -0.48713126 54.003044 4.6737977 61.301488 16.445011 -25.551204 98.699867
1.4168378 42.829974 -0.68046385 53.100075 4.1866099 62.08479 19.821786 -29.314407 87.903
1.4231182 43.414887 0.29105624 53.689606 5.9138296 59.987077 21.161945 -23.148668 95.998591
1.4293978 42.696463 -0.25689841 53.970227 5.9639932 59.417291 21.256198 -33.445619 97.413735
1.4356869 41.664615 0.79463775 52.393302 6.0767902 58.829851 17.702831 -22.074396 84.880257
1.4419771 41.593246 1.1019138 51.536393 5.7050362 57.358345 15.435503 -20.265662 97.58715
1.4482537 40.850779 0.33862631 51.269405 6.6966044 56.166533 16.860151 -31.123572 96.432153
1.4545323 41.150828 0.77020456 50.876376 3.9129721 56.556521 18.378257 -22.143588 98.25558
1.4608193 40.535238 -0.20143542 49.904608 2.4666934 54.216242 14.336508 -24.32127 79.263521
1.4671104 40.146145 0.30995442 49.592525 4.0616082 53.241717 15.815474 -35.359147 82.180333
1.4733929 40.186204 0.18182811 49.579788 4.9588902 53.129576 15.829125 -38.713415 80.873357
1.47967 40.063809 -0.26201145 48.72588 4.4036909 51.456787 25.09051 -24.041926 90.129439
1.4859561 38.99476 -1.1936797 48.205675 2.6784418 54.038086 14.904729 -39.300609 95.398841
1.4922336 38.789265 -0.39018267 47.881883 5.0064118 50.066063 15.676738 -31.814023 98.111299
1.4985025 38.673578 -0.53849634 47.371744 5.8117325 48.2602 13.037868 -28.919705 90.841279
1.5047858 38.233452 -0.41999497 46.545409 2.8917007 49.542318 15.723075 -21.931883 94.773693
1.511076 37.750452 -1.7287125 46.961782 4.991655 47.146173 12.359216 -29.164714 82.059005
1.5173616 37.735865 -2.0458451 46.05047 3.2928567 49.759247 12.170628 -28.317679 92.046318
1.5236486 37.064413 -0.44829436 45.188322 3.6705946 51.547782 14.085843 -34.179482 70.077945
1.529938 37.337393 0.20038562 45.009486 3.1300572 46.268644 16.724396 -32.281859 68.48992
1.5362302 36.566704 -0.28475928 44.005313 3.3352862 43.76472 13.72595 -27.804685 88.912933
1.5425107 36.514047 -0.12616981 43.880382 2.7680188 46.325091 20.325211 -31.036978 81.37361
1.548784 36.008471 -0.49906579 43.36801 3.5383255 44.582537 19.522746 -32.213012 84.354055
1.5550731 36.309478 -1.7405136 43.257789 1.7537934 41.965102 12.50401 -35.453295 76.439011
1.5613573 35.470475 -0.16088511 41.822924 3.9936 42.932552 7.3291194 -25.500097 81.435381
1.5676291 34.907689 -0.64105549 42.039029 3.1730727 42.163651 15.412991 -37.289718 77.826655
1.5739137 34.772906 -1.9406954 42.42337 2.6675119 42.160354 16.971464 -32.223387 69.369024
1.5802035 34.641381 -1.0086838 41.945441 1.8746246 40.21217 13.504619 -27.478306 86.455282
1.5864854 34.481392 -2.1923647 40.183225 -0.4256059 41.980959 12.596319 -32.504935 88.318548
1.59276 33.807614 -2.4010209 41.122122 1.3840228 40.251157 16.798857 -30.169782 82.860721
1.5990464 34.045112 -1.9302464 40.801504 -0.079713815 35.571596 9.4359529 -33.93698 82.945741
1.6053421 33.375853 -0.87432632 39.506193 0.49467035 38.814006 15.283856 -31.848922 75.109014
1.6116199 33.695529 -1.8626714 39.976153 2.7615597 38.430302 15.101696 -35.102442 96.077803
1.6178976 32.847382 -1.9254575 39.319855 1.9295328 37.213384 9.2666749 -32.149883 86.937425
1.6241832 32.683555 -1.5591121 40.013705 2.6514348 33.847602 9.1022294 -31.647411 73.922625
1.6304646 33.195647 -1.8902748 38.805427 1.3519234 36.097086 9.5690271 -35.069834 89.571084
1.636749 32.522662 -2.4303272 37.933437 2.7372322 36.289919 10.449018 -35.659073 74.699316
1.6430309 32.338556 -2.8940459 38.027118 2.1286793 35.366345 11.848684 -23.293274 98.130548
1.6493092 32.205117 -1.2608183 37.146751 3.0368023 32.054428 7.9917218 -34.486656 73.161481
1.6555936 31.399193 -0.8505228 37.550319 0.7695498 35.050973 17.035366 -29.124254 91.813749
1.6618796 31.72633 -2.3712401 36.560981 2.1721289 32.920193 10.724077 -24.482587 85.900551
1.6681694 31.066926 -0.6974443 36.335644 1.4604158 31.309209 9.5972272 -26.736373 75.565565
1.6744502 30.7411 -1.5812887 36.27523 -0.62871091 31.440891 12.761438 -35.757322 85.235039
1.6807227 31.321973 -1.8598246 35.406219 0.33034237 32.745061 12.507224 -25.255867 83.620194
1.6870139 30.59181 -1.7263809 35.2389 0.23314213 29.811442 16.36845 -27.725712 83.105652
1.693309 30.526871 -1.6703987 35.191741 0.65702319 31.485004 14.383552 -34.704413 63.246809
1.6995821 30.081657 -1.4934997 35.121015 -1.4356594 31.210402 11.138963 -27.387779 74.073078
1.7058637 30.142006 -2.5462912 34.826093 0.91212151 30.572339 3.4367052 -26.903118 67.894848
1.7121544 29.656019 -1.8339321 35.005347 2.8861879 30.084458 10.237977 -29.469404 59.730033
1.7184384 29.41825 -2.8504263 34.421532 1.1287187 29.026818 12.579503 -25.236164 69.122313
1.7247213 29.678987 -1.9487659 33.523234 0.47725978 29.069535 10.163705 -24.986067 87.700104
1.7309974 28.45874 -2.0701945 34.222787 0.8452129 27.460896 10.920623 -26.101138 60.334419
1.7372871 28.861557 -3.4274854 32.594957 0.58618016 28.991287 13.297898 -31.251781 68.522023
1.743568 28.573799 -2.1020064 33.191759 -0.183068 26.315382 9.8051148 -25.588325 71.354796
1.7498407 29.131076 -1.8569618 32.843919 0.75339727 28.224862 9.9816652 -25.510616 73.632196
1.7561285 28.454389 -2.8620967 32.147841 0.86991271 27.199968 11.749897 -24.503406 70.428109
1.7624135 28.429892 -2.9523902 32.101447 1.6328304 27.230517 12.711334 -27.062521 77.468655
1.7686962 27.499375 -1.8165769 31.994227 0.52987768 27.541374 6.4231229 -23.363708 73.11571
1.7749794 27.37102 -2.1569822 32.314011 -0.14155553 25.337106 9.6045521 -24.760317 78.139262
1.7812656 26.939708 -2.025971 31.655313 1.6934833 25.689208 6.2331282 -27.713885 49.328208
1.7875494 27.351695 -2.0866613 30.856747 -1.3577331 23.791027 8.7955751 -24.737625 68.836971
1.7938341 27.275795 -1.8386089 30.803812 0.14087883 25.44797 9.3939151 -27.645601 53.317316
1.8001151 26.837908 -2.5266814 30.701209 0.32229553 23.535471 10.786069 -28.344667 69.97456
1.8063939 27.41275 -2.7974719 30.32213 0.82661198 24.244016 7.6552018 -24.406602 67.163488
