k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.48690193 308.49108 125.78355 374.75599 167.22368 574.65929 291.00574 1122.376 717.20354
0.49316971 298.67046 113.5109 370.18852 163.93162 556.65409 244.25136 1078.2383 676.35281
0.49945067 293.88676 118.09366 363.35407 151.98551 544.8718 252.28693 1033.1887 692.26099
0.50571591 285.64887 106.09521 355.90421 140.39263 532.15955 242.75595 1001.0989 688.04614
0.5119924 279.9265 101.23298 346.27612 145.6298 520.25865 200.06019 993.28935 645.30046
0.51831261 273.21605 102.64236 337.98128 120.85885 516.49677 217.97259 981.40752 682.60986
0.52460896 264.14362 95.897261 328.98496 128.08825 499.25206 202.32924 916.19954 572.59516
0.53087573 257.6023 88.970125 321.63397 121.8092 479.68037 197.69754 897.47499 598.02218
0.53715735 252.73104 88.764136 310.59946 118.45967 483.95585 207.87122 903.81675 596.34774
0.54345796 247.33461 84.854143 308.08935 107.89615 473.64638 216.5814 852.20818 619.93448
0.54974307 240.44909 73.917592 297.91212 109.5788 458.36722 211.19184 822.99551 579.02309
0.55599374 234.20836 76.713051 293.1824 110.98201 440.05585 172.66787 794.46324 521.64614
0.56228547 230.43069 70.507672 287.70014 103.53439 435.06064 184.50575 797.84659 503.25296
0.56860115 226.29839 69.841194 281.85504 100.61288 428.65413 190.01195 783.6007 561.65567
0.57488046 220.58441 65.713578 278.25449 88.594562 419.58646 185.90778 748.74998 561.82367
0.58115502 217.11306 68.353614 270.3803 102.97054 414.70114 171.55285 730.23784 560.4914
0.58743945 213.21608 60.965106 264.63988 92.726044 402.83198 166.44586 711.28275 509.13721
0.59371762 207.15236 63.909837 257.65258 85.622853 394.64018 163.7663 692.45409 480.62167
0.5999972 201.26723 59.923282 256.0716 83.36184 388.26666 173.95846 689.40159 469.6336
0.60626791 197.86301 53.976791 250.38638 82.47389 374.46942 156.95277 664.9404 452.64278
0.61254696 194.52919 52.071045 246.96109 82.160361 373.47818 128.70522 624.38558 474.89757
0.61884777 194.0193 49.886422 241.03311 73.975251 360.7108 159.12653 623.18445 463.17323
0.62513106 187.84235 52.852279 237.42535 74.409148 354.84346 138.37622 611.23473 461.81551
0.63140275 182.61788 50.329483 230.18298 72.214828 348.69904 145.4498 594.65687 427.97423
0.63770036 181.25329 45.098615 225.4071 79.550427 336.22334 145.83364 580.31752 393.25145
0.64398578 175.90806 38.369345 223.10961 72.332435 338.43084 127.46772 545.79793 356.33033
0.65026854 170.80505 40.128318 218.83084 64.577677 333.76554 128.36997 543.1164 397.93044
0.65655861 168.74023 37.598771 216.92613 62.235874 323.11209 120.64869 530.20037 367.73619
0.66283693 166.93484 38.665448 211.60746 65.880748 315.70881 127.28176 515.43117 390.38286
0.66911854 165.48504 37.760191 207.49212 62.865178 310.87673 118.32347 507.139 376.70309
0.67540702 160.18714 37.171149 203.49293 59.628275 305.22557 115.35431 495.0255 357.54274
0.68168355 158.04163 31.653194 201.12421 54.369807 302.68592 121.34576 464.53364 377.06758
0.68795925 154.23332 28.467372 197.73849 56.777974 294.94351 109.62278 473.80659 366.22433
0.69423443 153.77296 32.808647 190.8437 55.591498 293.63822 121.31613 441.64783 363.53391
0.70051754 147.57535 27.232346 191.0326 58.34735 289.0221 96.49167 441.53775 342.89521
0.7068125 148.0685 25.474182 187.24998 51.641233 281.19582 99.553886 426.50983 297.80258
0.7131019 144.76878 23.191846 184.71534 45.20767 276.58542 101.47512 416.22474 352.00005
0.71939183 142.35988 25.438192 180.04157 48.556712 266.66388 105.51492 396.1422 296.32858
0.72568338 139.89573 25.47698 180.7107 43.673473 270.02034 94.985492 407.94491 321.15337
0.73196527 137.67713 21.784003 173.77636 42.507194 266.29586 86.226768 388.74383 303.91567
0.7382508 135.64933 19.049672 172.38599 44.251778 261.24641 91.855914 374.77329 331.52635
0.74452658 133.71376 25.391628 169.27017 46.937409 252.05363 101.93176 377.357 315.81274
0.75078711 130.03738 21.933168 167.51748 42.626734 246.08301 83.502272 358.70774 267.95578
0.75707585 128.40973 20.983694 161.98939 41.667602 243.42007 89.365735 349.39208 290.62227
0.76336412 125.90282 20.09086 160.84034 40.538957 237.96475 84.792691 322.90614 296.92157
0.7696463 123.13698 15.269571 155.94451 37.269745 236.79279 81.231918 330.58789 290.18627
0.77593949 122.1285 14.033444 157.13158 30.023781 234.10765 75.41287 315.39203 245.78519
0.78223291 118.662 10.944921 155.12855 29.655043 224.67517 74.489108 293.38562 259.39824
0.78853149 118.778 15.247416 151.75375 32.988457 221.00497 84.937962 300.6885 242.88476
0.79478966 115.45465 15.741661 150.01434 32.502189 220.10208 80.987573 279.37373 225.63878
0.80104911 115.81671 15.498583 147.43757 31.69632 217.63335 67.012594 291.51503 231.1099
0.80733641 112.62732 15.738369 144.51782 30.486676 211.31905 70.141651 275.98887 244.37681
0.81362295 110.88551 10.663178 141.3375 27.061489 204.66806 69.495803 260.94283 217.7669
0.8199153 110.25024 9.9186444 139.89828 25.724978 205.97235 72.515476 255.09685 228.81891
0.82619526 107.24611 14.04689 137.29662 29.626909 198.63341 55.333516 255.13582 217.84051
0.83248971 107.17552 14.969244 138.2608 29.75907 196.34812 72.420584 246.27101 248.55787
0.83879593 104.50587 9.6266397 134.27029 22.224444 195.66006 60.229627 238.57805 216.00733
0.84506346 102.84523 10.971301 130.93357 22.10716 195.01447 67.27264 232.41565 208.439
0.85132829 102.57097 7.7413223 132.24102 27.066895 194.84612 65.502851 226.29 202.08824
0.85761983 101.50583 10.238973 129.27395 25.34553 188.11736 67.66959 230.24084 221.56916
0.86390585 99.465876 7.4174076 126.34546 20.958559 181.69106 64.045924 206.12986 214.53774
0.87018387 97.870937 8.095621 126.0528 25.531202 185.84263 56.242319 215.59243 201.60105
0.87646411 96.19746 6.4084184 123.41749 20.541928 178.54422 60.972112 187.77517 200.81131
0.88275039 95.338625 7.0628714 122.00722 22.091707 179.24225 63.680512 186.97407 196.12617
0.88903328 93.230228 7.3909593 120.20159 22.325457 175.85394 62.874145 189.37363 203.29528
0.89530842 93.535385 3.6551164 117.97031 19.527179 171.77921 47.244415 179.21238 183.59701
0.90159565 91.181244 4.7231151 115.33245 20.144367 171.47145 52.807522 180.64179 179.79189
0.90788333 90.26442 5.2438863 116.13248 21.183741 163.15128 50.964803 167.86135 172.44145
0.91417441 89.129193 6.9929356 114.91123 18.510671 164.97469 48.425359 162.48518 172.49342
0.92046308 86.649341 7.7054797 112.57401 17.61016 160.32259 58.254276 164.66858 160.35833
0.92674344 85.967111 4.2417826 110.72648 18.582729 159.82219 55.027679 152.71535 175.61396
0.93303242 86.218591 3.5909152 109.59301 20.10242 157.20209 55.831853 148.88961 179.92297
0.93932658 84.758508 5.6073701 107.91657 15.658939 153.02893 44.21455 152.11277 185.81052
0.94559748 83.159727 4.617896 107.05961 19.200754 148.60761 43.967538 143.01623 168.55302
0.951866 81.485999 4.407992 103.59898 18.363358 147.34236 45.120645 137.95173 165.20915
0.95814133 80.856019 2.9653526 103.3851 16.400034 147.00862 51.615741 138.82901 177.95078
0.96443509 79.950915 2.7718675 100.6828 15.346715 143.27905 44.383506 130.55146 161.24441
0.97073556 78.61208 3.2405401 101.05524 11.962764 145.71161 46.199704 117.12771 171.88413
0.97700808 77.841674 1.7441267 99.448622 12.321844 144.05524 37.270338 118.62803 161.87316
0.98328233 75.924397 3.3454179 97.428247 17.540374 140.93171 44.422154 115.20942 145.40555
0.98955697 77.213391 3.0109846 95.661144 13.723112 137.34623 30.962515 104.16554 151.50634
0.99584563 74.264669 3.6986248 95.630817 16.359116 133.89704 34.727311 110.84865 145.78687
1.0021362 72.985237 1.697493 95.144057 11.772472 132.45831 44.404839 104.34172 150.12749
1.0084048 73.576625 2.6717516 93.479998 15.592057 130.09448 37.768968 98.661069 143.72506
1.0146941 72.758663 -1.2611296 92.218179 11.217461 127.88001 42.184021 97.581003 132.70592
1.0209926 71.608749 -0.503775 91.613058 12.166922 128.46636 34.589516 93.384148 152.49527
1.027274 70.850435 0.13722252 90.364331 12.737898 125.24168 41.450776 92.557739 141.60294
1.0335592 68.802271 -0.059282923 88.89113 9.3548247 122.27437 40.605871 89.112733 126.53032
1.0398476 69.426909 -0.17697048 87.224857 9.7422459 122.74169 36.534231 85.268017 142.75858
1.046127 68.199201 -0.36798854 87.416698 8.4961588 118.28013 34.829685 72.372507 133.33967
1.0524034 67.746251 -0.25319658 86.480623 11.191194 120.59027 38.95568 75.4739 129.1359
1.0586807 66.29335 -1.3956433 84.503524 11.645496 118.97192 32.687937 70.109145 126.90603
1.0649643 65.896303 -1.3783636 83.837979 8.1643108 112.92886 36.530609 70.703598 140.68734
1.0712568 64.858253 -2.2345406 81.303293 7.0476788 112.25838 26.844968 63.68696 121.62414
1.077544 64.264106 -3.2253986 81.761004 9.3175162 110.24614 33.053393 60.724432 113.85482
1.0838248 62.898526 -1.2579542 80.955846 9.7112458 107.63019 33.558836 56.385117 129.04126
1.090108 62.169427 -1.6845231 78.783217 9.0526953 108.59879 31.072198 56.604501 141.4083
1.0963897 62.654001 -2.3925543 78.978069 8.723971 108.11746 34.103549 55.912409 109.97251
1.1026811 60.41434 -1.6789353 77.37667 8.1576776 104.501 32.02883 55.5767 139.59532
1.108963 59.429772 0.52642576 75.905883 9.1111898 107.47711 30.151189 53.730435 111.14881
1.1152254 59.391814 -2.3499553 75.577983 4.8646822 103.11442 31.363685 53.531391 126.23171
1.1215021 59.628155 -2.7729688 75.881761 7.0147615 100.50804 30.746617 58.542878 119.95421
1.1277926 58.74211 -1.9112349 72.290917 5.5257835 96.649338 29.808646 48.27006 130.7598
1.1340896 57.899907 -1.4612204 71.759871 7.6287268 94.195788 25.464444 42.808903 107.38803
1.140364 58.09149 -3.2950494 72.688868 4.9855083 95.646585 28.90432 40.612988 105.47341
1.1466392 56.16984 -1.6718096 72.196616 6.0841473 93.002171 33.913685 36.923738 110.84411
1.1529424 56.310339 -3.8882095 71.032268 5.259461 95.02216 21.91623 35.470626 103.88619
1.1592289 55.707491 -1.7866049 70.811544 4.7561385 92.189544 23.877832 36.907166 111.38568
1.1655087 54.12026 -2.141106 69.50251 8.441595 88.369159 24.001996 36.150183 104.11333
1.1717931 53.959649 -2.5023804 67.905937 6.7715781 88.293587 26.640324 35.68782 105.31608
1.1780874 55.078119 -1.9527967 67.647289 7.1770451 89.045369 24.989854 30.014687 110.28209
1.1843677 52.796297 -4.4994033 68.09574 5.4160341 86.328622 26.7019 27.192409 119.65092
1.1906346 52.79373 -2.9042624 65.957931 4.5760995 84.497994 28.177921 24.919051 108.32283
1.1969122 51.162543 -3.2815217 64.464168 6.4975195 88.255569 21.80353 19.370142 115.94852
1.2032016 51.165013 -2.5262113 64.227421 4.5747921 83.363116 25.749418 22.655799 100.52689
1.2094868 50.140754 -2.7015592 63.445152 5.1816883 81.903238 25.238773 25.458401 115.17662
1.2157639 50.219748 -3.7327053 64.538456 4.5631365 79.951214 26.272072 15.893115 98.061668
1.2220498 49.600506 -2.1203321 62.060982 5.6045766 80.899594 25.60254 20.93177 90.767422
1.2283406 49.071019 -2.4209784 63.829061 4.4468586 78.581423 26.097981 21.924641 90.388814
1.234633 48.851607 -1.9275349 62.02615 5.0054675 77.412646 21.943549 11.624304 96.298615
1.2409022 48.452815 -3.5573981 61.432767 4.3246406 74.515421 22.870029 13.524872 87.760325
1.2471748 48.597967 -3.1936188 60.418632 4.054905 75.818145 22.007374 16.691625 100.9061
1.2534655 46.569954 -1.7118403 59.954518 4.592577 74.761389 16.868483 5.2318067 95.407873
1.25975 47.945977 -2.9835399 58.714782 3.5535982 74.735442 15.010323 7.645419 89.271739
1.2660321 47.236707 -5.1690086 57.638665 3.0171738 71.180454 23.514972 10.103334 92.036427
1.2723163 46.177973 -4.6445322 56.857131 2.9460486 72.493153 19.747748 10.419716 84.154756
1.2786042 45.361899 -5.6967355 56.081414 2.1951618 69.726628 16.61028 -0.9181553 92.399828
1.2848866 45.313329 -4.389746 56.056837 3.5091473 68.326372 21.510519 5.2884548 87.196057
1.2911754 45.152521 -3.7274576 55.609599 2.6591661 68.979711 21.419267 2.927783 87.778226
1.2974657 44.67621 -5.0221672 55.297403 3.4167957 68.375835 17.101941 2.1784127 104.80993
1.3037418 43.606969 -3.8743446 54.904093 2.8119855 66.394422 15.346836 2.6990208 87.630155
1.3100173 43.614654 -3.3842421 53.936118 2.5029455 65.833887 21.584769 -2.5866426 82.050435
1.3163014 43.041153 -4.0010019 53.129277 2.9304638 67.288445 20.785831 -0.89180211 89.034144
1.3225868 42.967829 -4.1692114 52.76262 3.6777426 65.518196 19.70572 -5.4964403 94.192434
1.3288655 42.07501 -4.4349724 51.761814 3.5971852 62.670324 18.52412 2.1085574 70.540521
1.3351448 42.040244 -4.2367434 51.656516 0.64836489 61.811142 13.547557 -7.3820422 84.040193
1.3414405 42.17462 -4.0200229 51.769877 1.2949214 62.864929 19.713182 -6.3216375 84.634849
1.3477309 41.025627 -4.399364 50.770214 2.7547643 59.999604 16.483269 -7.4027788 94.65492
1.3540016 40.514327 -4.609191 49.514783 2.0401614 59.35508 14.775399 -9.805074 68.802772
1.3602826 40.084636 -3.9638631 49.569166 1.3731924 59.341795 16.591927 -9.1537207 78.736136
1.3665657 40.05591 -4.1316187 49.116375 1.9014147 57.398205 15.216794 -6.0686864 76.967491
1.3728515 40.17456 -3.9974868 48.82053 1.361303 57.737591 19.351304 -4.1163125 92.240432
1.3791354 39.226939 -4.3794642 48.695572 2.4185785 55.740069 20.030025 -5.8520871 91.547237
1.3854096 39.356549 -3.7140855 48.221396 2.3573632 55.070935 12.878503 -11.697342 68.163154
1.3916986 37.872583 -3.9469994 47.173643 3.5553733 55.068894 16.953133 -8.8262496 85.341503
1.3979845 38.413501 -3.8340542 46.310795 3.3888599 54.78766 14.722603 -5.5409118 79.832251
1.4042679 38.084224 -6.942647 46.282876 0.88601583 53.770095 12.131282 -9.9038691 68.460436
1.4105548 37.116792 -3.3317853 46.193325 2.5785872 55.06726 13.436166 -12.934814 68.36436
1.4168378 36.68698 -3.6448666 44.401354 0.9226688 51.577026 18.029875 -10.420189 68.318525
1.4231182 36.457509 -3.9895048 45.18152 1.259735 49.871461 13.27958 -18.817513 73.715472
1.4293978 37.082401 -4.9875978 44.063608 1.4551377 50.723165 14.171988 -10.170065 74.044996
1.4356869 36.691943 -4.5435595 44.395519 0.68637215 50.047701 18.393283 -18.523781 82.655215
1.4419771 36.024854 -4.7146106 43.761242 -0.3022409 49.716989 14.002484 -15.818046 79.307126
1.4482537 35.300161 -2.9146258 43.262354 0.93230253 46.697631 9.8443037 -15.867505 75.609023
1.4545323 35.642568 -4.3162959 42.705221 2.4720017 46.536771 12.394906 -16.653392 78.446435
1.4608193 34.941135 -6.058966 42.278689 0.5406504 47.792584 15.731047 -12.90527 77.399521
1.4671104 34.659828 -3.3083359 41.632025 2.2320172 44.887665 18.506836 -7.7237355 63.174972
1.4733929 34.282399 -3.8350417 41.085445 1.8245748 46.634872 13.673196 -13.45903 80.855827
1.47967 34.161844 -4.306219 41.144158 3.4675955 45.515608 14.404678 -16.557253 63.765221
1.4859561 34.197621 -4.1646489 40.38594 0.42992742 44.781722 16.425639 -13.047422 78.975542
1.4922336 33.087898 -5.4660935 40.294813 0.62541275 44.407349 13.89842 -15.957669 76.24082
1.4985025 33.404579 -4.1619765 41.04063 0.53769591 42.662751 13.824807 -19.170053 76.099367
1.5047858 33.167575 -5.469831 40.272439 -0.14352181 43.596468 13.822215 -17.364097 60.944969
1.511076 33.123601 -4.6572367 40.106519 0.26361035 40.588184 10.321582 -21.025892 68.801734
1.5173616 32.99713 -5.7042147 39.063725 -0.33199259 42.494142 12.031376 -21.337376 69.132616
1.5236486 32.494049 -5.6202591 39.186641 1.436901 41.114331 12.697991 -17.181222 56.126914
1.529938 31.280691 -5.7217889 38.137725 1.6947066 40.822454 12.10105 -16.323757 54.433007
1.5362302 31.882388 -5.225097 37.750078 -2.2799754 39.93718 14.789311 -17.381732 76.869397
1.5425107 31.206437 -3.973978 37.695101 -0.22647443 39.866712 9.7168794 -19.081835 68.80709
1.548784 31.551005 -5.3355104 36.730727 -1.5043403 38.482455 10.208058 -12.208682 72.417789
1.5550731 31.230347 -4.4601558 36.087776 0.1116511 40.020364 13.00613 -16.633935 70.000949
1.5613573 30.614838 -5.055496 36.594377 0.71929883 38.316055 13.180103 -15.539118 68.164247
1.5676291 30.390898 -3.8214971 35.822878 2.7008073 36.448673 8.165889 -18.955679 64.395588
1.5739137 30.569537 -3.585613 35.366186 -0.83338394 36.405322 12.647979 -15.4624 63.461368
1.5802035 29.908725 -5.9633875 34.809083 1.0121822 34.988084 8.6006522 -15.89042 64.765926
1.5864854 29.792668 -3.4891169 35.504134 -0.36087621 35.924975 12.63125 -16.021423 56.927724
1.59276 29.779912 -5.0440051 34.756055 -0.14090515 35.068106 10.226816 -17.749979 59.753917
1.5990464 29.200985 -4.967969 34.267388 -0.29834528 34.631316 10.902558 -19.885 66.222085
1.6053421 28.912467 -4.3973144 34.348692 -0.89849902 33.576784 9.069465 -19.54182 60.278745
1.6116199 28.992479 -4.8911551 34.236972 0.57760451 34.053889 10.385304 -14.064794 50.943715
1.6178976 28.417192 -3.6334023 33.730249 -0.83246084 35.133896 12.315328 -21.07351 42.71185
1.6241832 29.011246 -4.8531558 33.551141 -1.2388407 31.822758 12.872352 -18.616753 58.28952
1.6304646 28.069196 -4.7671798 32.717052 0.16286155 34.756631 10.3478 -17.021752 59.710258
1.636749 27.988605 -4.2560093 32.799883 -2.5097937 32.240859 14.220406 -18.433415 68.09127
1.6430309 27.376733 -4.8936734 32.354084 0.74473944 32.368543 10.516211 -18.936291 59.580225
1.6493092 27.721339 -4.4582105 32.032561 -0.84544457 34.475631 9.3883779 -19.921139 57.245554
1.6555936 27.612098 -4.9720717 31.921221 -0.42168612 32.669579 7.9585659 -15.757131 64.332657
1.6618796 27.346215 -4.7994037 31.319969 -0.73549767 33.035657 7.3367805 -18.197002 47.647273
1.6681694 27.069252 -4.8199756 31.551933 0.91940512 29.173893 12.065028 -15.624471 60.240411
1.6744502 27.05161 -4.4301648 31.833613 1.133783 30.913722 10.033291 -17.280312 55.701597
1.6807227 26.77956 -5.2792615 30.987602 0.39637092 31.029494 12.712319 -18.14737 62.97147
1.6870139 26.791702 -4.6038021 30.238631 -0.032311548 27.713338 14.992531 -19.891806 58.579728
1.693309 25.79637 -3.8185501 30.185093 -0.078161003 30.155173 12.541281 -17.247523 50.123007
1.6995821 26.156586 -4.4238059 30.372138 0.33441548 29.799548 8.2349137 -20.42098 43.608541
1.7058637 25.760742 -4.756592 30.234654 -1.1188487 28.889246 10.933064 -18.215972 62.486849
1.7121544 25.852062 -4.538179 29.757335 -1.4736471 26.227218 11.007504 -10.456553 45.367412
1.7184384 25.641915 -3.8433471 30.092656 -0.95393678 27.38924 8.6363233 -14.456094 48.686005
1.7247213 25.207668 -3.6621378 29.548013 -1.4257034 28.951209 10.289447 -13.521366 51.706093
1.7309974 25.553576 -3.629727 28.805705 -1.8407472 26.981915 11.387478 -13.481534 51.935212
1.7372871 25.316345 -4.4121685 28.933983 0.95307581 25.142788 10.492649 -14.436144 47.721976
1.743568 24.993383 -3.5418865 28.88906 -0.96688706 26.902589 5.9653494 -12.271449 49.495718
1.7498407 24.917132 -4.5705909 28.236688 0.65380519 26.711906 13.497703 -16.921963 56.642034
1.7561285 24.786817 -4.8549187 27.929718 -1.844223 26.118324 10.378468 -17.374789 47.852115
1.7624135 24.60062 -4.0930473 27.550244 -1.4292107 25.137022 6.9229949 -14.298066 51.332679
1.7686962 24.143867 -4.1457311 27.382713 -1.8247137 24.501902 10.054905 -11.398302 45.014888
1.7749794 24.220131 -4.3892454 28.080091 -0.3891552 23.531396 4.7487881 -14.483807 53.783338
1.7812656 24.038092 -4.4402304 26.583172 -0.66502667 25.761116 9.8119488 -9.7212315 47.790177
1.7875494 23.622728 -3.7435509 26.957124 -1.687604 24.783571 8.4318424 -10.709399 48.051396
1.7938341 24.031847 -5.3544258 26.726996 -1.5673167 26.247403 10.976533 -13.11087 43.959464
