k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.19778899 1665.2319 1128.4737 2067.6931 1342.9468 3215.1426 1788.3216 7000.8869 3057.179
0.20409377 1562.4408 1019.1112 1936.3133 1142.6539 3004.0523 1490.097 6526.7583 2840.9828
0.21039393 1475.0919 1055.0221 1847.1556 1259.8133 2863.0921 1661.7528 6320.7362 3532.8822
0.21669097 1403.9078 1004.9098 1742.0401 1160.5159 2722.8056 1621.7596 5965.0457 3404.8786
0.22297003 1313.0522 899.56401 1640.5322 1072.976 2576.4146 1512.7563 5667.2589 2659.6293
0.229262 1278.7313 895.44136 1604.375 978.27441 2478.3258 1314.9619 5476.0628 3014.1527
0.23551415 1219.0307 822.90245 1533.9581 924.76289 2377.7045 1255.0122 5158.4885 2381.2519
0.24179106 1156.0353 806.08115 1445.7445 926.24693 2319.002 1289.7152 5007.576 2662.0746
0.24808565 1122.7161 754.15577 1411.4734 881.80892 2231.9417 1277.8385 4844.2208 2593.0911
0.25434923 1064.1143 697.57245 1344.4446 825.12558 2107.0664 1191.8692 4668.9596 2537.0654
0.26063343 1028.3899 662.06479 1302.0114 776.87931 2069.979 1072.4837 4602.3826 2516.1755
0.26692574 1002.0542 715.01069 1254.1838 826.89389 2008.6009 1239.4114 4361.4976 2493.4757
0.27324233 953.73658 659.25719 1212.0127 794.28401 1902.3653 1136.5276 4220.0719 2437.4379
0.27955297 904.46302 604.61426 1155.5095 715.34194 1811.5056 1037.5908 4097.3715 2240.9134
0.28583663 870.3029 572.93194 1112.4778 713.01812 1780.5922 984.36383 3960.1969 2122.7381
0.29208763 829.86228 559.88041 1066.0413 651.982 1696.7225 1001.1891 3772.4528 2212.8143
0.29834498 817.79759 539.86798 1020.3758 664.77077 1624.4126 941.53705 3633.1205 2166.7932
0.30463826 780.09644 508.71834 1000.5577 642.97824 1597.3493 915.96184 3481.54 2045.531
0.31092791 751.46172 482.13713 956.44708 588.69599 1535.2148 887.69665 3376.1131 1910.92
0.31721682 724.73807 458.58153 931.96938 548.48462 1484.2448 788.17846 3349.8849 2010.6873
0.32351876 693.47576 445.4367 888.13891 536.22362 1423.3152 820.327 3171.0168 1945.0946
0.32981682 676.07996 431.84723 865.6806 488.4154 1396.6162 749.87071 3119.6263 1730.2778
0.33611764 656.15688 411.42784 823.581 476.97268 1348.3552 694.13544 2959.438 1818.5553
0.34237004 624.43083 377.61894 811.76018 458.33492 1295.8374 701.38901 2876.4553 1567.6857
0.34864782 611.44241 359.44459 784.76013 443.73792 1261.8161 626.77286 2836.4197 1773.8695
0.35494116 594.02297 361.96798 763.42929 440.88171 1223.5127 693.26693 2765.5833 1821.7655
0.36119169 571.85026 362.33754 735.88313 454.73137 1184.3103 654.24859 2592.9083 1589.5346
0.36747671 552.91476 342.81013 707.45155 407.11846 1170.2605 588.21439 2557.2426 1503.9528
0.37376478 542.31794 347.26791 702.86967 410.68203 1126.267 632.99139 2499.0972 1487.7694
0.3800654 522.62347 308.04657 676.47667 392.34526 1098.9475 612.56087 2442.375 1672.6713
0.38635399 509.09737 290.13956 661.20526 369.31297 1077.2665 567.12574 2325.767 1394.7138
0.39261402 496.18567 298.26269 637.98501 347.0244 1051.1591 580.91392 2336.9072 1481.7319
0.39892645 477.83998 278.74849 626.46113 340.54627 1005.391 552.39598 2269.3579 1578.3948
0.40520732 465.01214 268.01105 604.78064 347.4706 974.47275 534.76456 2152.2441 1310.1436
0.41149165 452.24985 261.61904 590.19057 336.21642 963.76356 513.61087 2107.5591 1269.6118
0.41778143 434.53739 231.46176 564.28958 302.02501 923.16367 471.34357 2033.7491 1285.5803
0.42404006 424.36923 247.7689 557.00654 316.75138 920.98864 520.16047 1973.0116 1292.4545
0.43034257 413.34714 241.25875 545.90342 290.36523 888.88419 515.86601 1979.7853 1241.0727
0.43663586 402.23746 231.3536 530.27571 286.9949 874.45958 487.31777 1898.3695 1237.3339
0.44289962 386.30631 210.5582 511.64463 258.1789 846.9619 436.08146 1810.4016 1174.697
0.44916344 386.26923 208.92764 502.29098 263.78475 822.53068 439.74581 1801.5338 1188.0056
0.45544141 370.73326 198.83076 486.60355 262.20619 803.06043 420.18981 1717.4662 1065.0284
0.46176345 364.22194 181.01103 481.55957 242.96471 790.05456 413.20376 1695.5852 1178.3352
0.46806442 355.83395 184.81573 467.88595 244.21252 763.74516 401.97286 1656.0229 1024.4118
0.47434852 344.69434 172.61822 451.99548 226.94737 753.616 356.59293 1587.6529 958.55634
0.48063561 340.08596 176.0274 449.09223 226.30743 740.76314 399.9848 1558.3499 1049.1912
0.48690193 328.43012 175.15136 430.1142 224.10622 714.11424 392.51901 1543.2418 1106.8364
0.49316971 324.70672 176.66253 428.23758 212.64294 698.48412 367.61673 1476.9553 990.40152
0.49945067 313.57947 160.61672 413.12696 217.25066 687.33092 353.17823 1454.6655 928.55432
0.50571591 305.70967 156.71676 405.57399 195.08005 662.72612 329.88967 1378.2695 926.04166
0.5119924 299.48087 146.62648 396.79806 189.28908 653.42477 328.52216 1403.7105 848.40037
0.51831261 295.1662 146.59085 391.24884 185.7927 651.68697 333.61262 1311.4837 884.58172
0.52460896 288.39957 142.35243 384.63763 184.98937 634.96522 320.11636 1300.3608 865.07643
0.53087573 280.13974 137.21423 371.3097 187.21826 613.81786 313.30183 1283.1333 828.3779
0.53715735 276.36891 135.43526 362.50956 176.00132 606.40228 315.83786 1252.6053 837.87498
0.54345796 268.89342 118.90744 356.15275 162.81574 600.56451 286.1955 1198.1386 803.45418
0.54974307 260.42227 123.38647 348.31161 159.32496 577.8359 280.58676 1179.1238 768.65349
0.55599374 257.77907 112.02899 338.35869 154.97381 561.31833 281.74566 1142.9353 837.05279
0.56228547 252.19074 113.0303 337.41072 158.44907 557.82728 288.54121 1125.0099 808.5851
0.56860115 247.02682 110.6467 325.79386 147.27397 538.76214 268.88789 1071.13 709.7695
0.57488046 242.94912 97.209322 324.06921 145.16207 537.16773 251.34005 1060.0452 834.25257
0.58115502 236.81574 100.21918 313.23836 151.21829 512.72944 238.73292 1016.7971 691.37464
0.58743945 234.04682 100.24928 312.94592 141.7821 509.44928 253.8316 990.75091 687.41517
0.59371762 225.51581 88.990061 305.19886 131.45478 495.00195 226.74026 971.02848 669.76081
0.5999972 223.66868 93.698119 297.9934 139.7867 489.4794 237.09312 932.88928 664.00741
0.60626791 220.35843 84.680211 295.43788 127.49144 476.67486 220.68934 920.49681 632.19938
0.61254696 215.23953 88.217593 289.99579 121.40544 465.24362 226.06028 927.31462 673.44507
0.61884777 210.10541 85.335089 280.39954 117.17275 463.75231 218.79129 883.0054 604.60337
0.62513106 205.38266 82.978836 275.95862 108.53936 449.84774 227.9472 864.0094 623.72963
0.63140275 202.92591 76.308536 272.70121 122.97794 446.00594 217.9259 849.95298 621.45265
0.63770036 197.6845 75.201252 266.3166 117.5253 436.42771 215.64825 791.14309 544.93198
0.64398578 195.4425 73.286823 264.37635 112.38169 434.99535 222.05334 817.48006 618.15396
0.65026854 190.92959 74.923522 258.47418 114.1988 426.94727 212.42553 773.32959 563.49941
0.65655861 188.57805 72.241752 253.64217 110.62356 418.26406 211.65821 766.30387 556.2528
0.66283693 185.97917 68.777707 246.05631 104.05618 406.04108 186.74848 725.5305 594.537
0.66911854 180.50727 67.424087 243.65095 95.656282 402.43961 181.67853 712.01217 554.07108
0.67540702 177.37513 61.331168 239.44361 96.96569 398.14623 184.22495 686.38318 514.65774
0.68168355 175.81923 59.163268 233.73981 90.487442 388.64505 179.72871 683.43232 514.83145
0.68795925 173.12348 61.296799 229.97653 87.462685 378.91501 177.23881 643.87986 466.23542
0.69423443 167.53557 60.677695 223.66141 86.010331 370.88873 168.82627 633.43363 453.78745
0.70051754 165.49732 54.5214 225.74565 83.13963 365.91939 160.70543 630.53127 442.08224
0.7068125 162.42546 50.849865 219.9999 85.563695 354.21972 161.73625 628.9458 506.03179
0.7131019 160.43239 52.913914 217.64722 78.466232 353.97894 165.88351 601.7149 418.09189
0.71939183 158.13958 50.209154 212.25657 77.015696 347.21755 169.43945 586.40146 443.07698
0.72568338 155.56931 48.454614 212.03196 76.978294 340.38773 154.60954 571.06488 462.12549
0.73196527 152.47056 52.828367 206.73975 78.338546 338.05755 161.10214 558.73335 466.9855
0.7382508 149.88273 45.597258 203.78669 71.303935 329.5454 154.22834 532.2648 424.2955
0.74452658 148.87503 46.309849 199.1647 70.851359 323.50264 146.75515 522.21114 420.20292
0.75078711 145.29613 42.008437 196.50867 72.105424 318.38217 130.04117 499.8492 387.49586
0.75707585 143.60321 46.399774 195.41233 68.436195 316.63363 156.08722 483.7928 379.02499
0.76336412 140.29223 42.327714 188.65722 69.87174 310.96084 139.29378 499.802 407.9076
0.7696463 137.27458 43.25349 187.39793 63.811702 301.32344 132.99169 469.68454 393.44778
0.77593949 136.0866 40.306296 182.68694 70.618415 298.82727 131.22533 454.96249 391.42788
0.78223291 137.77877 40.753522 180.83747 59.323662 292.03398 137.47324 423.48064 341.27015
0.78853149 132.01609 40.980833 178.41395 61.846935 287.29447 129.67834 438.32451 320.92196
0.79478966 130.85382 36.625254 176.25168 59.00549 282.11737 115.55416 430.93266 378.42425
0.80104911 127.80094 38.997033 174.62974 57.79333 276.39037 130.33958 404.52175 337.7101
0.80733641 125.48934 33.949381 171.5344 59.491196 275.07314 110.81986 404.6962 364.02923
0.81362295 125.2937 31.636398 167.22621 54.747627 272.6773 133.04764 397.50513 346.56698
0.8199153 124.21146 37.463822 168.81315 53.754055 270.71425 110.28275 378.09765 358.51185
0.82619526 120.67592 30.777974 164.12111 48.702752 261.28408 109.39706 360.2566 336.20371
0.83248971 119.12274 35.780144 160.85936 52.851366 253.47937 108.9146 356.64398 311.39716
0.83879593 117.44718 31.603481 160.08105 51.078521 251.53102 107.5698 356.43785 320.14447
0.84506346 116.36629 33.799404 156.49952 49.921969 248.37779 107.06723 336.53046 280.71551
0.85132829 115.08807 30.35974 155.72425 49.117734 246.62359 98.98306 335.80715 277.62366
0.85761983 112.77428 31.773622 154.40755 48.338191 238.58181 98.514205 310.91997 319.08944
0.86390585 112.57705 27.384607 149.84622 47.062721 234.40434 100.90297 311.45256 277.039
0.87018387 110.57424 27.619813 148.22566 47.067909 232.45519 96.053446 306.99922 255.25057
0.87646411 108.43645 22.857102 145.17724 46.710262 230.17843 105.60525 285.32179 262.56173
0.88275039 106.87816 24.683321 143.18529 41.248301 224.06926 83.290438 291.9328 262.41518
0.88903328 106.21611 24.553158 141.35029 43.185713 227.67835 94.498457 276.86208 269.47988
0.89530842 104.57887 22.472809 139.17609 39.121872 218.86496 93.592436 268.71158 261.69872
0.90159565 102.45308 21.882997 138.78491 36.129725 209.24261 85.868626 250.93098 249.62718
0.90788333 102.56883 19.871044 137.47143 37.608483 212.15417 85.356002 228.64435 245.27352
0.91417441 100.23349 23.998843 135.51523 35.434154 203.57707 79.662978 241.98097 252.69685
0.92046308 98.323679 22.038744 133.84821 34.689954 207.26202 83.657306 232.20885 263.8318
0.92674344 97.925034 20.974982 130.10382 36.221137 201.47041 85.489876 218.53013 228.58049
0.93303242 96.374373 20.498105 129.77301 33.301231 199.61352 79.592269 215.12273 237.76773
0.93932658 95.721147 18.296842 127.79344 34.613719 193.20848 80.623247 195.17739 235.29613
0.94559748 93.423895 17.191309 125.48774 36.227594 190.36153 73.242276 210.66973 261.45953
0.951866 93.208517 18.784817 122.80085 38.843061 188.24099 67.319035 195.81289 215.93231
0.95814133 91.779573 16.706927 121.86866 29.789873 183.52936 81.32568 196.36077 214.15834
0.96443509 90.814594 15.58324 120.31613 33.420165 184.43017 70.037927 195.59967 195.96602
0.97073556 89.779505 17.926136 119.04711 31.236174 180.64278 69.387133 174.06635 228.49988
0.97700808 88.208038 17.447966 118.23926 30.426607 181.67661 71.66176 181.02573 230.51864
0.98328233 86.486397 14.932395 116.5195 34.204415 172.88807 74.035307 166.42218 194.17368
0.98955697 87.061401 16.864086 116.17411 30.013626 170.78384 66.226117 157.28918 212.44562
0.99584563 84.600065 13.888848 111.9732 29.032113 171.28071 72.777015 161.11873 186.61616
1.0021362 84.712024 15.572916 110.47051 29.582212 169.21056 65.083743 154.70232 207.68388
1.0084048 83.267372 14.791306 109.72252 28.184433 159.16741 69.95798 133.34249 202.37708
1.0146941 82.447718 12.368959 110.13568 27.128516 163.65962 58.630452 147.5113 200.71082
1.0209926 80.23103 15.3615 107.42023 23.144513 159.87367 66.179091 134.63915 204.30521
1.027274 80.202044 13.579468 107.71715 23.596157 157.82207 61.379449 126.77234 155.98341
1.0335592 79.795875 13.733206 105.85403 26.250964 155.77743 50.363175 131.92191 177.24002
1.0398476 79.094039 12.114588 105.04892 23.837299 149.26453 58.109104 122.01644 186.6106
1.046127 77.645618 12.736441 104.79482 22.769086 148.83285 48.361482 119.43776 193.42084
1.0524034 76.560495 10.568602 101.78669 22.516051 146.38892 51.527854 112.16475 179.77944
1.0586807 76.12196 11.815198 99.878964 23.843481 144.33203 48.49936 91.558587 157.37356
1.0649643 74.890519 10.80381 98.563623 22.866415 140.03215 54.628304 93.572643 153.17085
1.0712568 73.859118 8.0735606 98.020635 21.473404 142.61472 50.153247 97.563638 149.70621
1.077544 72.403851 11.21672 95.952178 22.844903 139.88134 49.631878 106.69004 139.10451
1.0838248 73.464489 9.8957296 95.473021 21.138927 139.03116 47.416076 87.371697 135.55421
1.090108 71.812858 10.705128 94.477502 16.01938 134.39703 51.556617 84.252255 160.44868
1.0963897 69.925001 7.0973487 93.600905 20.824348 128.15692 47.79376 65.195918 147.08361
1.1026811 70.741417 9.6667856 93.192111 17.670976 132.71257 51.446786 88.318877 146.18679
1.108963 68.582887 9.0525271 90.622468 18.423807 129.33641 41.776635 67.839962 149.49653
1.1152254 68.748716 8.143144 89.847951 18.874969 127.83144 46.920668 69.517482 146.11854
1.1215021 67.75109 7.3929292 90.425708 19.872434 124.1204 47.649319 58.529989 157.33314
1.1277926 66.587193 7.6179152 89.056091 16.592023 119.82756 43.919321 54.924792 139.93383
1.1340896 65.488436 7.315266 87.40325 17.945413 119.58017 44.193199 59.834084 147.10585
1.140364 65.028264 7.0790753 84.989143 14.698213 119.43017 44.250152 60.530492 154.89953
1.1466392 64.987244 6.8616709 84.406914 17.334029 117.91678 42.276956 51.364366 144.3759
1.1529424 63.754016 7.9329963 85.083616 17.466596 120.49252 37.989348 52.266007 151.01175
1.1592289 62.829752 7.01315 84.213856 15.546593 115.61846 39.750567 55.072346 163.23572
1.1655087 62.652339 5.9461131 82.212588 16.099317 113.63615 35.994621 43.866888 118.44622
1.1717931 63.096521 5.1972456 80.787273 14.548069 111.19978 44.882846 41.9405 137.29685
1.1780874 61.499086 4.5095818 81.59806 12.222771 108.08828 41.757545 30.362143 146.87653
1.1843677 60.26852 5.5527337 80.182708 15.951049 107.26939 44.892239 38.540921 105.67414
1.1906346 60.087418 5.4935996 79.839867 15.593076 107.80706 37.243415 35.543192 114.48252
1.1969122 59.658352 5.446259 78.316542 15.673215 103.10302 39.61117 34.158615 115.62875
1.2032016 58.514149 4.9809692 76.721543 14.126382 102.74017 32.098792 39.52144 112.14295
1.2094868 58.52046 5.8517175 75.463381 12.380296 102.15784 32.215675 29.096496 111.86858
1.2157639 57.122779 3.9688471 75.404315 9.9295329 101.96285 33.171634 15.717286 101.74041
1.2220498 57.63887 5.0754796 74.538203 12.256513 96.912374 30.884524 20.109163 98.349321
1.2283406 57.504867 4.4568468 72.841288 12.729376 96.966999 30.213509 25.977803 105.11904
1.234633 56.640111 5.428853 73.173601 10.33976 94.621769 32.188205 24.581176 120.16428
1.2409022 55.835751 1.6249122 72.521996 10.940404 95.492071 21.742495 14.759755 117.94564
1.2471748 55.812562 1.9480582 71.227676 11.59082 95.479389 31.932518 8.6647021 125.83104
1.2534655 54.665741 3.8849908 70.427457 13.486386 90.357415 33.459013 11.104305 126.34966
1.25975 53.771879 2.6227336 69.18906 9.324271 88.744792 29.943196 8.721759 108.69751
1.2660321 53.446245 6.0544257 69.211397 9.6273857 88.772146 27.346796 11.684891 87.872354
1.2723163 52.589306 3.868432 68.834924 8.2754091 85.180741 27.339825 5.9613312 100.86986
1.2786042 52.560307 5.0770004 66.214011 11.557552 83.714275 31.568583 9.930518 109.85182
1.2848866 52.065956 3.0765771 66.11192 12.534622 83.786818 25.421647 1.7497128 104.66949
1.2911754 51.101349 2.2952197 66.653603 7.9206951 83.312192 31.162741 -7.0099214 84.644601
1.2974657 51.447533 2.2994826 65.616024 7.2255842 82.79004 25.52899 -2.7629377 104.15536
1.3037418 50.660017 3.7592714 64.677562 7.3971003 82.310273 21.964003 -18.537245 100.36401
1.3100173 49.509324 3.4097016 64.407581 10.673432 80.340004 23.240521 -1.5364301 103.03464
1.3163014 49.709375 2.9170734 64.390001 7.0342132 79.132491 28.719551 -6.8139759 100.29355
1.3225868 49.496962 2.0466366 62.053104 10.726095 77.09018 33.113805 -10.253657 86.162992
1.3288655 49.343303 2.065895 62.571098 7.8623334 75.906313 21.60019 -8.0688087 115.81569
1.3351448 48.437571 1.6670745 61.827159 6.5121494 70.245119 23.659055 -12.919829 113.30831
1.3414405 47.714872 2.6381583 60.993629 6.3409994 73.08446 23.468683 -11.688321 109.94299
1.3477309 47.564943 1.8987417 60.609938 8.3726127 69.800812 27.86637 -13.880448 94.86992
1.3540016 46.969308 1.3607132 60.037075 8.2201254 72.287487 21.996674 -17.090839 113.28899
1.3602826 46.559922 1.6004345 58.962114 7.768314 72.723294 28.24845 -9.5740164 104.63499
1.3665657 46.59479 0.16313282 58.306463 5.8780724 68.941179 23.549638 -19.003134 84.060137
1.3728515 45.305333 0.8659033 57.372116 5.0781105 65.817632 25.998405 -25.048179 97.351873
1.3791354 45.69978 0.16622526 57.526533 6.1129747 67.685779 19.409855 -21.632634 114.50922
1.3854096 44.813237 -0.61270573 56.940758 7.9571745 67.556594 14.690605 -10.991261 95.804515
1.3916986 44.436836 0.81615692 55.831593 8.6529894 67.467107 20.747184 -25.596709 109.24859
1.3979845 44.383656 1.284453 54.939864 5.6499957 62.48834 23.910078 -19.180428 82.566996
1.4042679 43.766335 -2.3710087 55.112752 5.8063658 65.910831 22.790489 -24.719362 106.4092
1.4105548 43.18622 0.9895636 53.751808 6.6748428 63.049031 23.1704 -18.567723 87.729354
1.4168378 43.051873 1.6242545 53.910926 5.6712483 60.713782 15.614762 -24.864952 91.369559
1.4231182 42.305394 0.77857077 53.588373 5.2682189 60.77473 23.728929 -34.806365 92.239311
1.4293978 42.180424 0.12567952 52.703944 5.4190242 58.829527 21.048755 -26.76764 87.55253
1.4356869 41.793335 0.2258213 52.867064 5.6113439 56.976254 19.193937 -32.381039 72.295653
1.4419771 41.392253 0.74149647 51.409784 4.8541628 60.322233 24.242195 -26.026819 94.105352
1.4482537 41.268172 -1.0583377 51.040681 7.5959387 56.495043 18.199551 -26.783268 90.680855
1.4545323 40.694881 0.64704438 50.413287 5.939794 55.147392 17.57417 -26.507668 81.487517
1.4608193 39.924796 -0.67433713 50.180361 5.4398543 55.361548 22.567748 -24.12012 90.103928
1.4671104 40.084074 -0.92263279 49.067207 3.7113584 52.110315 19.361416 -22.554126 89.746671
1.4733929 39.350094 0.67779217 49.80767 6.5366755 53.32575 17.043009 -25.700723 81.649628
1.47967 39.693791 -0.82681323 48.81152 5.3624298 53.078955 18.778351 -31.595396 80.36176
1.4859561 39.117107 -1.1493333 47.646211 3.9886114 52.842926 18.974296 -39.009109 90.636011
1.4922336 39.078597 -0.99887544 47.780095 2.4190305 51.316533 14.475777 -30.416082 103.40854
1.4985025 39.35239 -0.29022154 47.531137 5.1460462 51.026492 15.585584 -26.668244 71.56868
1.5047858 37.634922 -0.22780551 46.38515 -0.021570097 51.091654 18.596745 -35.150625 73.156887
1.511076 38.279586 -1.3078049 46.998353 5.3864561 49.051357 14.217823 -33.61262 87.708319
1.5173616 37.532872 0.043922514 45.885936 4.1450463 49.650948 14.578575 -32.811209 94.874505
1.5236486 37.101826 -1.415491 44.635651 2.7642832 48.181756 15.173239 -33.986715 73.691084
1.529938 37.580062 -0.96647077 44.356361 2.5216376 48.90705 15.490893 -31.743436 67.148333
1.5362302 36.944453 -1.4346046 44.693466 2.3233948 44.277141 17.005491 -39.631956 83.291751
1.5425107 36.365794 -0.95469835 44.884055 3.5622044 44.579012 16.746681 -31.786903 85.980044
1.548784 35.971228 -1.5101625 42.760052 2.0845147 45.06572 9.2238635 -31.519865 65.616115
1.5550731 35.949854 -0.22071886 43.904749 3.5767995 45.031478 19.39574 -46.82932 88.04015
1.5613573 35.720279 -1.2288457 42.655045 2.3891552 43.014022 17.256354 -45.601109 76.198605
1.5676291 35.872182 -0.3133558 42.545652 3.7272534 41.102521 15.604681 -31.818702 83.732231
1.5739137 35.245666 -1.205433 42.129058 2.5370544 42.495595 15.810256 -27.990768 88.354623
1.5802035 34.874263 -1.593271 41.036422 3.7523347 37.631473 17.68146 -33.370966 75.147805
1.5864854 33.529037 -1.8231159 41.316974 2.699907 37.873749 14.423273 -35.120965 65.501355
1.59276 34.360649 -1.4984615 41.331826 1.7005098 38.533016 12.760414 -34.593976 73.060896
1.5990464 34.311176 -2.1405802 40.183286 2.5415907 39.216503 11.241665 -34.666157 75.074452
1.6053421 33.503518 -2.9683374 40.298458 3.3983389 37.797487 13.660633 -35.085918 81.181751
1.6116199 33.161972 -2.9382337 39.621956 1.6745591 39.168444 6.5542171 -33.170183 87.037182
1.6178976 33.451435 -2.5791713 40.013679 2.1521339 35.371479 10.492388 -28.52463 68.347494
1.6241832 33.125039 -0.92786138 38.820879 2.0559395 37.96182 15.89028 -32.731062 65.766391
1.6304646 32.381551 -2.0514904 38.770661 2.16926 35.495487 11.047913 -37.763981 89.135311
1.636749 32.3294 -3.4122196 38.729773 2.7172517 34.846828 12.934208 -30.28081 77.447869
1.6430309 31.928504 -0.40746186 38.184418 1.9149564 35.932345 8.2706731 -26.226826 80.050358
1.6493092 32.373339 -1.9012858 37.920407 1.9694807 35.715822 14.267403 -31.408132 78.63312
1.6555936 31.190082 -1.8418621 37.153734 0.80029149 33.452999 20.073667 -29.687709 83.59318
1.6618796 30.661684 -2.7301985 36.778567 0.60018378 34.233645 11.399047 -25.666466 93.992738
1.6681694 30.877564 -1.7524398 36.395078 1.4928017 32.790471 14.308384 -39.517595 81.124152
1.6744502 31.584375 -1.248902 35.415698 1.0388823 34.078251 12.51408 -30.509331 68.695741
1.6807227 30.862108 -1.4082715 35.96667 -0.074222697 32.284696 11.219711 -35.70038 63.347247
1.6870139 30.529853 -1.7501913 35.958758 1.1211908 31.549718 14.175639 -37.863045 62.368231
1.693309 30.600421 -2.5612904 34.94291 2.30487 32.14138 14.776843 -36.717124 73.516196
1.6995821 29.873393 -2.4581216 34.516592 3.1395193 32.63279 18.174449 -28.265616 74.411302
1.7058637 29.788446 -2.5697944 34.271692 1.1848504 32.071925 13.149744 -30.071142 70.338929
1.7121544 29.91994 -2.6319459 34.070756 0.69705355 30.364983 11.975724 -32.864568 68.957011
1.7184384 29.238018 -2.4596021 33.666786 0.3556591 29.904368 12.018993 -28.791746 72.252295
1.7247213 29.518651 -1.6554438 33.541387 1.259249 29.994117 12.758293 -27.232088 81.60163
1.7309974 29.273821 -2.2263505 33.404715 0.36284474 28.700126 11.445866 -32.010196 70.601552
1.7372871 28.633835 -0.81309445 33.245576 -0.074459457 30.65677 6.8138458 -32.469851 69.41956
1.743568 29.290984 -2.7516756 33.22274 2.1052645 28.737062 8.5377746 -31.511404 68.537069
1.7498407 27.980497 -2.0534511 32.431513 1.2697335 28.596077 12.983395 -29.338502 72.736188
1.7561285 28.671431 -2.6369062 32.109873 -0.10929292 27.570989 14.624729 -26.587441 86.109136
1.7624135 28.501376 -1.9280307 32.317316 1.3376344 26.029285 5.6506993 -24.785422 68.805327
1.7686962 27.798257 -2.0045563 31.742425 0.12243916 27.000021 9.7847698 -22.129668 72.405004
1.7749794 27.835089 -2.7540137 31.521108 0.8590377 27.054331 10.323269 -20.271262 60.118856
1.7812656 27.764173 -2.5289403 31.502456 -0.63088675 25.610651 11.698051 -24.855418 75.074092
1.7875494 27.493751 -1.1131595 31.135002 1.0473474 23.911699 9.2111218 -21.108061 69.984311
1.7938341 27.001268 -1.8126256 30.393569 -0.54660497 26.777911 14.16217 -18.935643 70.213646
1.8001151 27.300986 -1.7869442 30.743515 -0.015181665 24.452499 12.694908 -23.859755 83.457164
1.8063939 26.96131 -3.0487314 30.008575 -0.56027708 24.14936 11.664281 -22.818876 79.195318
