k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.0088996412 18516.251 10424.228 26909.356 7651.1605 41756.601 12773.191 88877.981 9825.4834
0.015079122 21480.369 13249.757 29913.567 12930.348 49228.402 18357.27 112264.14 51991.521
0.021447902 21760.626 10910.148 29498.493 11228.34 49132.283 17639.504 101403.97 37719.384
0.027836608 19656.805 10295.559 25543.478 12590.231 42548.812 14799.269 97236.779 28201.735
0.034350998 16149.719 9155.6063 21814.257 9532.0126 36485.559 12082.307 79268.672 22846.209
0.040478868 13777.85 7679.7362 18709.637 9638.9687 30763.796 10586.9 69615.995 15143.056
0.046767167 12131.114 6731.0254 16494.184 7312.2605 27762.178 9885.695 60681.874 12314.872
0.053082251 10919.944 6112.9506 14788.78 7446.9555 24316.029 9151.846 55087.984 15042.285
0.059453624 10200.247 5513.683 13694.844 6316.0515 23162.342 9063.6063 50333.724 11405.184
0.065762248 9361.803 5358.0905 12665.973 6344.0837 21678.147 8291.9503 47867.946 10461.387
0.071966329 8583.1416 4548.0271 11764.521 5450.4005 19618.181 7419.2886 45755.707 7756.3393
0.078278609 7896.511 4378.549 10713.294 4936.8853 18200.177 6401.769 40973.684 8070.9976
0.084703989 7036.6036 3973.4675 9474.5124 4344.7081 16300.023 6662.7426 37197.278 10614.96
0.090968546 6119.9582 3386.5077 8371.6671 3936.3283 14386.415 5096.5701 32691.118 10306.523
0.097207898 5434.0154 3022.2172 7393.715 3373.9461 12862.299 4839.6503 30177.273 9786.7335
0.1034763 4848.9391 2665.0174 6784.3075 3228.096 12028.318 5036.5974 27641.634 8599.5384
0.10975764 4619.6135 2645.3739 6277.7671 3000.6107 10993.378 4321.1407 25637.884 7632.03
0.11605431 4238.5318 2245.9397 5839.2156 2804.1198 10282.589 3834.3374 24659.518 8444.3717
0.12236697 4108.8122 2310.8477 5684.9121 2762.8638 9969.7388 3684.9447 24482.435 7114.0212
0.12868173 3904.4608 1995.1812 5295.4638 2414.5928 9535.541 3741.9366 22606.364 5479.7652
0.13495008 3647.6755 2039.0114 5095.3976 2459.7998 8970.0354 3538.9128 21603.658 6574.6019
0.14119496 3406.155 1927.3438 4699.1031 2218.4489 8229.0396 2815.8852 21047.576 4963.6448
0.14751336 3204.0198 1852.8056 4384.0499 2275.9365 7923.1144 3344.6063 19545.164 7099.911
0.15378651 2920.0435 1614.3576 4057.9921 1933.1581 7054.3385 2668.2352 17368.229 4918.6879
0.16006575 2692.6551 1517.3811 3724.0057 1768.8509 6717.4397 2600.2956 17268.274 4463.8206
0.16639912 2520.5556 1469.9427 3513.611 1761.9748 6271.9792 2627.3128 15596.111 6277.1821
0.17271956 2364.8642 1387.5918 3277.4078 1636.8531 6063.8196 2704.6873 15376.061 5235.1908
0.17897652 2247.7744 1241.2764 3154.9621 1411.657 5683.7753 2144.1491 14640.187 5474.311
0.18523537 2197.6851 1195.3684 3074.1484 1516.9243 5612.7806 2375.1315 13940.214 5274.6334
0.19148068 2143.6136 1244.5034 2978.1838 1551.0834 5454.3856 2461.2505 13550.279 6030.0303
0.19778899 2026.5242 1098.911 2853.7526 1351.0197 5089.4836 2375.6698 13538.441 5433.2599
0.20409377 1917.2882 1125.1246 2676.8314 1421.5587 4926.5707 2314.8863 13032.413 5485.3306
0.21039393 1794.99 1016.7453 2517.2221 1264.6594 4597.5002 1776.7931 12278.942 3517.5604
0.21669097 1681.6638 937.60874 2368.1389 1115.911 4370.0605 1752.1122 11822.684 4357.0091
0.22297003 1610.057 952.90164 2264.0586 1218.3047 4228.8732 1774.2648 11312.858 4826.6265
0.229262 1557.4921 951.37864 2189.6511 1214.9443 4031.9396 1912.9418 11019.632 4989.7501
0.23551415 1493.0814 876.45491 2106.8667 1105.3194 3924.5445 1674.3773 10268.339 4271.9864
0.24179106 1422.6812 797.66318 1995.4986 1030.9893 3810.1543 1729.8088 10107.422 4188.0383
