k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.0088996412 19274.623 11950.643 21301.886 11024.267 24158.949 7905.5998 45017.522 20424.35
0.015079122 24328.905 18050.349 24346.923 17716.583 28284.438 17311.437 54431.92 25735.523
0.021447902 22770.155 15861.056 23535.722 15654.907 28594.144 15951.273 53389.743 22419.868
0.027836608 20119.97 15018.558 20352.058 14649.928 25056.477 16434.637 45005.975 19505.914
0.034350998 17089.121 11950.048 17572.035 11529.593 20725.454 13366.527 37667.407 17808.743
0.040478868 14342.094 10309.371 14954.172 10388.662 18083.663 11739.06 32416.978 14271.537
0.046767167 12426.982 8436.0829 12663.642 8335.0351 15726.818 9364.2829 28582.7 12203.366
0.053082251 10981.269 7538.0676 11372.257 7339.3032 13647.779 7988.1327 25158.874 11763.719
0.059453624 10096.382 7115.2996 10469.385 7179.9565 13110.892 8402.8212 23672.737 10565.683
0.065762248 9270.0794 6505.3905 9631.8678 6451.9752 11917.45 7304.2112 21557.202 9723.5516
0.071966329 8595.6613 5407.6964 8762.9555 5439.7031 10792.208 6133.1515 20109.553 8354.3317
0.078278609 7533.5568 5041.9276 7770.8688 4709.6493 9757.7667 5485.3435 17821.896 8005.3019
0.084703989 6769.5431 4771.4111 7117.5981 4913.5499 8727.7955 5246.193 16295.185 7697.3791
0.090968546 5944.8736 4068.888 6221.4479 4200.1886 7597.5998 4624.5014 14098.101 6667.1427
0.097207898 5372.5933 3509.2132 5562.6351 3596.6195 7007.7081 4034.5841 12464.056 5572.2234
0.1034763 4741.8858 3132.1092 4951.0665 2999.1218 6167.4396 3281.8934 11438.098 5079.9483
0.10975764 4484.6291 3098.4795 4662.9207 3027.8342 5744.9801 3151.939 10875.064 4885.7318
0.11605431 4118.9016 2674.1182 4266.3838 2583.8291 5252.207 2813.7779 9909.101 4366.7513
0.12236697 3877.4208 2695.7615 4063.2071 2658.2359 5093.4856 3034.0299 9470.3898 4310.1222
0.12868173 3565.0333 2118.3254 3767.8139 2174.1799 4790.6228 2401.6648 8802.4904 3580.4759
0.13495008 3375.3934 2034.7173 3484.7011 2033.5066 4432.1465 2370.5264 8285.2332 3618.3099
0.14119496 3107.8447 2009.5402 3269.9561 1969.5891 4129.2119 2382.6593 7699.549 3876.798
0.14751336 2885.2085 1904.4265 3017.0598 1902.0515 3813.9429 2102.9589 7209.5513 3334.8084
0.15378651 2632.3888 1630.8941 2799.086 1703.4682 3513.8011 1840.7862 6594.1925 3004.0518
0.16006575 2504.8289 1646.187 2611.145 1543.9181 3338.031 1745.7451 6287.6331 2773.4418
0.16639912 2331.0506 1477.599 2476.3771 1436.3563 3076.0878 1609.0934 5847.1435 2791.9407
0.17271956 2182.2246 1237.4295 2311.5766 1303.7824 2939.7835 1469.4031 5512.6851 2594.0208
0.17897652 2079.7896 1304.5873 2172.4138 1281.2162 2743.7421 1378.7865 5183.7764 2597.9977
0.18523537 1946.6014 1181.7085 2039.8766 1163.3315 2639.5943 1366.7178 4917.0943 2321.6709
0.19148068 1877.1579 1165.2852 1979.8058 1157.095 2583.4311 1357.3232 4844.6761 2507.3921
0.19778899 1748.8576 1057.2096 1855.5778 1087.3652 2373.2213 1274.4696 4519.4663 2078.6631
0.20409377 1664.9606 1017.1894 1767.0334 1022.2198 2271.2767 1249.2178 4304.8028 2265.6083
0.21039393 1574.6427 952.90554 1661.9946 966.71203 2169.2872 1128.2665 4026.9986 1983.4684
0.21669097 1477.0327 820.49574 1554.2372 857.74879 2022.0969 1022.8299 3737.4185 1917.6564
0.22297003 1407.6093 866.4651 1486.5418 890.87993 1907.5066 993.99739 3633.4057 1986.6165
0.229262 1346.8773 793.95255 1440.5154 815.86034 1892.1242 956.94959 3500.3368 1945.0703
0.23551415 1272.8222 712.01735 1370.1026 746.22246 1772.1593 855.60115 3263.9815 1630.0967
0.24179106 1226.1808 733.8015 1302.5387 747.95189 1697.498 836.55725 3281.8647 1777.0602
0.24808565 1194.2365 671.94048 1269.9396 695.79003 1648.4284 886.37969 3152.8154 1655.6383
0.25434923 1117.9143 612.35223 1185.839 604.33972 1542.4955 714.30286 2936.6927 1453.0963
0.26063343 1067.4471 549.24344 1126.6676 553.27733 1474.7219 677.96167 2824.2299 1337.3679
0.26692574 1041.1867 538.52253 1107.7355 574.70335 1457.384 683.31405 2746.0004 1430.9826
0.27324233 992.27487 523.12012 1053.0427 556.24989 1374.472 683.01407 2649.5615 1321.5128
0.27955297 951.21237 533.65484 1011.1492 543.20008 1355.1336 697.03631 2531.7995 1457.6408
0.28583663 916.31944 457.36361 976.08782 481.48379 1291.4013 612.19442 2504.0511 1307.8746
0.29208763 875.14006 491.6469 942.90357 527.17635 1226.5331 634.38213 2342.3873 1383.5148
0.29834498 839.03982 404.29764 898.06301 435.24703 1194.4224 556.14538 2242.3178 1152.1718
0.30463826 798.06347 391.46326 869.02103 411.60154 1144.3233 506.87107 2190.263 1105.9844
0.31092791 768.0281 354.02044 822.51912 398.31402 1117.3211 472.69794 2065.3423 1170.4878
0.31721682 751.77437 367.87472 802.60407 384.89252 1072.3942 473.16235 2009.4202 1180.9605
