k m1-monopole m1-quadrupole m2-monopole m2-quadrupole m3-monopole m3-quadrupole m4-monopole m4-quadrupole
0.0088996412 17499.596 13226.039 19032.306 11132.218 28199.016 15722.64 51986.418 22539.201
0.015079122 21850.625 19715.412 23147.16 17634.296 30911.796 22437.219 61836.873 32111.174
0.021447902 21001.504 16831.223 23129.962 15815.302 31353.229 20240.857 60154.238 27259.671
0.027836608 18120.23 15106.991 20288.834 16807.54 27442.726 18370.841 52158.163 24997.391
0.034350998 15579.088 12589.888 17077.623 13403.529 22372.127 15028.562 44049.877 20781.805
0.040478868 12944.087 11190.588 14564.684 11381.093 19813.214 14536.499 37557.42 18418.684
0.046767167 11357.188 8878.7981 12627.852 9182.0339 17349.756 11518.452 33746.063 14980.884
0.053082251 10146.448 8416.8657 11164.41 8362.6022 15262.613 10156.142 28973.756 14233.861
0.059453624 9472.2996 8112.5644 10502.233 7900.6761 14382.996 9766.1984 27788.244 12921.845
0.065762248 8665.5467 7031.1966 9722.4689 7684.6413 13034.562 8458.3252 25460.194 12722.811
0.071966329 7860.7274 5959.122 8814.5275 6298.1298 12113.431 7210.3256 23453.193 11508.542
0.078278609 7040.1904 5459.6391 7842.1467 5540.9574 10903.476 6767.9334 21191.062 10589.401
0.084703989 6369.1254 5175.2575 7175.3111 5541.4645 9801.3592 6182.1921 18895.375 9504.9065
0.090968546 5530.1739 4424.1741 6280.15 4694.8147 8506.3085 5640.7319 16858.873 7683.5311
0.097207898 4960.4823 3881.4421 5586.1434 4002.2121 7649.3532 4921.1917 14802.273 7377.0301
0.1034763 4422.0067 3344.0799 4944.4687 3565.6576 6826.3863 3842.2413 13560.312 6632.1801
0.10975764 4151.0194 3365.5348 4712.0964 3320.8087 6398.7121 4025.7279 12666.85 6422.7469
0.11605431 3833.0128 2840.3291 4240.0916 2881.2398 5908.973 3466.4026 11520.101 5794.6929
0.12236697 3631.4466 2864.2126 4146.8842 2992.7104 5751.0331 3573.6875 11173.626 5316.83
0.12868173 3387.2126 2373.523 3896.9492 2410.5709 5276.8011 2947.8274 10427.171 4599.8489
0.13495008 3160.1501 2351.3201 3581.3818 2397.831 5014.6695 2777.4657 9772.5506 5193.9569
0.14119496 2927.7091 2205.0366 3334.8179 2349.1129 4680.5505 2931.1962 9072.9818 4670.6043
0.14751336 2720.613 2058.7711 3097.4303 2187.5397 4301.1668 2578.4731 8722.0582 4590.0139
0.15378651 2491.5846 1788.3318 2847.841 1899.7875 3996.5155 2371.1889 7799.8584 3902.6474
0.16006575 2336.4825 1739.8787 2665.9968 1800.4607 3718.7947 2145.6835 7449.2674 3651.4896
0.16639912 2198.7302 1595.5937 2493.4121 1652.9807 3450.2235 2017.3282 7040.7036 3717.359
0.17271956 2049.8066 1439.1993 2358.9128 1576.5963 3262.4178 1901.619 6665.4046 3449.5525
0.17897652 1919.2819 1356.2856 2216.9237 1491.5805 3118.4452 1744.8528 6227.9861 3276.0071
0.18523537 1830.3295 1320.9752 2118.9694 1355.2431 2978.0717 1731.1213 6005.65 3057.3724
0.19148068 1787.6718 1269.3691 2060.5471 1375.8818 2890.5823 1766.3528 5866.0438 3430.547
0.19778899 1662.3162 1144.4607 1918.6647 1288.819 2686.35 1539.1129 5450.2901 2832.2547
0.20409377 1593.6869 1149.7273 1822.4916 1231.1088 2562.5487 1489.8572 5237.2913 3139.5041
0.21039393 1472.9409 1035.6534 1701.0534 1110.0077 2431.1495 1387.056 4921.2915 2664.3036
0.21669097 1387.9567 921.13594 1590.9379 1024.6753 2280.6874 1283.9834 4557.9051 2452.1772
0.22297003 1315.0847 951.25693 1527.8077 1046.1126 2143.0887 1305.0736 4358.2266 2484.9045
0.229262 1264.726 890.3323 1481.9252 969.51508 2140.4364 1268.0293 4196.7333 2664.3999
0.23551415 1202.2959 789.6725 1404.4383 886.26725 1984.9774 1154.1695 4019.72 2213.9941
0.24179106 1155.895 789.96877 1342.5009 875.87213 1932.4592 1097.6186 3980.7026 2404.8704
0.24808565 1124.1825 754.61742 1302.4278 849.0872 1882.2225 1130.9773 3841.9247 2199.5061
0.25434923 1046.2342 690.40853 1225.4388 752.70571 1748.2546 903.30178 3582.1958 2017.0202
0.26063343 997.09208 614.88361 1180.2123 660.16528 1683.7785 916.02441 3475.5998 1834.0081
0.26692574 972.10457 623.92793 1132.4272 653.0023 1659.9276 883.38614 3368.7231 1990.4118
0.27324233 931.63213 607.99001 1090.8173 651.18871 1566.8617 876.91053 3218.895 1715.4001
0.27955297 889.73923 584.11453 1047.8481 647.76909 1520.6688 912.77677 3144.6349 1957.8883
0.28583663 861.03428 542.99786 1012.668 595.61303 1457.422 849.8674 3056.2793 1794.0391
0.29208763 820.20241 531.90681 970.74308 625.17175 1382.8109 847.66053 2850.1588 1705.801
0.29834498 783.7763 461.68304 931.35581 515.49257 1346.7297 669.84928 2742.7048 1603.081
0.30463826 756.77858 440.98055 899.66651 495.48488 1320.6046 679.49024 2644.7641 1469.7708
0.31092791 722.29967 423.68643 852.28739 486.09944 1267.015 639.94208 2514.9252 1504.1071
0.31721682 700.43246 410.41253 835.3936 483.38351 1226.2358 648.72621 2484.3327 1561.0398
0.32351876 673.52526 378.88227 797.33897 429.36767 1174.171 623.50503 2433.912 1394.8826
0.32981682 650.40705 390.88536 768.94672 451.59063 1156.8936 616.29285 2335.4952 1495.0111
0.33611764 629.03598 368.01942 744.6447 395.7662 1086.539 578.2697 2235.1568 1329.7821
0.34237004 597.91913 338.2037 724.31008 397.30362 1055.8169 552.68933 2157.9907 1336.7054
0.34864782 589.05448 345.56162 702.05418 383.44361 1021.0583 528.87926 2082.3233 1412.6375
0.35494116 572.66057 322.26315 679.68789 336.2311 998.82961 538.93792 2032.9102 1195.8317
0.36119169 556.39743 314.77656 661.19008 360.17173 973.85564 541.31885 1954.605 1205.2907
0.36747671 521.08717 274.0146 630.69787 325.83723 927.54386 477.05005 1922.3572 1126.2779
0.37376478 512.1322 264.15533 609.18021 313.81715 931.75454 447.89501 1885.181 1145.8422
0.3800654 501.02072 252.19417 601.59993 289.04754 886.08281 431.57351 1796.6365 1067.6841
0.38635399 484.84367 246.59596 585.45952 283.09977 863.34476 471.71139 1781.0692 1081.3098
0.39261402 468.60184 226.95115 561.73623 269.34698 837.65892 415.67331 1683.2766 1042.9675
0.39892645 452.20059 217.17184 545.28144 257.57157 798.81813 399.73957 1648.4922 968.79447
0.40520732 439.31496 215.78657 528.5707 256.62192 782.23966 380.32418 1570.0762 1017.8714
